observation_date,INDPRO_20060415
1921-01-01,4.4493
1921-02-01,4.3591
1921-03-01,4.2389
1921-04-01,4.2389
1921-05-01,4.3591
1921-06-01,4.3290
1921-07-01,4.2990
1921-08-01,4.4493
1921-09-01,4.4794
1921-10-01,4.7499
1921-11-01,4.6898
1921-12-01,4.6597
1922-01-01,4.8401
1922-02-01,5.0506
1922-03-01,5.3211
1922-04-01,5.1407
1922-05-01,5.4113
1922-06-01,5.6819
1922-07-01,5.6819
1922-08-01,5.5616
1922-09-01,5.8622
1922-10-01,6.1929
1922-11-01,6.4635
1922-12-01,6.6439
1923-01-01,6.4936
1923-02-01,6.5837
1923-03-01,6.7942
1923-04-01,6.9445
1923-05-01,7.0347
1923-06-01,6.9746
1923-07-01,6.9144
1923-08-01,6.7942
1923-09-01,6.6439
1923-10-01,6.6138
1923-11-01,6.6138
1923-12-01,6.4635
1924-01-01,6.6138
1924-02-01,6.7341
1924-03-01,6.6138
1924-04-01,6.4034
1924-05-01,6.1328
1924-06-01,5.8622
1924-07-01,5.7721
1924-08-01,5.9825
1924-09-01,6.1929
1924-10-01,6.3432
1924-11-01,6.4635
1924-12-01,6.6439
1925-01-01,6.8543
1925-02-01,6.8543
1925-03-01,6.8543
1925-04-01,6.9144
1925-05-01,6.8844
1925-06-01,6.8243
1925-07-01,7.0046
1925-08-01,6.8844
1925-09-01,6.7942
1925-10-01,7.0648
1925-11-01,7.2151
1925-12-01,7.3053
1926-01-01,7.1850
1926-02-01,7.1850
1926-03-01,7.2752
1926-04-01,7.2752
1926-05-01,7.2151
1926-06-01,7.3052
1926-07-01,7.3353
1926-08-01,7.4255
1926-09-01,7.5458
1926-10-01,7.5458
1926-11-01,7.5157
1926-12-01,7.4856
1927-01-01,7.4556
1927-02-01,7.5157
1927-03-01,7.6059
1927-04-01,7.4255
1927-05-01,7.4856
1927-06-01,7.4556
1927-07-01,7.3654
1927-08-01,7.3654
1927-09-01,7.2451
1927-10-01,7.0948
1927-11-01,7.0948
1927-12-01,7.1249
1928-01-01,7.2752
1928-02-01,7.3353
1928-03-01,7.3954
1928-04-01,7.3654
1928-05-01,7.4556
1928-06-01,7.5157
1928-07-01,7.6059
1928-08-01,7.7562
1928-09-01,7.8163
1928-10-01,7.9666
1928-11-01,8.1169
1928-12-01,8.2673
1929-01-01,8.3875
1929-02-01,8.3574
1929-03-01,8.3875
1929-04-01,8.5378
1929-05-01,8.6881
1929-06-01,8.7483
1929-07-01,8.8685
1929-08-01,8.7783
1929-09-01,8.7182
1929-10-01,8.5679
1929-11-01,8.1470
1929-12-01,7.7863
1930-01-01,7.7863
1930-02-01,7.7562
1930-03-01,7.6359
1930-04-01,7.5758
1930-05-01,7.4556
1930-06-01,7.2451
1930-07-01,6.9144
1930-08-01,6.7641
1930-09-01,6.6439
1930-10-01,6.4635
1930-11-01,6.3132
1930-12-01,6.1629
1931-01-01,6.1328
1931-02-01,6.1629
1931-03-01,6.2831
1931-04-01,6.3132
1931-05-01,6.2230
1931-06-01,6.0727
1931-07-01,5.9825
1931-08-01,5.7721
1931-09-01,5.5015
1931-10-01,5.2911
1931-11-01,5.2309
1931-12-01,5.2009
1932-01-01,5.0505
1932-02-01,4.9303
1932-03-01,4.8702
1932-04-01,4.5395
1932-05-01,4.3892
1932-06-01,4.2389
1932-07-01,4.1186
1932-08-01,4.2389
1932-09-01,4.5094
1932-10-01,4.6597
1932-11-01,4.6597
1932-12-01,4.5695
1933-01-01,4.4794
1933-02-01,4.5094
1933-03-01,4.2389
1933-04-01,4.5395
1933-05-01,5.2910
1933-06-01,6.1028
1933-07-01,6.6739
1933-08-01,6.4034
1933-09-01,6.0426
1933-10-01,5.7420
1933-11-01,5.4113
1933-12-01,5.4414
1934-01-01,5.6217
1934-02-01,5.8923
1934-03-01,6.1629
1934-04-01,6.1629
1934-05-01,6.2831
1934-06-01,6.1629
1934-07-01,5.7420
1934-08-01,5.6819
1934-09-01,5.3512
1934-10-01,5.5917
1934-11-01,5.6518
1934-12-01,6.0126
1935-01-01,6.4936
1935-02-01,6.6138
1935-03-01,6.5837
1935-04-01,6.4635
1935-05-01,6.4635
1935-06-01,6.5537
1935-07-01,6.5537
1935-08-01,6.7942
1935-09-01,6.9746
1935-10-01,7.1850
1935-11-01,7.3353
1935-12-01,7.4255
1936-01-01,7.3053
1936-02-01,7.1249
1936-03-01,7.2151
1936-04-01,7.6660
1936-05-01,7.8163
1936-06-01,7.9666
1936-07-01,8.1169
1936-08-01,8.2372
1936-09-01,8.3875
1936-10-01,8.5078
1936-11-01,8.7483
1936-12-01,9.0188
1937-01-01,8.9888
1937-02-01,9.1090
1937-03-01,9.3195
1937-04-01,9.3195
