observation_date,PCEC96_19910915
1959-01-01,953.8
1959-02-01,962.0
1959-03-01,971.1
1959-04-01,968.5
1959-05-01,979.3
1959-06-01,984.2
1959-07-01,981.4
1959-08-01,985.9
1959-09-01,994.3
1959-10-01,989.3
1959-11-01,993.3
1959-12-01,988.9
1960-01-01,989.8
1960-02-01,992.5
1960-03-01,1009.1
1960-04-01,1020.3
1960-05-01,1004.5
1960-06-01,1004.8
1960-07-01,1005.6
1960-08-01,1003.9
1960-09-01,1007.5
1960-10-01,1011.1
1960-11-01,1010.6
1960-12-01,1001.7
1961-01-01,1004.5
1961-02-01,1006.9
1961-03-01,1017.1
1961-04-01,1020.4
1961-05-01,1024.5
1961-06-01,1025.6
1961-07-01,1021.2
1961-08-01,1024.0
1961-09-01,1028.6
1961-10-01,1034.9
1961-11-01,1044.1
1961-12-01,1049.7
1962-01-01,1050.4
1962-02-01,1051.0
1962-03-01,1059.5
1962-04-01,1060.1
1962-05-01,1067.6
1962-06-01,1063.2
1962-07-01,1068.1
1962-08-01,1070.5
1962-09-01,1079.9
1962-10-01,1075.0
1962-11-01,1089.1
1962-12-01,1093.4
1963-01-01,1095.1
1963-02-01,1092.2
1963-03-01,1095.2
1963-04-01,1096.5
1963-05-01,1098.1
1963-06-01,1105.9
1963-07-01,1112.2
1963-08-01,1117.8
1963-09-01,1116.4
1963-10-01,1113.6
1963-11-01,1121.9
1963-12-01,1135.3
1964-01-01,1138.1
1964-02-01,1146.4
1964-03-01,1151.0
1964-04-01,1153.4
1964-05-01,1166.3
1964-06-01,1173.4
1964-07-01,1181.1
1964-08-01,1189.7
1964-09-01,1183.5
1964-10-01,1194.2
1964-11-01,1180.1
1964-12-01,1189.8
1965-01-01,1196.4
1965-02-01,1213.2
1965-03-01,1214.9
1965-04-01,1224.4
1965-05-01,1223.4
1965-06-01,1217.3
1965-07-01,1231.6
1965-08-01,1239.5
1965-09-01,1255.8
1965-10-01,1272.9
1965-11-01,1271.6
1965-12-01,1275.1
1966-01-01,1280.9
1966-02-01,1287.0
1966-03-01,1295.0
1966-04-01,1298.4
1966-05-01,1288.7
1966-06-01,1292.2
1966-07-01,1302.6
1966-08-01,1301.5
1966-09-01,1312.4
1966-10-01,1306.4
1966-11-01,1307.6
1966-12-01,1314.3
1967-01-01,1318.2
1967-02-01,1319.0
1967-03-01,1320.9
1967-04-01,1332.2
1967-05-01,1335.6
1967-06-01,1341.8
1967-07-01,1338.8
1967-08-01,1340.4
1967-09-01,1350.8
1967-10-01,1340.1
1967-11-01,1350.3
1967-12-01,1363.9
1968-01-01,1371.0
1968-02-01,1372.4
1968-03-01,1390.9
1968-04-01,1386.9
1968-05-01,1394.7
1968-06-01,1408.4
1968-07-01,1419.1
1968-08-01,1423.7
1968-09-01,1421.6
1968-10-01,1423.1
1968-11-01,1430.4
1968-12-01,1427.8
1969-01-01,1438.1
1969-02-01,1447.3
1969-03-01,1443.5
1969-04-01,1446.1
1969-05-01,1457.7
1969-06-01,1451.2
1969-07-01,1451.3
1969-08-01,1463.0
1969-09-01,1465.5
1969-10-01,1473.8
1969-11-01,1472.7
1969-12-01,1469.5
1970-01-01,1481.3
1970-02-01,1484.4
1970-03-01,1478.9
1970-04-01,1479.6
1970-05-01,1489.2
1970-06-01,1495.4
1970-07-01,1495.0
1970-08-01,1500.7
1970-09-01,1508.2
1970-10-01,1498.4
1970-11-01,1489.6
1970-12-01,1503.6
1971-01-01,1519.8
1971-02-01,1521.3
1971-03-01,1521.4
1971-04-01,1531.2
1971-05-01,1529.4
1971-06-01,1538.4
1971-07-01,1532.4
1971-08-01,1537.6
1971-09-01,1552.8
1971-10-01,1552.8
1971-11-01,1559.3
1971-12-01,1568.3
1972-01-01,1571.9
1972-02-01,1573.9
1972-03-01,1599.7
1972-04-01,1603.5
1972-05-01,1608.1
1972-06-01,1612.1
1972-07-01,1623.6
1972-08-01,1632.5
1972-09-01,1633.5
1972-10-01,1660.1
1972-11-01,1668.1
1972-12-01,1675.2
1973-01-01,1684.4
1973-02-01,1693.0
1973-03-01,1692.2
1973-04-01,1685.8
1973-05-01,1691.6
1973-06-01,1684.3
1973-07-01,1698.4
1973-08-01,1679.5
1973-09-01,1705.5
1973-10-01,1692.0
1973-11-01,1693.7
1973-12-01,1674.5
1974-01-01,1672.7
1974-02-01,1662.9
1974-03-01,1666.8
1974-04-01,1674.0
1974-05-01,1679.6
1974-06-01,1678.0
1974-07-01,1684.8
1974-08-01,1695.4
1974-09-01,1679.9
1974-10-01,1678.9
1974-11-01,1656.9
1974-12-01,1658.3
1975-01-01,1667.2
1975-02-01,1682.1
1975-03-01,1682.1
1975-04-01,1688.5
1975-05-01,1714.5
1975-06-01,1715.1
