observation_date,TDSP_20061215
1980-01-01,11.13
1980-04-01,11.16
1980-07-01,10.88
1980-10-01,10.58
1981-01-01,10.62
1981-04-01,10.73
1981-07-01,10.60
1981-10-01,10.64
1982-01-01,10.71
1982-04-01,10.75
1982-07-01,10.66
1982-10-01,10.61
1983-01-01,10.57
1983-04-01,10.57
1983-07-01,10.57
1983-10-01,10.62
1984-01-01,10.64
1984-04-01,10.76
1984-07-01,10.85
1984-10-01,10.98
1985-01-01,11.29
1985-04-01,11.38
1985-07-01,11.74
1985-10-01,11.84
1986-01-01,11.85
1986-04-01,11.95
1986-07-01,12.10
1986-10-01,12.26
1987-01-01,12.10
1987-04-01,12.27
1987-07-01,12.14
1987-10-01,11.99
1988-01-01,11.93
1988-04-01,11.92
1988-07-01,11.88
1988-10-01,11.75
1989-01-01,11.71
1989-04-01,11.90
1989-07-01,11.99
1989-10-01,12.03
1990-01-01,11.97
1990-04-01,11.96
1990-07-01,11.95
1990-10-01,11.97
1991-01-01,11.94
1991-04-01,11.80
1991-07-01,11.70
1991-10-01,11.51
1992-01-01,11.27
1992-04-01,11.12
1992-07-01,10.97
1992-10-01,10.78
1993-01-01,11.00
1993-04-01,10.83
1993-07-01,10.89
1993-10-01,10.78
1994-01-01,10.97
1994-04-01,10.95
1994-07-01,11.05
1994-10-01,11.16
1995-01-01,11.36
1995-04-01,11.60
1995-07-01,11.75
1995-10-01,11.84
1996-01-01,11.86
1996-04-01,11.94
1996-07-01,12.02
1996-10-01,12.11
1997-01-01,12.07
1997-04-01,12.12
1997-07-01,12.14
1997-10-01,12.10
1998-01-01,12.00
1998-04-01,12.04
1998-07-01,12.03
1998-10-01,12.06
1999-01-01,12.14
1999-04-01,12.29
1999-07-01,12.42
1999-10-01,12.39
2000-01-01,12.31
2000-04-01,12.51
2000-07-01,12.64
2000-10-01,12.88
2001-01-01,13.00
2001-04-01,13.19
2001-07-01,13.01
2001-10-01,13.40
2002-01-01,13.23
2002-04-01,13.29
2002-07-01,13.46
2002-10-01,13.56
2003-01-01,13.58
2003-04-01,13.55
2003-07-01,13.45
2003-10-01,13.51
2004-01-01,13.46
2004-04-01,13.46
2004-07-01,13.64
2004-10-01,13.56
2005-01-01,13.88
2005-04-01,14.07
2005-07-01,14.27
2005-10-01,14.30
2006-01-01,14.31
2006-04-01,14.40
