observation_date,DGORDER_20050915
1992-02-01,115056
1992-03-01,119071
1992-04-01,125525
1992-05-01,125078
1992-06-01,122758
1992-07-01,122736
1992-08-01,119498
1992-09-01,120546
1992-10-01,127891
1992-11-01,122590
1992-12-01,126241
1993-01-01,121669
1993-02-01,129598
1993-03-01,126531
1993-04-01,128018
1993-05-01,126271
1993-06-01,129407
1993-07-01,128130
1993-08-01,129185
1993-09-01,127443
1993-10-01,132739
1993-11-01,131595
1993-12-01,133548
1994-01-01,138517
1994-02-01,137770
1994-03-01,137555
1994-04-01,139099
1994-05-01,142862
1994-06-01,144720
1994-07-01,144235
1994-08-01,146005
1994-09-01,145769
1994-10-01,149368
1994-11-01,150720
1994-12-01,152421
1995-01-01,151273
1995-02-01,154736
1995-03-01,151829
1995-04-01,151219
1995-05-01,153133
1995-06-01,150004
1995-07-01,148443
1995-08-01,154866
1995-09-01,159812
1995-10-01,155436
1995-11-01,157199
1995-12-01,162251
1996-01-01,156682
1996-02-01,151958
1996-03-01,163853
1996-04-01,156986
1996-05-01,164849
1996-06-01,163517
1996-07-01,163549
1996-08-01,157395
1996-09-01,165540
1996-10-01,165867
1996-11-01,170442
1996-12-01,162401
1997-01-01,162859
1997-02-01,170942
1997-03-01,168629
1997-04-01,171258
1997-05-01,168726
1997-06-01,174247
1997-07-01,179703
1997-08-01,175956
1997-09-01,178548
1997-10-01,178948
1997-11-01,189996
1997-12-01,174219
1998-01-01,175270
1998-02-01,181478
1998-03-01,176548
1998-04-01,181530
1998-05-01,178974
1998-06-01,173306
1998-07-01,170402
1998-08-01,178875
1998-09-01,180958
1998-10-01,178910
1998-11-01,181317
1998-12-01,180415
1999-01-01,185741
1999-02-01,185787
1999-03-01,185737
1999-04-01,182441
1999-05-01,185436
1999-06-01,182809
1999-07-01,188889
1999-08-01,190194
1999-09-01,189102
1999-10-01,192834
1999-11-01,186984
1999-12-01,197548
2000-01-01,200934
2000-02-01,184319
2000-03-01,191432
2000-04-01,194854
2000-05-01,189050
2000-06-01,220535
2000-07-01,189147
2000-08-01,189888
2000-09-01,198395
2000-10-01,185806
2000-11-01,189466
2000-12-01,188278
2001-01-01,178871
2001-02-01,180911
2001-03-01,183449
2001-04-01,173617
2001-05-01,181378
2001-06-01,177921
2001-07-01,173159
2001-08-01,174039
2001-09-01,164942
2001-10-01,174109
2001-11-01,166164
2001-12-01,168488
2002-01-01,164311
2002-02-01,171408
2002-03-01,169940
2002-04-01,169737
2002-05-01,172747
2002-06-01,164278
2002-07-01,173753
2002-08-01,176404
2002-09-01,165697
2002-10-01,167639
2002-11-01,167142
2002-12-01,162792
2003-01-01,167682
2003-02-01,172094
2003-03-01,170421
2003-04-01,169511
2003-05-01,170570
2003-06-01,172583
2003-07-01,175141
2003-08-01,173833
2003-09-01,178794
2003-10-01,185649
2003-11-01,183908
2003-12-01,189310
2004-01-01,178428
2004-02-01,181483
2004-03-01,198500
2004-04-01,190119
2004-05-01,189787
2004-06-01,192190
2004-07-01,194903
2004-08-01,195435
2004-09-01,195221
2004-10-01,192479
2004-11-01,198917
2004-12-01,202454
2005-01-01,196602
2005-02-01,199682
2005-03-01,195930
2005-04-01,196839
2005-05-01,211256
2005-06-01,215339
2005-07-01,204707
