observation_date,TDSP_20040815
1980-01-01,11.14
1980-04-01,11.17
1980-07-01,10.89
1980-10-01,10.60
1981-01-01,10.64
1981-04-01,10.74
1981-07-01,10.61
1981-10-01,10.66
1982-01-01,10.74
1982-04-01,10.77
1982-07-01,10.67
1982-10-01,10.64
1983-01-01,10.60
1983-04-01,10.60
1983-07-01,10.59
1983-10-01,10.64
1984-01-01,10.67
1984-04-01,10.78
1984-07-01,10.86
1984-10-01,11.00
1985-01-01,11.32
1985-04-01,11.40
1985-07-01,11.75
1985-10-01,11.86
1986-01-01,11.87
1986-04-01,11.97
1986-07-01,12.11
1986-10-01,12.28
1987-01-01,12.13
1987-04-01,12.28
1987-07-01,12.14
1987-10-01,11.99
1988-01-01,11.94
1988-04-01,11.92
1988-07-01,11.88
1988-10-01,11.76
1989-01-01,11.73
1989-04-01,11.92
1989-07-01,12.01
1989-10-01,12.05
1990-01-01,11.99
1990-04-01,11.98
1990-07-01,11.97
1990-10-01,11.99
1991-01-01,11.97
1991-04-01,11.82
1991-07-01,11.72
1991-10-01,11.53
1992-01-01,11.29
1992-04-01,11.14
1992-07-01,10.99
1992-10-01,10.80
1993-01-01,11.02
1993-04-01,10.84
1993-07-01,10.90
1993-10-01,10.79
1994-01-01,10.98
1994-04-01,10.96
1994-07-01,11.06
1994-10-01,11.17
1995-01-01,11.38
1995-04-01,11.63
1995-07-01,11.78
1995-10-01,11.87
1996-01-01,11.89
1996-04-01,11.97
1996-07-01,12.05
1996-10-01,12.10
1997-01-01,12.09
1997-04-01,12.14
1997-07-01,12.16
1997-10-01,12.09
1998-01-01,12.03
1998-04-01,12.07
1998-07-01,12.05
1998-10-01,12.09
1999-01-01,12.15
1999-04-01,12.28
1999-07-01,12.40
1999-10-01,12.39
2000-01-01,12.29
2000-04-01,12.47
2000-07-01,12.58
2000-10-01,12.81
2001-01-01,12.96
2001-04-01,13.12
2001-07-01,12.89
2001-10-01,13.27
2002-01-01,13.14
2002-04-01,13.11
2002-07-01,13.20
2002-10-01,13.23
2003-01-01,13.20
2003-04-01,13.13
2003-07-01,13.01
2003-10-01,13.06
2004-01-01,12.98
