observation_date,DGORDER_20100715
1992-02-01,114955
1992-03-01,119184
1992-04-01,125159
1992-05-01,125709
1992-06-01,123138
1992-07-01,122476
1992-08-01,120137
1992-09-01,120526
1992-10-01,127573
1992-11-01,122796
1992-12-01,126111
1993-01-01,121031
1993-02-01,129387
1993-03-01,126388
1993-04-01,127768
1993-05-01,127048
1993-06-01,129723
1993-07-01,128250
1993-08-01,129236
1993-09-01,127176
1993-10-01,132892
1993-11-01,131504
1993-12-01,133377
1994-01-01,138273
1994-02-01,137868
1994-03-01,136826
1994-04-01,139634
1994-05-01,142904
1994-06-01,144794
1994-07-01,144687
1994-08-01,146024
1994-09-01,145526
1994-10-01,149729
1994-11-01,150440
1994-12-01,152317
1995-01-01,150751
1995-02-01,154958
1995-03-01,151434
1995-04-01,151826
1995-05-01,152954
1995-06-01,150018
1995-07-01,149000
1995-08-01,154283
1995-09-01,160399
1995-10-01,155364
1995-11-01,156791
1995-12-01,162210
1996-01-01,156296
1996-02-01,151937
1996-03-01,164606
1996-04-01,157258
1996-05-01,163945
1996-06-01,164308
1996-07-01,163491
1996-08-01,157364
1996-09-01,165838
1996-10-01,165341
1996-11-01,170909
1996-12-01,161702
1997-01-01,161993
1997-02-01,171321
1997-03-01,169953
1997-04-01,171059
1997-05-01,168245
1997-06-01,174942
1997-07-01,178917
1997-08-01,176198
1997-09-01,178574
1997-10-01,178799
1997-11-01,190520
1997-12-01,173674
1998-01-01,174352
1998-02-01,181883
1998-03-01,176962
1998-04-01,181350
1998-05-01,179334
1998-06-01,173713
1998-07-01,169872
1998-08-01,179072
1998-09-01,180768
1998-10-01,179287
1998-11-01,181587
1998-12-01,179201
1999-01-01,185607
1999-02-01,186084
1999-03-01,185969
1999-04-01,182203
1999-05-01,186335
1999-06-01,183192
1999-07-01,188715
1999-08-01,189768
1999-09-01,188727
1999-10-01,193575
1999-11-01,186973
1999-12-01,196456
2000-01-01,201397
2000-02-01,184375
2000-03-01,191145
2000-04-01,195512
2000-05-01,189355
2000-06-01,220539
2000-07-01,189496
2000-08-01,188928
2000-09-01,199011
2000-10-01,185810
2000-11-01,189013
2000-12-01,187908
2001-01-01,177968
2001-02-01,180835
2001-03-01,182681
2001-04-01,172527
2001-05-01,179277
2001-06-01,176645
2001-07-01,170399
2001-08-01,170853
2001-09-01,163388
2001-10-01,171742
2001-11-01,163561
2001-12-01,166465
2002-01-01,160406
2002-02-01,169561
2002-03-01,168577
2002-04-01,167826
2002-05-01,171053
2002-06-01,163467
2002-07-01,172968
2002-08-01,175397
2002-09-01,165660
2002-10-01,167158
2002-11-01,168286
2002-12-01,162135
2003-01-01,167985
2003-02-01,172805
2003-03-01,172324
2003-04-01,170111
2003-05-01,171045
2003-06-01,172057
2003-07-01,173228
2003-08-01,171844
2003-09-01,177344
2003-10-01,182486
2003-11-01,180659
2003-12-01,179937
2004-01-01,173082
2004-02-01,176781
2004-03-01,189633
2004-04-01,182384
2004-05-01,181440
2004-06-01,182100
2004-07-01,184433
2004-08-01,182284
2004-09-01,185479
2004-10-01,182807
2004-11-01,191447
2004-12-01,189908
2005-01-01,191512
2005-02-01,194485
2005-03-01,190033
2005-04-01,192894
2005-05-01,205785
2005-06-01,208029
2005-07-01,194754
2005-08-01,202176
2005-09-01,202150
2005-10-01,208129
2005-11-01,218573
2005-12-01,217089
2006-01-01,201559
2006-02-01,212235
2006-03-01,220829
2006-04-01,212324
2006-05-01,212507
2006-06-01,217889
2006-07-01,208208
2006-08-01,207359
2006-09-01,229790
2006-10-01,211789
2006-11-01,220202
2006-12-01,223937
2007-01-01,222268
2007-02-01,226599
2007-03-01,233699
2007-04-01,240170
2007-05-01,235301
2007-06-01,236826
2007-07-01,244264
2007-08-01,237558
2007-09-01,233166
2007-10-01,234943
2007-11-01,237293
2007-12-01,247758
2008-01-01,230269
2008-02-01,228981
2008-03-01,229275
2008-04-01,226198
2008-05-01,225948
2008-06-01,227101
2008-07-01,224171
2008-08-01,212521
2008-09-01,212060
2008-10-01,193856
2008-11-01,186764
2008-12-01,176930
2009-01-01,162836
2009-02-01,165185
2009-03-01,160502
2009-04-01,163062
2009-05-01,167069
2009-06-01,164345
2009-07-01,176526
2009-08-01,171930
2009-09-01,177501
2009-10-01,177469
2009-11-01,177064
2009-12-01,178642
2010-01-01,187475
2010-02-01,188346
2010-03-01,188530
2010-04-01,194021
2010-05-01,192855
