observation_date,USACSCICP02STSAM_20210315
1960-01-01,107.5943692280100
1960-02-01,105.1914283188380
1960-03-01,102.7884873989060
1960-04-01,100.3855464897340
1960-05-01,101.7842732896980
1960-06-01,103.1830000896620
1960-07-01,104.5817268896260
1960-08-01,102.0353268143100
1960-09-01,99.4889267497534
1960-10-01,96.9425266744374
1960-11-01,97.4804985205774
1960-12-01,98.0184703667175
1961-01-01,98.5564422128575
1961-02-01,98.8792253205416
1961-03-01,99.2020084282256
1961-04-01,99.5247915359096
1961-05-01,101.9277324450820
1961-06-01,104.3306733650140
1961-07-01,106.7336142741860
1961-08-01,104.5099973065540
1961-09-01,102.2863803496820
1961-10-01,100.0627633820500
1961-11-01,102.5374338742940
1961-12-01,105.0121043665380
1962-01-01,107.4867748587820
1962-02-01,105.8728593203620
1962-03-01,104.2589437819420
1962-04-01,102.6450282435220
1962-05-01,101.2821662297140
1962-06-01,99.9193042266655
1962-07-01,98.5564422128575
1962-08-01,99.7758450605218
1962-09-01,100.9952479189460
1962-10-01,102.2146507666100
1962-11-01,103.4340536142740
1962-12-01,104.6534564726980
1963-01-01,105.8728593203620
1963-02-01,103.4699184111900
1963-03-01,101.0669774912580
1963-04-01,98.6640365820856
1963-05-01,100.3496817035780
1963-06-01,102.0353268143100
1963-07-01,103.7209719358020
1963-08-01,103.0036761373620
1963-09-01,102.2863803496820
1963-10-01,101.5690845512420
1963-11-01,103.3981888281180
1963-12-01,105.2272931049940
1964-01-01,107.0563973818700
1964-02-01,106.6977494880300
1964-03-01,106.3391015834300
1964-04-01,105.9804536895900
1964-05-01,106.7336142741860
1964-06-01,107.4867748587820
1964-07-01,108.2399354433780
1964-08-01,107.9888819510450
1964-09-01,107.7378283511160
1964-10-01,107.4867748587820
1964-11-01,108.2399354433780
1964-12-01,108.9930960279750
1965-01-01,109.7462566125710
1965-02-01,110.9656594279570
1965-03-01,112.1850623509370
1965-04-01,113.4044651663230
1965-05-01,112.6871693356050
1965-06-01,111.9698736124810
1965-07-01,111.2525777817630
1965-08-01,111.0732537971850
1965-09-01,110.8939299202010
1965-10-01,110.7146059356230
1965-11-01,109.6745269972200
1965-12-01,108.6344481664130
1966-01-01,107.5943692280100
1966-02-01,106.0521832726620
1966-03-01,104.5099973065540
1966-04-01,102.9678113512060
1966-05-01,101.3538958127860
1966-06-01,99.7399802743656
1966-07-01,98.1260647359455
1966-08-01,97.0859858298216
1966-09-01,96.0459069344571
1966-10-01,95.0058280283332
1966-11-01,97.0859858298216
1966-12-01,99.1661436420694
1967-01-01,101.2463014435580
1967-02-01,101.8918676589260
1967-03-01,102.5374338742940
1967-04-01,103.1830000896620
1967-05-01,103.5775127804180
1967-06-01,103.9720254604140
1967-07-01,104.3665381511700
1967-08-01,102.8960817681340
1967-09-01,101.4256253958580
1967-10-01,99.9551690128217
1967-11-01,101.4973549681700
1967-12-01,103.0395409342780
1968-01-01,104.5817268896260
1968-02-01,102.8602169819780
1968-03-01,101.1387070743300
1968-04-01,99.4171971666816
1968-05-01,99.4171971666816
1968-06-01,99.4171971666816
1968-07-01,99.4171971666816
1968-08-01,99.1661436420694
1968-09-01,98.9150901066978
1968-10-01,98.6640365820856
1968-11-01,100.9952479189460
1968-12-01,103.3264592450460
1969-01-01,105.6576705819060
1969-02-01,103.2547296727340
1969-03-01,100.8517887528020
1969-04-01,98.4488478436295
1969-05-01,96.6197435667534
1969-06-01,94.7906392898772
1969-07-01,92.9615350130010
1969-08-01,90.5585941038286
1969-09-01,88.1556531838967
1969-10-01,85.7527122747243
1969-11-01,85.1788756424280
1969-12-01,84.6050389993724
1970-01-01,84.0312023670761
1970-02-01,83.0628530440240
1970-03-01,82.0945037209719
1970-04-01,81.1261543979199
1970-05-01,81.9151797686721
1970-06-01,82.7042051501838
1970-07-01,83.4932305209360
1970-08-01,81.6282614579037
1970-09-01,79.7632923841119
1970-10-01,77.8983233210796
1970-11-01,79.9426163364117
1970-12-01,81.9869093517439
1971-01-01,84.0312023670761
1971-02-01,84.7843629516722
1971-03-01,85.5375235362683
1971-04-01,86.2906841208644
1971-05-01,86.9721151223886
1971-06-01,87.6535461346723
1971-07-01,88.3349771361965
1971-08-01,88.2991123500404
1971-09-01,88.2632475531247
1971-10-01,88.2273827669685
1971-11-01,92.1007800591769
1971-12-01,95.9741773513853
1972-01-01,99.8475746435936
1972-02-01,98.3412534744015
1972-03-01,96.8349323052094
1972-04-01,95.3286111360172
1972-05-01,97.6956872590334
1972-06-01,100.0627633820500
1972-07-01,102.4298395050660
1972-08-01,100.8159239666460
1972-09-01,99.2020084282256
1972-10-01,97.5880928898054
1972-11-01,94.4319913960369
1972-12-01,91.2758898915090
1973-01-01,88.1197883977405
1973-02-01,86.3624137039362
1973-03-01,84.6050389993724
1973-04-01,82.8476643055680
1973-05-01,81.0544248148480
1973-06-01,79.2611853348875
1973-07-01,77.4679458441675
1973-08-01,79.0818613825876
1973-09-01,80.6957769210078
1973-10-01,82.3096924594280
1973-11-01,77.0375683672554
1973-12-01,71.7654442750829
1974-01-01,66.4933201829104
1974-02-01,70.1873935228190
1974-03-01,73.8814668734870
1974-04-01,77.5755402133955
1974-05-01,74.8139513996234
1974-06-01,72.0523625966108
1974-07-01,69.2907737828387
1974-08-01,67.5333990890344
1974-09-01,65.7760243844706
1974-10-01,64.0186496906662
1974-11-01,63.3372186891419
1974-12-01,62.6557876768582
1975-01-01,61.9743566753340
1975-02-01,67.4258047198063
1975-03-01,72.8772527535192
1975-04-01,78.3287007979916
1975-05-01,79.3687797041155
1975-06-01,80.4088585994800
1975-07-01,81.4489375056039
1975-08-01,81.4130727194477
1975-09-01,81.3772079225320
1975-10-01,81.3413431363759
1975-11-01,84.5691742132162
1975-12-01,87.7970052900565
1976-01-01,91.0248363668968
1976-02-01,90.5585941038286
1976-03-01,90.0923518300009
1976-04-01,89.6261095669326
1976-05-01,91.9214561068771
1976-06-01,94.2168026575809
1976-07-01,96.5121491975253
1976-08-01,95.5437998744732
1976-09-01,94.5754505514212
1976-10-01,93.6071012283690
1976-11-01,93.6429660145252
1976-12-01,93.6788308114409
1977-01-01,93.7146955975971
1977-02-01,94.8265040760334
1977-03-01,95.9383125652291
1977-04-01,97.0501210436654
1977-05-01,96.6197435667534
1977-06-01,96.1893660898413
1977-07-01,95.7589886129293
1977-08-01,94.1092082883529
1977-09-01,92.4594279530171
1977-10-01,90.8096476284408
1977-11-01,90.1640814130727
1977-12-01,89.5185151977046
1978-01-01,90.0564870438447
1978-02-01,90.7020532592128
1978-03-01,84.7843629516722
1978-04-01,87.7970052900565
1978-05-01,89.1957320900206
1978-06-01,86.0754953824083
1978-07-01,88.6577602438806
1978-08-01,84.3539854747602
1978-09-01,86.5058728593204
1978-10-01,85.3223347978122
1978-11-01,80.6957769210078
1978-12-01,71.1198780597149
1979-01-01,77.5755402133955
1979-02-01,79.5122388594997
1979-03-01,73.5945485519591
