observation_date,INDPRO_20120915
1919-01-01,4.8605
1919-02-01,4.6457
1919-03-01,4.5114
1919-04-01,4.5920
1919-05-01,4.6188
1919-06-01,4.9142
1919-07-01,5.2096
1919-08-01,5.2902
1919-09-01,5.1828
1919-10-01,5.1290
1919-11-01,5.0485
1919-12-01,5.1290
1920-01-01,5.6124
1920-02-01,5.6124
1920-03-01,5.5050
1920-04-01,5.2096
1920-05-01,5.3439
1920-06-01,5.3976
1920-07-01,5.2633
1920-08-01,5.2902
1920-09-01,5.1022
1920-10-01,4.8874
1920-11-01,4.4846
1920-12-01,4.2160
1921-01-01,3.9743
1921-02-01,3.8938
1921-03-01,3.7864
1921-04-01,3.7864
1921-05-01,3.8938
1921-06-01,3.8669
1921-07-01,3.8401
1921-08-01,3.9743
1921-09-01,4.0012
1921-10-01,4.2429
1921-11-01,4.1892
1921-12-01,4.1623
1922-01-01,4.3234
1922-02-01,4.5114
1922-03-01,4.7531
1922-04-01,4.5920
1922-05-01,4.8337
1922-06-01,5.0753
1922-07-01,5.0753
1922-08-01,4.9679
1922-09-01,5.2365
1922-10-01,5.5319
1922-11-01,5.7735
1922-12-01,5.9347
1923-01-01,5.8004
1923-02-01,5.8809
1923-03-01,6.0689
1923-04-01,6.2032
1923-05-01,6.2838
1923-06-01,6.2300
1923-07-01,6.1763
1923-08-01,6.0689
1923-09-01,5.9347
1923-10-01,5.9078
1923-11-01,5.9078
1923-12-01,5.7735
1924-01-01,5.9078
1924-02-01,6.0152
1924-03-01,5.9078
1924-04-01,5.7198
1924-05-01,5.4781
1924-06-01,5.2365
1924-07-01,5.1559
1924-08-01,5.3439
1924-09-01,5.5318
1924-10-01,5.6661
1924-11-01,5.7735
1924-12-01,5.9347
1925-01-01,6.1226
1925-02-01,6.1226
1925-03-01,6.1226
1925-04-01,6.1763
1925-05-01,6.1495
1925-06-01,6.0958
1925-07-01,6.2569
1925-08-01,6.1495
1925-09-01,6.0689
1925-10-01,6.3106
1925-11-01,6.4449
1925-12-01,6.5254
1926-01-01,6.4180
1926-02-01,6.4180
1926-03-01,6.4986
1926-04-01,6.4986
1926-05-01,6.4449
1926-06-01,6.5254
1926-07-01,6.5523
1926-08-01,6.6329
1926-09-01,6.7403
1926-10-01,6.7403
1926-11-01,6.7134
1926-12-01,6.6866
1927-01-01,6.6597
1927-02-01,6.7134
1927-03-01,6.7940
1927-04-01,6.6329
1927-05-01,6.6866
1927-06-01,6.6597
1927-07-01,6.5791
1927-08-01,6.5791
1927-09-01,6.4717
1927-10-01,6.3375
1927-11-01,6.3375
1927-12-01,6.3643
1928-01-01,6.4986
1928-02-01,6.5523
1928-03-01,6.6060
1928-04-01,6.5791
1928-05-01,6.6597
1928-06-01,6.7134
1928-07-01,6.7940
1928-08-01,6.9282
1928-09-01,6.9819
1928-10-01,7.1162
1928-11-01,7.2505
1928-12-01,7.3848
1929-01-01,7.4922
1929-02-01,7.4653
1929-03-01,7.4922
1929-04-01,7.6264
1929-05-01,7.7607
1929-06-01,7.8144
1929-07-01,7.9218
1929-08-01,7.8413
1929-09-01,7.7876
1929-10-01,7.6533
1929-11-01,7.2773
1929-12-01,6.9551
1930-01-01,6.9551
1930-02-01,6.9282
1930-03-01,6.8208
1930-04-01,6.7671
1930-05-01,6.6597
1930-06-01,6.4717
1930-07-01,6.1763
1930-08-01,6.0421
1930-09-01,5.9347
1930-10-01,5.7735
1930-11-01,5.6393
1930-12-01,5.5050
1931-01-01,5.4781
1931-02-01,5.5050
1931-03-01,5.6124
1931-04-01,5.6393
1931-05-01,5.5587
1931-06-01,5.4244
1931-07-01,5.3439
1931-08-01,5.1559
1931-09-01,4.9142
1931-10-01,4.7262
1931-11-01,4.6725
1931-12-01,4.6457
1932-01-01,4.5114
1932-02-01,4.4040
1932-03-01,4.3503
1932-04-01,4.0549
1932-05-01,3.9206
1932-06-01,3.7864
1932-07-01,3.6790
1932-08-01,3.7864
1932-09-01,4.0281
1932-10-01,4.1623
1932-11-01,4.1623
1932-12-01,4.0818
1933-01-01,4.0012
1933-02-01,4.0280
1933-03-01,3.7864
1933-04-01,4.0549
1933-05-01,4.7262
1933-06-01,5.4513
1933-07-01,5.9615
1933-08-01,5.7198
1933-09-01,5.3976
1933-10-01,5.1290
1933-11-01,4.8337
1933-12-01,4.8605
1934-01-01,5.0216
1934-02-01,5.2633
1934-03-01,5.5050
1934-04-01,5.5050
1934-05-01,5.6124
1934-06-01,5.5050
1934-07-01,5.1290
1934-08-01,5.0753
1934-09-01,4.7800
1934-10-01,4.9948
1934-11-01,5.0485
1934-12-01,5.3707
1935-01-01,5.8004
1935-02-01,5.9078
1935-03-01,5.8810
1935-04-01,5.7735
1935-05-01,5.7735
1935-06-01,5.8541
1935-07-01,5.8541
1935-08-01,6.0689
1935-09-01,6.2300
1935-10-01,6.4180
1935-11-01,6.5523
1935-12-01,6.6328
1936-01-01,6.5254
1936-02-01,6.3643
1936-03-01,6.4449
1936-04-01,6.8477
1936-05-01,6.9820
1936-06-01,7.1162
1936-07-01,7.2505
1936-08-01,7.3579
1936-09-01,7.4922
1936-10-01,7.5996
