observation_date,INDPRO_20030215
1921-01-01,5.082
1921-02-01,4.979
1921-03-01,4.842
1921-04-01,4.842
1921-05-01,4.979
1921-06-01,4.945
1921-07-01,4.911
1921-08-01,5.082
1921-09-01,5.117
1921-10-01,5.426
1921-11-01,5.357
1921-12-01,5.323
1922-01-01,5.529
1922-02-01,5.769
1922-03-01,6.078
1922-04-01,5.872
1922-05-01,6.181
1922-06-01,6.490
1922-07-01,6.490
1922-08-01,6.353
1922-09-01,6.696
1922-10-01,7.074
1922-11-01,7.383
1922-12-01,7.589
1923-01-01,7.417
1923-02-01,7.520
1923-03-01,7.761
1923-04-01,7.932
1923-05-01,8.035
1923-06-01,7.967
1923-07-01,7.898
1923-08-01,7.761
1923-09-01,7.589
1923-10-01,7.555
1923-11-01,7.555
1923-12-01,7.383
1924-01-01,7.555
1924-02-01,7.692
1924-03-01,7.555
1924-04-01,7.314
1924-05-01,7.005
1924-06-01,6.696
1924-07-01,6.593
1924-08-01,6.834
1924-09-01,7.074
1924-10-01,7.246
1924-11-01,7.383
1924-12-01,7.589
1925-01-01,7.829
1925-02-01,7.829
1925-03-01,7.829
1925-04-01,7.898
1925-05-01,7.864
1925-06-01,7.795
1925-07-01,8.001
1925-08-01,7.864
1925-09-01,7.761
1925-10-01,8.070
1925-11-01,8.241
1925-12-01,8.344
1926-01-01,8.207
1926-02-01,8.207
1926-03-01,8.310
1926-04-01,8.310
1926-05-01,8.241
1926-06-01,8.344
1926-07-01,8.379
1926-08-01,8.482
1926-09-01,8.619
1926-10-01,8.619
1926-11-01,8.585
1926-12-01,8.550
1927-01-01,8.516
1927-02-01,8.585
1927-03-01,8.688
1927-04-01,8.482
1927-05-01,8.550
1927-06-01,8.516
1927-07-01,8.413
1927-08-01,8.413
1927-09-01,8.276
1927-10-01,8.104
1927-11-01,8.104
1927-12-01,8.138
1928-01-01,8.310
1928-02-01,8.379
1928-03-01,8.447
1928-04-01,8.413
1928-05-01,8.516
1928-06-01,8.585
1928-07-01,8.688
1928-08-01,8.860
1928-09-01,8.928
1928-10-01,9.100
1928-11-01,9.272
1928-12-01,9.443
1929-01-01,9.581
1929-02-01,9.546
1929-03-01,9.581
1929-04-01,9.752
1929-05-01,9.924
1929-06-01,9.993
1929-07-01,10.130
1929-08-01,10.027
1929-09-01,9.958
1929-10-01,9.787
1929-11-01,9.306
1929-12-01,8.894
1930-01-01,8.894
1930-02-01,8.860
1930-03-01,8.722
1930-04-01,8.653
1930-05-01,8.516
1930-06-01,8.276
1930-07-01,7.898
1930-08-01,7.726
1930-09-01,7.589
1930-10-01,7.383
1930-11-01,7.211
1930-12-01,7.040
1931-01-01,7.005
1931-02-01,7.040
1931-03-01,7.177
1931-04-01,7.211
1931-05-01,7.108
1931-06-01,6.937
1931-07-01,6.833
1931-08-01,6.593
1931-09-01,6.284
1931-10-01,6.044
1931-11-01,5.975
1931-12-01,5.941
1932-01-01,5.769
1932-02-01,5.632
1932-03-01,5.563
1932-04-01,5.185
1932-05-01,5.014
1932-06-01,4.842
1932-07-01,4.704
1932-08-01,4.842
1932-09-01,5.151
1932-10-01,5.323
1932-11-01,5.323
1932-12-01,5.220
1933-01-01,5.117
1933-02-01,5.151
1933-03-01,4.842
1933-04-01,5.185
1933-05-01,6.044
1933-06-01,6.971
1933-07-01,7.623
1933-08-01,7.314
1933-09-01,6.902
1933-10-01,6.559
1933-11-01,6.181
1933-12-01,6.215
1934-01-01,6.421
1934-02-01,6.730
1934-03-01,7.040
1934-04-01,7.040
1934-05-01,7.177
1934-06-01,7.040
1934-07-01,6.559
1934-08-01,6.490
1934-09-01,6.112
1934-10-01,6.387
1934-11-01,6.456
1934-12-01,6.868
1935-01-01,7.417
1935-02-01,7.555
1935-03-01,7.520
1935-04-01,7.383
1935-05-01,7.383
1935-06-01,7.486
1935-07-01,7.486
1935-08-01,7.761
1935-09-01,7.967
1935-10-01,8.207
1935-11-01,8.379
1935-12-01,8.482
1936-01-01,8.344
1936-02-01,8.138
1936-03-01,8.241
1936-04-01,8.756
1936-05-01,8.928
1936-06-01,9.100
1936-07-01,9.272
1936-08-01,9.409
1936-09-01,9.581
1936-10-01,9.718
1936-11-01,9.993
1936-12-01,10.302
1937-01-01,10.267
1937-02-01,10.405
1937-03-01,10.645
1937-04-01,10.645
1937-05-01,10.679
1937-06-01,10.542
1937-07-01,10.611
1937-08-01,10.542
1937-09-01,10.199
1937-10-01,9.443
1937-11-01,8.516
1937-12-01,7.761
1938-01-01,7.589
1938-02-01,7.520
1938-03-01,7.520
1938-04-01,7.383
1938-05-01,7.211
1938-06-01,7.280
1938-07-01,7.692
1938-08-01,8.104
1938-09-01,8.344
1938-10-01,8.550
1938-11-01,8.894
1938-12-01,8.997
1939-01-01,8.997
1939-02-01,9.066
1939-03-01,9.100
1939-04-01,9.066
1939-05-01,9.031
1939-06-01,9.237
1939-07-01,9.512
1939-08-01,9.649
1939-09-01,10.233
1939-10-01,10.748
1939-11-01,11.023
1939-12-01,11.023
1940-01-01,10.886
1940-02-01,10.542
1940-03-01,10.302
1940-04-01,10.508
1940-05-01,10.817
1940-06-01,11.160
1940-07-01,11.298
1940-08-01,11.366
1940-09-01,11.607
1940-10-01,11.778
1940-11-01,12.053
1940-12-01,12.465
1941-01-01,12.774
1941-02-01,13.152
1941-03-01,13.564
1941-04-01,13.598
1941-05-01,14.216
1941-06-01,14.319
1941-07-01,14.491
1941-08-01,14.663
1941-09-01,14.663
1941-10-01,14.800
1941-11-01,14.869
1941-12-01,15.109
1942-01-01,15.418
1942-02-01,15.693
1942-03-01,15.865
1942-04-01,15.418
1942-05-01,15.453
1942-06-01,15.487
1942-07-01,15.865
1942-08-01,16.345
1942-09-01,16.723
1942-10-01,17.273
1942-11-01,17.685
1942-12-01,18.097
1943-01-01,18.268
1943-02-01,18.749
1943-03-01,18.887
1943-04-01,19.127
1943-05-01,19.264
1943-06-01,19.161
1943-07-01,19.745
1943-08-01,20.157
1943-09-01,20.672
1943-10-01,20.981
1943-11-01,21.256
1943-12-01,20.981
1944-01-01,21.222
1944-02-01,21.393
1944-03-01,21.359
1944-04-01,21.359
1944-05-01,21.222
1944-06-01,21.153
1944-07-01,21.119
1944-08-01,21.393
