observation_date,INDPRO_20050515
1921-01-01,4.963
1921-02-01,4.862
1921-03-01,4.728
1921-04-01,4.728
1921-05-01,4.862
1921-06-01,4.829
1921-07-01,4.795
1921-08-01,4.963
1921-09-01,4.996
1921-10-01,5.298
1921-11-01,5.231
1921-12-01,5.198
1922-01-01,5.399
1922-02-01,5.634
1922-03-01,5.935
1922-04-01,5.734
1922-05-01,6.036
1922-06-01,6.338
1922-07-01,6.338
1922-08-01,6.204
1922-09-01,6.539
1922-10-01,6.908
1922-11-01,7.210
1922-12-01,7.411
1923-01-01,7.243
1923-02-01,7.344
1923-03-01,7.579
1923-04-01,7.746
1923-05-01,7.847
1923-06-01,7.780
1923-07-01,7.713
1923-08-01,7.579
1923-09-01,7.411
1923-10-01,7.377
1923-11-01,7.377
1923-12-01,7.210
1924-01-01,7.377
1924-02-01,7.511
1924-03-01,7.377
1924-04-01,7.143
1924-05-01,6.841
1924-06-01,6.539
1924-07-01,6.438
1924-08-01,6.673
1924-09-01,6.908
1924-10-01,7.076
1924-11-01,7.210
1924-12-01,7.411
1925-01-01,7.646
1925-02-01,7.646
1925-03-01,7.646
1925-04-01,7.713
1925-05-01,7.679
1925-06-01,7.612
1925-07-01,7.813
1925-08-01,7.679
1925-09-01,7.579
1925-10-01,7.880
1925-11-01,8.048
1925-12-01,8.149
1926-01-01,8.014
1926-02-01,8.014
1926-03-01,8.115
1926-04-01,8.115
1926-05-01,8.048
1926-06-01,8.149
1926-07-01,8.182
1926-08-01,8.283
1926-09-01,8.417
1926-10-01,8.417
1926-11-01,8.383
1926-12-01,8.350
1927-01-01,8.316
1927-02-01,8.383
1927-03-01,8.484
1927-04-01,8.283
1927-05-01,8.350
1927-06-01,8.316
1927-07-01,8.216
1927-08-01,8.216
1927-09-01,8.082
1927-10-01,7.914
1927-11-01,7.914
1927-12-01,7.947
1928-01-01,8.115
1928-02-01,8.182
1928-03-01,8.249
1928-04-01,8.216
1928-05-01,8.316
1928-06-01,8.383
1928-07-01,8.484
1928-08-01,8.652
1928-09-01,8.719
1928-10-01,8.886
1928-11-01,9.054
1928-12-01,9.222
1929-01-01,9.356
1929-02-01,9.322
1929-03-01,9.356
1929-04-01,9.523
1929-05-01,9.691
1929-06-01,9.758
1929-07-01,9.892
1929-08-01,9.792
1929-09-01,9.725
1929-10-01,9.557
1929-11-01,9.088
1929-12-01,8.685
1930-01-01,8.685
1930-02-01,8.652
1930-03-01,8.517
1930-04-01,8.450
1930-05-01,8.316
1930-06-01,8.082
1930-07-01,7.713
1930-08-01,7.545
1930-09-01,7.411
1930-10-01,7.210
1930-11-01,7.042
1930-12-01,6.874
1931-01-01,6.841
1931-02-01,6.874
1931-03-01,7.008
1931-04-01,7.042
1931-05-01,6.941
1931-06-01,6.774
1931-07-01,6.673
1931-08-01,6.438
1931-09-01,6.137
1931-10-01,5.902
1931-11-01,5.835
1931-12-01,5.801
1932-01-01,5.634
1932-02-01,5.499
1932-03-01,5.432
1932-04-01,5.064
1932-05-01,4.896
1932-06-01,4.728
1932-07-01,4.594
1932-08-01,4.728
1932-09-01,5.030
1932-10-01,5.198
1932-11-01,5.198
1932-12-01,5.097
1933-01-01,4.996
1933-02-01,5.030
1933-03-01,4.728
1933-04-01,5.064
1933-05-01,5.902
1933-06-01,6.807
1933-07-01,7.444
1933-08-01,7.143
1933-09-01,6.740
1933-10-01,6.405
1933-11-01,6.036
1933-12-01,6.070
1934-01-01,6.271
1934-02-01,6.573
1934-03-01,6.874
1934-04-01,6.874
1934-05-01,7.008
1934-06-01,6.874
1934-07-01,6.405
1934-08-01,6.338
1934-09-01,5.969
1934-10-01,6.237
1934-11-01,6.304
1934-12-01,6.707
1935-01-01,7.243
1935-02-01,7.377
1935-03-01,7.344
1935-04-01,7.210
1935-05-01,7.210
1935-06-01,7.310
1935-07-01,7.310
1935-08-01,7.579
1935-09-01,7.780
1935-10-01,8.014
1935-11-01,8.182
1935-12-01,8.283
1936-01-01,8.149
1936-02-01,7.947
1936-03-01,8.048
1936-04-01,8.551
1936-05-01,8.719
1936-06-01,8.886
1936-07-01,9.054
1936-08-01,9.188
1936-09-01,9.356
1936-10-01,9.490
1936-11-01,9.758
1936-12-01,10.060
1937-01-01,10.026
1937-02-01,10.161
1937-03-01,10.395
1937-04-01,10.395
1937-05-01,10.429
1937-06-01,10.295
1937-07-01,10.362
1937-08-01,10.295
1937-09-01,9.959
1937-10-01,9.222
1937-11-01,8.316
1937-12-01,7.579
1938-01-01,7.411
1938-02-01,7.344
1938-03-01,7.344
1938-04-01,7.210
1938-05-01,7.042
1938-06-01,7.109
1938-07-01,7.511
1938-08-01,7.914
1938-09-01,8.149
1938-10-01,8.350
1938-11-01,8.685
1938-12-01,8.786
1939-01-01,8.786
1939-02-01,8.853
1939-03-01,8.886
1939-04-01,8.853
1939-05-01,8.819
1939-06-01,9.020
1939-07-01,9.289
