observation_date,TDSP_19991115
1980-01-01,13.01
1980-04-01,13.09
1980-07-01,12.75
1980-10-01,12.46
1981-01-01,12.40
1981-04-01,12.54
1981-07-01,12.34
1981-10-01,12.40
1982-01-01,12.49
1982-04-01,12.51
1982-07-01,12.41
1982-10-01,12.38
1983-01-01,12.36
1983-04-01,12.33
1983-07-01,12.31
1983-10-01,12.39
1984-01-01,12.45
1984-04-01,12.58
1984-07-01,12.69
1984-10-01,12.89
1985-01-01,13.25
1985-04-01,13.36
1985-07-01,13.71
1985-10-01,13.79
1986-01-01,13.81
1986-04-01,13.93
1986-07-01,14.08
1986-10-01,14.24
1987-01-01,13.98
1987-04-01,14.10
1987-07-01,13.93
1987-10-01,13.77
1988-01-01,13.67
1988-04-01,13.65
1988-07-01,13.56
1988-10-01,13.41
1989-01-01,13.28
1989-04-01,13.43
1989-07-01,13.55
1989-10-01,13.58
1990-01-01,13.40
1990-04-01,13.33
1990-07-01,13.29
1990-10-01,13.31
1991-01-01,13.19
1991-04-01,12.96
1991-07-01,12.82
1991-10-01,12.64
1992-01-01,12.39
1992-04-01,12.16
1992-07-01,12.03
1992-10-01,11.72
1993-01-01,11.90
1993-04-01,11.68
1993-07-01,11.69
1993-10-01,11.57
1994-01-01,11.75
1994-04-01,11.69
1994-07-01,11.83
1994-10-01,11.99
1995-01-01,12.13
1995-04-01,12.42
1995-07-01,12.57
1995-10-01,12.68
1996-01-01,12.81
1996-04-01,12.98
1996-07-01,13.02
1996-10-01,13.07
1997-01-01,13.10
1997-04-01,13.19
1997-07-01,13.20
1997-10-01,13.16
1998-01-01,13.15
1998-04-01,13.16
1998-07-01,13.14
1998-10-01,13.13
1999-01-01,13.16
1999-04-01,13.15
