observation_date,TDSP_20120915
1980-01-01,11.13
1980-04-01,11.11
1980-07-01,10.80
1980-10-01,10.51
1981-01-01,10.57
1981-04-01,10.70
1981-07-01,10.55
1981-10-01,10.60
1982-01-01,10.68
1982-04-01,10.72
1982-07-01,10.59
1982-10-01,10.54
1983-01-01,10.53
1983-04-01,10.54
1983-07-01,10.51
1983-10-01,10.59
1984-01-01,10.65
1984-04-01,10.79
1984-07-01,10.86
1984-10-01,11.00
1985-01-01,11.36
1985-04-01,11.46
1985-07-01,11.79
1985-10-01,11.91
1986-01-01,11.95
1986-04-01,12.03
1986-07-01,12.16
1986-10-01,12.32
1987-01-01,12.18
1987-04-01,12.33
1987-07-01,12.19
1987-10-01,12.03
1988-01-01,11.98
1988-04-01,11.96
1988-07-01,11.92
1988-10-01,11.79
1989-01-01,11.74
1989-04-01,11.89
1989-07-01,11.97
1989-10-01,11.98
1990-01-01,11.93
1990-04-01,11.90
1990-07-01,11.88
1990-10-01,11.90
1991-01-01,11.87
1991-04-01,11.71
1991-07-01,11.60
1991-10-01,11.41
1992-01-01,11.19
1992-04-01,11.03
1992-07-01,10.88
1992-10-01,10.70
1993-01-01,10.88
1993-04-01,10.70
1993-07-01,10.75
1993-10-01,10.64
1994-01-01,10.77
1994-04-01,10.77
1994-07-01,10.88
1994-10-01,11.00
1995-01-01,11.20
1995-04-01,11.42
1995-07-01,11.54
1995-10-01,11.62
1996-01-01,11.66
1996-04-01,11.71
1996-07-01,11.78
1996-10-01,11.85
1997-01-01,11.81
1997-04-01,11.84
1997-07-01,11.86
1997-10-01,11.82
1998-01-01,11.71
1998-04-01,11.74
1998-07-01,11.73
1998-10-01,11.78
1999-01-01,11.86
1999-04-01,12.01
1999-07-01,12.13
1999-10-01,12.10
2000-01-01,12.02
2000-04-01,12.18
2000-07-01,12.31
2000-10-01,12.53
2001-01-01,12.62
2001-04-01,12.81
2001-07-01,12.67
2001-10-01,13.05
2002-01-01,12.90
2002-04-01,12.95
2002-07-01,13.11
2002-10-01,13.17
2003-01-01,13.19
2003-04-01,13.15
2003-07-01,13.08
2003-10-01,13.14
2004-01-01,13.17
2004-04-01,13.14
2004-07-01,13.27
2004-10-01,13.23
2005-01-01,13.60
2005-04-01,13.71
2005-07-01,13.57
2005-10-01,13.65
2006-01-01,13.75
2006-04-01,13.81
2006-07-01,13.93
2006-10-01,13.95
2007-01-01,13.93
2007-04-01,13.98
2007-07-01,14.08
2007-10-01,14.02
2008-01-01,13.75
2008-04-01,13.35
2008-07-01,13.44
2008-10-01,13.51
2009-01-01,13.52
2009-04-01,13.24
2009-07-01,13.10
2009-10-01,12.83
2010-01-01,12.44
2010-04-01,12.12
2010-07-01,11.86
2010-10-01,11.65
2011-01-01,11.38
2011-04-01,11.27
2011-07-01,11.15
2011-10-01,11.09
2012-01-01,10.98
