observation_date,PCEC96_20091215
1995-01-01,6003.1
1995-02-01,5989.9
1995-03-01,6019.9
1995-04-01,6009.1
1995-05-01,6051.7
1995-06-01,6099.8
1995-07-01,6083.0
1995-08-01,6112.7
1995-09-01,6127.2
1995-10-01,6103.9
1995-11-01,6154.6
1995-12-01,6193.3
1996-01-01,6165.0
1996-02-01,6212.2
1996-03-01,6243.3
1996-04-01,6268.4
1996-05-01,6277.4
1996-06-01,6285.4
1996-07-01,6297.6
1996-08-01,6319.0
1996-09-01,6327.3
1996-10-01,6347.1
1996-11-01,6363.7
1996-12-01,6387.4
1997-01-01,6416.9
1997-02-01,6429.1
1997-03-01,6444.6
1997-04-01,6443.3
1997-05-01,6447.0
1997-06-01,6478.4
1997-07-01,6539.3
1997-08-01,6579.2
1997-09-01,6579.5
1997-10-01,6611.7
1997-11-01,6637.6
1997-12-01,6674.2
1998-01-01,6668.7
1998-02-01,6711.7
1998-03-01,6741.2
1998-04-01,6775.5
1998-05-01,6823.8
1998-06-01,6868.4
1998-07-01,6873.4
1998-08-01,6906.1
1998-09-01,6959.7
1998-10-01,6987.0
1998-11-01,7007.3
1998-12-01,7062.9
1999-01-01,7053.2
1999-02-01,7088.4
1999-03-01,7123.4
1999-04-01,7166.3
1999-05-01,7200.3
1999-06-01,7233.0
1999-07-01,7248.9
1999-08-01,7288.2
1999-09-01,7322.1
1999-10-01,7334.9
1999-11-01,7369.7
1999-12-01,7462.9
2000-01-01,7438.9
2000-02-01,7510.8
2000-03-01,7554.0
2000-04-01,7543.2
2000-05-01,7578.2
2000-06-01,7594.0
2000-07-01,7600.3
2000-08-01,7638.7
2000-09-01,7698.6
2000-10-01,7695.9
2000-11-01,7702.1
2000-12-01,7742.7
2001-01-01,7740.6
2001-02-01,7750.0
2001-03-01,7742.2
2001-04-01,7749.6
2001-05-01,7784.1
2001-06-01,7786.9
2001-07-01,7803.8
2001-08-01,7848.4
2001-09-01,7771.0
2001-10-01,7958.4
2001-11-01,7921.6
2001-12-01,7910.1
2002-01-01,7937.3
2002-02-01,7969.1
2002-03-01,7965.6
2002-04-01,8004.1
2002-05-01,7974.5
2002-06-01,8014.6
2002-07-01,8059.4
2002-08-01,8068.9
2002-09-01,8027.6
2002-10-01,8050.5
2002-11-01,8070.0
2002-12-01,8121.2
2003-01-01,8135.1
2003-02-01,8100.5
2003-03-01,8131.3
2003-04-01,8169.1
2003-05-01,8190.3
2003-06-01,8234.0
2003-07-01,8273.8
2003-08-01,8343.8
2003-09-01,8318.8
2003-10-01,8323.1
2003-11-01,8371.6
2003-12-01,8379.4
2004-01-01,8421.8
2004-02-01,8428.8
2004-03-01,8462.3
2004-04-01,8460.1
2004-05-01,8515.1
2004-06-01,8474.5
2004-07-01,8523.8
2004-08-01,8538.7
2004-09-01,8605.0
2004-10-01,8625.0
2004-11-01,8640.2
2004-12-01,8697.6
2005-01-01,8692.3
2005-02-01,8724.1
2005-03-01,8740.5
2005-04-01,8802.2
2005-05-01,8763.8
2005-06-01,8842.8
2005-07-01,8896.2
2005-08-01,8867.8
2005-09-01,8832.7
2005-10-01,8852.8
2005-11-01,8887.2
2005-12-01,8925.4
2006-01-01,8961.4
2006-02-01,8987.5
2006-03-01,9010.9
2006-04-01,9027.2
2006-05-01,9033.9
2006-06-01,9044.0
2006-07-01,9089.6
2006-08-01,9070.4
2006-09-01,9112.1
2006-10-01,9159.1
2006-11-01,9166.7
2006-12-01,9219.1
2007-01-01,9254.4
2007-02-01,9261.9
2007-03-01,9279.0
2007-04-01,9288.3
2007-05-01,9294.3
2007-06-01,9291.9
2007-07-01,9309.8
2007-08-01,9344.8
2007-09-01,9352.2
2007-10-01,9353.2
2007-11-01,9373.1
2007-12-01,9364.3
2008-01-01,9357.3
2008-02-01,9337.4
2008-03-01,9354.1
2008-04-01,9363.0
2008-05-01,9349.6
2008-06-01,9340.3
2008-07-01,9284.0
2008-08-01,9281.2
2008-09-01,9238.0
2008-10-01,9210.3
2008-11-01,9218.4
2008-12-01,9157.1
2009-01-01,9210.6
2009-02-01,9218.9
2009-03-01,9198.1
2009-04-01,9180.8
2009-05-01,9185.1
2009-06-01,9201.3
2009-07-01,9219.3
2009-08-01,9307.0
2009-09-01,9241.7
2009-10-01,9279.5
