observation_date,BOGZ1FL153064486Q_20221215
1945-10-01,22.5179794373
1946-01-01,
1946-04-01,
1946-07-01,
1946-10-01,19.8818536207
1947-01-01,
1947-04-01,
1947-07-01,
1947-10-01,18.3447163302
1948-01-01,
1948-04-01,
1948-07-01,
1948-10-01,17.5622604131
1949-01-01,
1949-04-01,
1949-07-01,
1949-10-01,18.0910772598
1950-01-01,
1950-04-01,
1950-07-01,
1950-10-01,19.4659593066
1951-01-01,
1951-04-01,
1951-07-01,
1951-10-01,20.0949831469
1952-01-01,20.0201247970
1952-04-01,20.3602502192
1952-07-01,20.0858455882
1952-10-01,19.0100058126
1953-01-01,18.5975662596
1953-04-01,17.6849401848
1953-07-01,17.0918016921
1953-10-01,18.0947506667
1954-01-01,18.8958083855
1954-04-01,19.9822629724
1954-07-01,21.1511611637
1954-10-01,21.0698263919
1955-01-01,21.3437183369
1955-04-01,22.6909664005
1955-07-01,23.3288006729
1955-10-01,23.1828893951
1956-01-01,23.9557569530
1956-04-01,23.1306114122
1956-07-01,22.4940281599
1956-10-01,23.5350590419
1957-01-01,22.4066248810
1957-04-01,23.1889610523
1957-07-01,21.2747433930
1957-10-01,21.1048709421
1958-01-01,21.7138661593
1958-04-01,22.4568747937
1958-07-01,23.8524264742
1958-10-01,24.2304630475
1959-01-01,24.4098818630
1959-04-01,24.8966634304
1959-07-01,24.3284010386
1959-10-01,25.1551408179
1960-01-01,23.8486054354
1960-04-01,24.0109197525
1960-07-01,22.4972962031
1960-10-01,24.2658993060
1961-01-01,26.0243286344
1961-04-01,25.7969445923
1961-07-01,25.9811912965
1961-10-01,27.0775408211
1962-01-01,26.4199636508
1962-04-01,21.2975916817
1962-07-01,21.9545627362
1962-10-01,25.4893471628
1963-01-01,25.8937544034
1963-04-01,26.6118509247
1963-07-01,27.2021056878
1963-10-01,25.8246451030
1964-01-01,26.8209281537
1964-04-01,27.1282399333
1964-07-01,27.4586616930
1964-10-01,27.5303679789
1965-01-01,27.7532652937
1965-04-01,26.6513825650
1965-07-01,27.9778109100
1965-10-01,28.7629235474
1966-01-01,27.8218675424
1966-04-01,26.5365283295
1966-07-01,24.1068347154
1966-10-01,25.0060554861
1967-01-01,27.0732125578
1967-04-01,27.0078330789
1967-07-01,27.8132722289
1967-10-01,28.0637053930
1968-01-01,26.1403250130
1968-04-01,28.3421553219
1968-07-01,28.2170215906
1968-10-01,30.0344704142
1969-01-01,28.4772429153
1969-04-01,27.1396201499
1969-07-01,26.2512813073
1969-10-01,24.6196184760
1970-01-01,23.7877209570
1970-04-01,19.3968397787
1970-07-01,21.5751666467
1970-10-01,22.8174926726
1971-01-01,24.0969658949
1971-04-01,23.5886281576
1971-07-01,22.8487705558
1971-10-01,23.7138803228
1972-01-01,24.2592195463
1972-04-01,23.7567221805
1972-07-01,23.6875874247
1972-10-01,25.7193855505
1973-01-01,23.6807371000
1973-04-01,21.6933303047
1973-07-01,22.2053829898
1973-10-01,18.7513232215
