observation_date,GDPC1_19970915
1947-01-01,1402.5
1947-04-01,1424.6
1947-07-01,1437.5
1947-10-01,1458.1
1948-01-01,1474.3
1948-04-01,1493.9
1948-07-01,1497.0
1948-10-01,1498.9
1949-01-01,1480.1
1949-04-01,1474.1
1949-07-01,1490.7
1949-10-01,1474.5
1950-01-01,1538.2
1950-04-01,1584.5
1950-07-01,1644.1
1950-10-01,1678.6
1951-01-01,1693.1
1951-04-01,1724.0
1951-07-01,1758.2
1951-10-01,1760.6
1952-01-01,1779.2
1952-04-01,1778.8
1952-07-01,1790.9
1952-10-01,1846.0
1953-01-01,1882.6
1953-04-01,1897.3
1953-07-01,1887.4
1953-10-01,1858.2
1954-01-01,1849.9
1954-04-01,1848.5
1954-07-01,1868.9
1954-10-01,1905.6
1955-01-01,1959.6
1955-04-01,1994.4
1955-07-01,2020.1
1955-10-01,2030.5
1956-01-01,2023.6
1956-04-01,2037.7
1956-07-01,2033.4
1956-10-01,2066.2
1957-01-01,2077.5
1957-04-01,2071.9
1957-07-01,2094.0
1957-10-01,2070.8
1958-01-01,2012.6
1958-04-01,2024.7
1958-07-01,2072.3
1958-10-01,2120.6
1959-01-01,2165.0
1959-04-01,2223.3
1959-07-01,2221.4
1959-10-01,2231.0
1960-01-01,2279.2
1960-04-01,2265.5
1960-07-01,2268.3
1960-10-01,2238.6
1961-01-01,2251.7
1961-04-01,2292.0
1961-07-01,2332.6
1961-10-01,2381.0
1962-01-01,2422.6
1962-04-01,2448.0
1962-07-01,2471.9
1962-10-01,2476.7
1963-01-01,2508.7
1963-04-01,2538.1
1963-07-01,2586.3
1963-10-01,2604.6
1964-01-01,2666.7
1964-04-01,2697.5
1964-07-01,2729.6
1964-10-01,2739.7
1965-01-01,2808.9
1965-04-01,2846.3
1965-07-01,2898.8
1965-10-01,2970.5
1966-01-01,3042.4
1966-04-01,3055.5
1966-07-01,3076.5
1966-10-01,3102.4
1967-01-01,3127.2
1967-04-01,3129.5
1967-07-01,3154.2
1967-10-01,3178.0
1968-01-01,3236.2
1968-04-01,3292.1
1968-07-01,3316.1
1968-10-01,3331.2
1969-01-01,3381.9
1969-04-01,3390.2
1969-07-01,3409.7
1969-10-01,3392.6
1970-01-01,3386.5
1970-04-01,3391.6
1970-07-01,3423.0
1970-10-01,3389.4
1971-01-01,3481.4
1971-04-01,3500.9
1971-07-01,3523.8
1971-10-01,3533.8
1972-01-01,3604.7
1972-04-01,3687.9
1972-07-01,3726.2
1972-10-01,3790.4
1973-01-01,3892.2
1973-04-01,3919.0
1973-07-01,3907.1
1973-10-01,3947.1
1974-01-01,3908.1
1974-04-01,3922.6
1974-07-01,3880.0
1974-10-01,3854.1
1975-01-01,3800.9
1975-04-01,3835.2
1975-07-01,3907.0
1975-10-01,3952.5
1976-01-01,4044.6
1976-04-01,4072.2
1976-07-01,4088.5
1976-10-01,4126.4
1977-01-01,4176.3
1977-04-01,4260.1
1977-07-01,4329.5
1977-10-01,4328.3
1978-01-01,4345.5
1978-04-01,4510.7
1978-07-01,4552.1
1978-10-01,4603.7
1979-01-01,4605.7
1979-04-01,4615.6
1979-07-01,4644.9
1979-10-01,4656.2
1980-01-01,4679.0
1980-04-01,4566.6
1980-07-01,4562.3
1980-10-01,4651.9
1981-01-01,4739.2
1981-04-01,4696.8
1981-07-01,4753.0
1981-10-01,4693.8
1982-01-01,4615.9
1982-04-01,4634.9
1982-07-01,4612.1
1982-10-01,4618.3
1983-01-01,4663.0
1983-04-01,4763.6
1983-07-01,4849.0
1983-10-01,4939.2
1984-01-01,5053.6
1984-04-01,5132.9
1984-07-01,5170.3
1984-10-01,5203.7
1985-01-01,5257.3
1985-04-01,5283.7
1985-07-01,5359.6
1985-10-01,5393.6
1986-01-01,5460.8
1986-04-01,5466.9
1986-07-01,5496.3
1986-10-01,5526.8
1987-01-01,5561.8
1987-04-01,5618.0
1987-07-01,5667.4
1987-10-01,5750.6
1988-01-01,5785.3
1988-04-01,5844.0
1988-07-01,5878.7
1988-10-01,5952.8
1989-01-01,6011.0
1989-04-01,6055.6
1989-07-01,6088.0
1989-10-01,6093.5
1990-01-01,6152.6
1990-04-01,6171.6
1990-07-01,6142.1
1990-10-01,6079.0
1991-01-01,6047.5
1991-04-01,6074.7
1991-07-01,6090.1
1991-10-01,6105.3
1992-01-01,6175.7
1992-04-01,6214.2
1992-07-01,6260.7
1992-10-01,6327.1
1993-01-01,6327.9
1993-04-01,6359.9
1993-07-01,6393.5
1993-10-01,6476.9
1994-01-01,6524.5
1994-04-01,6600.3
1994-07-01,6629.5
1994-10-01,6688.6
1995-01-01,6703.7
1995-04-01,6708.8
1995-07-01,6759.2
1995-10-01,6796.5
1996-01-01,6826.4
1996-04-01,6926.0
1996-07-01,6943.8
1996-10-01,7017.4
1997-01-01,7101.6
1997-04-01,7165.1
