observation_date,TDSP_20130915
1980-01-01,11.11812
1980-04-01,11.09105
1980-07-01,10.78486
1980-10-01,10.50523
1981-01-01,10.56745
1981-04-01,10.69861
1981-07-01,10.54503
1981-10-01,10.59609
1982-01-01,10.68282
1982-04-01,10.71693
1982-07-01,10.58889
1982-10-01,10.53462
1983-01-01,10.52402
1983-04-01,10.53493
1983-07-01,10.50905
1983-10-01,10.58297
1984-01-01,10.64922
1984-04-01,10.78305
1984-07-01,10.85807
1984-10-01,10.99787
1985-01-01,11.35620
1985-04-01,11.45034
1985-07-01,11.78593
1985-10-01,11.90457
1986-01-01,11.94213
1986-04-01,12.02852
1986-07-01,12.15444
1986-10-01,12.31737
1987-01-01,12.17078
1987-04-01,12.32929
1987-07-01,12.18414
1987-10-01,12.02458
1988-01-01,11.97641
1988-04-01,11.95839
1988-07-01,11.91146
1988-10-01,11.78542
1989-01-01,11.73137
1989-04-01,11.88860
1989-07-01,11.97027
1989-10-01,11.97794
1990-01-01,11.92323
1990-04-01,11.89645
1990-07-01,11.88430
1990-10-01,11.90249
1991-01-01,11.86806
1991-04-01,11.71293
1991-07-01,11.60311
1991-10-01,11.41290
1992-01-01,11.18699
1992-04-01,11.02953
1992-07-01,10.87635
1992-10-01,10.70064
1993-01-01,10.88043
1993-04-01,10.69700
1993-07-01,10.74591
1993-10-01,10.62975
1994-01-01,10.76527
1994-04-01,10.76414
1994-07-01,10.87665
1994-10-01,10.99676
1995-01-01,11.19365
1995-04-01,11.41348
1995-07-01,11.53258
1995-10-01,11.61230
1996-01-01,11.65345
1996-04-01,11.70226
1996-07-01,11.77198
1996-10-01,11.84092
1997-01-01,11.80525
1997-04-01,11.83643
1997-07-01,11.85314
1997-10-01,11.81612
1998-01-01,11.65328
1998-04-01,11.67954
1998-07-01,11.66897
1998-10-01,11.72588
1999-01-01,11.80170
1999-04-01,11.94227
1999-07-01,12.06135
1999-10-01,12.03829
2000-01-01,11.95224
2000-04-01,12.11318
2000-07-01,12.24625
2000-10-01,12.46198
2001-01-01,12.56074
2001-04-01,12.75412
2001-07-01,12.61588
2001-10-01,12.99300
2002-01-01,12.83782
2002-04-01,12.87823
2002-07-01,13.02619
2002-10-01,13.09623
2003-01-01,13.13257
2003-04-01,13.07918
2003-07-01,13.00417
2003-10-01,13.07047
2004-01-01,13.12832
2004-04-01,13.09177
2004-07-01,13.22629
2004-10-01,13.19223
2005-01-01,13.56050
2005-04-01,13.66636
2005-07-01,13.54523
2005-10-01,13.62943
2006-01-01,13.70173
2006-04-01,13.72684
2006-07-01,13.83793
2006-10-01,13.86366
2007-01-01,13.86075
2007-04-01,13.90757
2007-07-01,14.01162
2007-10-01,13.96172
2008-01-01,13.69482
2008-04-01,13.30201
2008-07-01,13.39206
2008-10-01,13.44871
2009-01-01,13.49201
2009-04-01,13.24275
2009-07-01,13.13589
2009-10-01,12.85978
2010-01-01,12.43620
2010-04-01,12.08330
2010-07-01,11.85259
2010-10-01,11.56564
2011-01-01,11.17578
2011-04-01,11.08909
2011-07-01,11.03931
2011-10-01,10.99047
2012-01-01,10.78138
2012-04-01,10.68537
2012-07-01,10.57186
2012-10-01,10.31732
2013-01-01,10.48730
