observation_date,PCEC96_19960715
1959-01-01,1356.5
1959-02-01,1369.9
1959-03-01,1383.4
1959-04-01,1378.8
1959-05-01,1395.3
1959-06-01,1400.9
1959-07-01,1396.7
1959-08-01,1405.4
1959-09-01,1419.4
1959-10-01,1410.2
1959-11-01,1409.5
1959-12-01,1408.7
1960-01-01,1412.4
1960-02-01,1417.9
1960-03-01,1437.3
1960-04-01,1459.3
1960-05-01,1430.0
1960-06-01,1429.7
1960-07-01,1432.3
1960-08-01,1430.9
1960-09-01,1437.2
1960-10-01,1443.8
1960-11-01,1439.1
1960-12-01,1421.4
1961-01-01,1424.6
1961-02-01,1430.2
1961-03-01,1447.9
1961-04-01,1448.7
1961-05-01,1457.1
1961-06-01,1461.3
1961-07-01,1457.2
1961-08-01,1462.5
1961-09-01,1470.8
1961-10-01,1479.8
1961-11-01,1494.1
1961-12-01,1504.3
1962-01-01,1504.9
1962-02-01,1504.0
1962-03-01,1516.4
1962-04-01,1521.2
1962-05-01,1532.9
1962-06-01,1525.9
1962-07-01,1531.1
1962-08-01,1535.3
1962-09-01,1552.3
1962-10-01,1544.4
1962-11-01,1564.6
1962-12-01,1572.9
1963-01-01,1572.4
1963-02-01,1566.7
1963-03-01,1574.7
1963-04-01,1580.3
1963-05-01,1581.5
1963-06-01,1597.2
1963-07-01,1605.2
1963-08-01,1610.4
1963-09-01,1607.1
1963-10-01,1606.8
1963-11-01,1618.3
1963-12-01,1638.4
1964-01-01,1643.5
1964-02-01,1655.8
1964-03-01,1661.4
1964-04-01,1664.8
1964-05-01,1687.2
1964-06-01,1697.2
1964-07-01,1709.2
1964-08-01,1719.9
1964-09-01,1712.6
1964-10-01,1723.5
1964-11-01,1707.7
1964-12-01,1724.5
1965-01-01,1736.2
1965-02-01,1763.7
1965-03-01,1768.8
1965-04-01,1781.8
1965-05-01,1780.4
1965-06-01,1766.2
1965-07-01,1787.5
1965-08-01,1800.4
1965-09-01,1830.4
1965-10-01,1857.0
1965-11-01,1856.4
1965-12-01,1860.6
1966-01-01,1872.5
1966-02-01,1884.9
1966-03-01,1899.3
1966-04-01,1901.1
1966-05-01,1883.2
1966-06-01,1888.6
1966-07-01,1904.4
1966-08-01,1907.6
1966-09-01,1925.1
1966-10-01,1916.4
1966-11-01,1919.1
1966-12-01,1921.9
1967-01-01,1932.2
1967-02-01,1925.7
1967-03-01,1935.8
1967-04-01,1953.9
1967-05-01,1953.5
1967-06-01,1965.2
1967-07-01,1957.4
1967-08-01,1963.7
1967-09-01,1980.1
1967-10-01,1961.3
1967-11-01,1974.4
1967-12-01,1999.8
1968-01-01,2012.7
1968-02-01,2014.5
1968-03-01,2048.0
1968-04-01,2040.9
1968-05-01,2055.5
1968-06-01,2072.8
1968-07-01,2092.1
1968-08-01,2097.8
1968-09-01,2095.3
1968-10-01,2098.7
1968-11-01,2109.7
1968-12-01,2104.8
1969-01-01,2122.2
1969-02-01,2135.4
1969-03-01,2126.4
1969-04-01,2134.8
1969-05-01,2149.0
1969-06-01,2140.6
1969-07-01,2138.4
1969-08-01,2157.9
1969-09-01,2159.7
1969-10-01,2171.1
1969-11-01,2168.3
1969-12-01,2167.0
1970-01-01,2179.7
1970-02-01,2189.0
1970-03-01,2178.1
1970-04-01,2180.2
1970-05-01,2195.5
1970-06-01,2202.9
1970-07-01,2202.1
1970-08-01,2210.9
1970-09-01,2221.7
1970-10-01,2207.9
1970-11-01,2192.9
1970-12-01,2213.2
1971-01-01,2243.4
1971-02-01,2247.6
1971-03-01,2248.4
1971-04-01,2261.3
1971-05-01,2260.2
1971-06-01,2278.0
1971-07-01,2267.8
1971-08-01,2280.0
1971-09-01,2303.7
1971-10-01,2308.4
1971-11-01,2320.4
1971-12-01,2334.6
1972-01-01,2336.5
1972-02-01,2341.0
1972-03-01,2378.6
1972-04-01,2384.6
1972-05-01,2396.6
1972-06-01,2403.3
1972-07-01,2420.6
1972-08-01,2433.2
1972-09-01,2438.0
1972-10-01,2476.3
1972-11-01,2485.9
1972-12-01,2495.9
1973-01-01,2519.9
1973-02-01,2534.5
1973-03-01,2536.7
1973-04-01,2525.9
1973-05-01,2531.8
1973-06-01,2524.8
1973-07-01,2546.3
1973-08-01,2518.2
1973-09-01,2555.2
1973-10-01,2536.3
1973-11-01,2541.4
1973-12-01,2520.1
1974-01-01,2521.2
1974-02-01,2506.0
1974-03-01,2510.9
1974-04-01,2519.6
1974-05-01,2527.0
1974-06-01,2521.6
1974-07-01,2529.8
1974-08-01,2546.9
1974-09-01,2520.4
1974-10-01,2510.4
1974-11-01,2483.3
1974-12-01,2479.1
1975-01-01,2499.3
1975-02-01,2522.3
1975-03-01,2518.1
1975-04-01,2521.0
1975-05-01,2572.1
1975-06-01,2575.8
1975-07-01,2585.9
1975-08-01,2591.5
1975-09-01,2598.0
1975-10-01,2597.2
1975-11-01,2617.1
1975-12-01,2641.8
1976-01-01,2670.7
1976-02-01,2668.9
1976-03-01,2682.9
1976-04-01,2701.0
1976-05-01,2681.1
1976-06-01,2711.6
1976-07-01,2717.8
1976-08-01,2722.4
1976-09-01,2733.1
1976-10-01,2738.0
1976-11-01,2753.9
1976-12-01,2790.5
1977-01-01,2782.8
1977-02-01,2798.9
1977-03-01,2801.3
1977-04-01,2805.6
1977-05-01,2813.1
1977-06-01,2812.2
1977-07-01,2834.0
1977-08-01,2833.6
1977-09-01,2843.3
1977-10-01,2864.4
1977-11-01,2881.7
1977-12-01,2886.7
1978-01-01,2855.8
1978-02-01,2896.5
1978-03-01,2926.9
1978-04-01,2942.7
1978-05-01,2955.0
1978-06-01,2966.1
1978-07-01,2952.0
1978-08-01,2978.5
1978-09-01,2974.2
1978-10-01,2978.6
1978-11-01,2988.1
1978-12-01,3005.2
1979-01-01,2996.9
1979-02-01,3012.2
1979-03-01,3015.2
1979-04-01,2997.3
1979-05-01,3003.1
1979-06-01,3010.1
1979-07-01,3004.2
1979-08-01,3037.1
1979-09-01,3044.9
1979-10-01,3036.9
1979-11-01,3046.3
1979-12-01,3037.5
1980-01-01,3062.4
1980-02-01,3037.0
1980-03-01,3012.3
1980-04-01,2973.6
1980-05-01,2959.4
1980-06-01,2973.2
1980-07-01,2997.3
1980-08-01,2999.9
1980-09-01,2998.5
1980-10-01,3033.9
1980-11-01,3023.8
1980-12-01,3044.8
1981-01-01,3046.4
1981-02-01,3040.3
1981-03-01,3050.0
1981-04-01,3038.3
1981-05-01,3039.1
1981-06-01,3060.0
1981-07-01,3052.6
1981-08-01,3071.5
1981-09-01,3052.1
1981-10-01,3035.4
1981-11-01,3027.2
1981-12-01,3043.4
1982-01-01,3036.7
1982-02-01,3064.0
1982-03-01,3061.2
1982-04-01,3062.7
1982-05-01,3070.3
