observation_date,DGORDER_20011215
1992-02-01,119188
1992-03-01,122528
1992-04-01,127566
1992-05-01,127217
1992-06-01,125495
1992-07-01,127037
1992-08-01,121706
1992-09-01,124295
1992-10-01,130025
1992-11-01,124778
1992-12-01,128684
1993-01-01,124177
1993-02-01,131905
1993-03-01,129997
1993-04-01,131263
1993-05-01,127979
1993-06-01,132527
1993-07-01,132598
1993-08-01,132270
1993-09-01,130830
1993-10-01,134668
1993-11-01,134450
1993-12-01,136465
1994-01-01,142010
1994-02-01,140714
1994-03-01,141760
1994-04-01,144203
1994-05-01,146059
1994-06-01,148844
1994-07-01,147065
1994-08-01,150739
1994-09-01,150085
1994-10-01,151731
1994-11-01,155112
1994-12-01,156051
1995-01-01,156657
1995-02-01,159855
1995-03-01,159832
1995-04-01,155423
1995-05-01,158983
1995-06-01,156636
1995-07-01,154709
1995-08-01,161913
1995-09-01,164333
1995-10-01,160936
1995-11-01,162851
1995-12-01,166481
1996-01-01,163206
1996-02-01,159951
1996-03-01,169225
1996-04-01,163701
1996-05-01,171075
1996-06-01,169012
1996-07-01,170650
1996-08-01,164284
1996-09-01,169405
1996-10-01,174217
1996-11-01,176300
1996-12-01,165525
1997-01-01,170659
1997-02-01,177892
1997-03-01,172601
1997-04-01,178210
1997-05-01,177128
1997-06-01,181665
1997-07-01,183771
1997-08-01,185707
1997-09-01,183609
1997-10-01,186180
1997-11-01,195310
1997-12-01,180200
1998-01-01,182639
1998-02-01,186428
1998-03-01,182946
1998-04-01,189588
1998-05-01,182969
1998-06-01,178958
1998-07-01,180533
1998-08-01,184676
1998-09-01,184873
1998-10-01,187355
1998-11-01,187042
1998-12-01,187092
1999-01-01,193179
1999-02-01,189028
1999-03-01,192207
1999-04-01,191206
1999-05-01,191188
1999-06-01,188666
1999-07-01,200778
1999-08-01,200254
1999-09-01,196185
1999-10-01,197274
1999-11-01,197869
1999-12-01,210045
2000-01-01,208977
2000-02-01,198581
2000-03-01,211709
2000-04-01,200332
2000-05-01,211518
2000-06-01,238486
2000-07-01,204920
2000-08-01,205189
2000-09-01,211757
2000-10-01,199625
2000-11-01,205647
2000-12-01,205140
2001-01-01,183124
2001-02-01,190326
2001-03-01,193955
2001-04-01,182903
2001-05-01,188089
2001-06-01,183438
2001-07-01,181646
2001-08-01,180539
2001-09-01,163879
2001-10-01,184750
