observation_date,INDPRO_20080715
1919-01-01,5.4412
1919-02-01,5.2007
1919-03-01,5.0504
1919-04-01,5.1405
1919-05-01,5.1706
1919-06-01,5.5013
1919-07-01,5.8320
1919-08-01,5.9221
1919-09-01,5.8019
1919-10-01,5.7418
1919-11-01,5.6516
1919-12-01,5.7418
1920-01-01,6.2829
1920-02-01,6.2829
1920-03-01,6.1626
1920-04-01,5.8320
1920-05-01,5.9823
1920-06-01,6.0424
1920-07-01,5.8921
1920-08-01,5.9221
1920-09-01,5.7117
1920-10-01,5.4712
1920-11-01,5.0203
1920-12-01,4.7197
1921-01-01,4.4491
1921-02-01,4.3589
1921-03-01,4.2387
1921-04-01,4.2387
1921-05-01,4.3589
1921-06-01,4.3289
1921-07-01,4.2988
1921-08-01,4.4491
1921-09-01,4.4792
1921-10-01,4.7497
1921-11-01,4.6896
1921-12-01,4.6596
1922-01-01,4.8399
1922-02-01,5.0504
1922-03-01,5.3209
1922-04-01,5.1405
1922-05-01,5.4111
1922-06-01,5.6817
1922-07-01,5.6817
1922-08-01,5.5614
1922-09-01,5.8620
1922-10-01,6.1927
1922-11-01,6.4633
1922-12-01,6.6436
1923-01-01,6.4933
1923-02-01,6.5835
1923-03-01,6.7939
1923-04-01,6.9442
1923-05-01,7.0344
1923-06-01,6.9743
1923-07-01,6.9142
1923-08-01,6.7939
1923-09-01,6.6436
1923-10-01,6.6136
1923-11-01,6.6136
1923-12-01,6.4633
1924-01-01,6.6136
1924-02-01,6.7338
1924-03-01,6.6136
1924-04-01,6.4031
1924-05-01,6.1326
1924-06-01,5.8620
1924-07-01,5.7718
1924-08-01,5.9823
1924-09-01,6.1927
1924-10-01,6.3430
1924-11-01,6.4633
1924-12-01,6.6436
1925-01-01,6.8541
1925-02-01,6.8541
1925-03-01,6.8541
1925-04-01,6.9142
1925-05-01,6.8841
1925-06-01,6.8240
1925-07-01,7.0044
1925-08-01,6.8841
1925-09-01,6.7939
1925-10-01,7.0645
1925-11-01,7.2148
1925-12-01,7.3050
1926-01-01,7.1847
1926-02-01,7.1847
1926-03-01,7.2749
1926-04-01,7.2749
1926-05-01,7.2148
1926-06-01,7.3050
1926-07-01,7.3350
1926-08-01,7.4252
1926-09-01,7.5455
1926-10-01,7.5455
1926-11-01,7.5154
1926-12-01,7.4854
1927-01-01,7.4553
1927-02-01,7.5154
1927-03-01,7.6056
1927-04-01,7.4252
1927-05-01,7.4854
1927-06-01,7.4553
1927-07-01,7.3651
1927-08-01,7.3651
1927-09-01,7.2449
1927-10-01,7.0946
1927-11-01,7.0946
1927-12-01,7.1246
1928-01-01,7.2749
1928-02-01,7.3350
1928-03-01,7.3952
1928-04-01,7.3651
1928-05-01,7.4553
1928-06-01,7.5154
1928-07-01,7.6056
1928-08-01,7.7559
1928-09-01,7.8160
1928-10-01,7.9663
1928-11-01,8.1167
1928-12-01,8.2670
1929-01-01,8.3872
1929-02-01,8.3571
1929-03-01,8.3872
1929-04-01,8.5375
1929-05-01,8.6878
1929-06-01,8.7480
1929-07-01,8.8682
1929-08-01,8.7780
1929-09-01,8.7179
1929-10-01,8.5676
1929-11-01,8.1467
1929-12-01,7.7860
1930-01-01,7.7860
1930-02-01,7.7559
1930-03-01,7.6357
1930-04-01,7.5755
1930-05-01,7.4553
1930-06-01,7.2449
1930-07-01,6.9142
1930-08-01,6.7639
1930-09-01,6.6436
1930-10-01,6.4633
1930-11-01,6.3130
1930-12-01,6.1626
1931-01-01,6.1326
1931-02-01,6.1626
1931-03-01,6.2829
1931-04-01,6.3130
1931-05-01,6.2228
1931-06-01,6.0725
1931-07-01,5.9823
1931-08-01,5.7718
1931-09-01,5.5013
1931-10-01,5.2909
1931-11-01,5.2307
1931-12-01,5.2007
1932-01-01,5.0504
1932-02-01,4.9301
1932-03-01,4.8700
1932-04-01,4.5393
1932-05-01,4.3890
1932-06-01,4.2387
1932-07-01,4.1185
1932-08-01,4.2387
1932-09-01,4.5093
1932-10-01,4.6596
1932-11-01,4.6596
1932-12-01,4.5694
1933-01-01,4.4792
1933-02-01,4.5093
1933-03-01,4.2387
1933-04-01,4.5393
1933-05-01,5.2909
1933-06-01,6.1025
1933-07-01,6.6737
1933-08-01,6.4031
1933-09-01,6.0424
1933-10-01,5.7418
1933-11-01,5.4111
1933-12-01,5.4412
1934-01-01,5.6215
1934-02-01,5.8921
1934-03-01,6.1626
1934-04-01,6.1626
1934-05-01,6.2829
1934-06-01,6.1626
1934-07-01,5.7418
1934-08-01,5.6817
1934-09-01,5.3510
1934-10-01,5.5915
1934-11-01,5.6516
1934-12-01,6.0123
1935-01-01,6.4933
1935-02-01,6.6136
1935-03-01,6.5835
1935-04-01,6.4633
1935-05-01,6.4633
1935-06-01,6.5534
1935-07-01,6.5534
1935-08-01,6.7939
1935-09-01,6.9743
1935-10-01,7.1847
1935-11-01,7.3350
1935-12-01,7.4252
1936-01-01,7.3050
1936-02-01,7.1246
1936-03-01,7.2148
1936-04-01,7.6657
1936-05-01,7.8160
1936-06-01,7.9663
1936-07-01,8.1167
1936-08-01,8.2369
1936-09-01,8.3872
1936-10-01,8.5075
1936-11-01,8.7480
1936-12-01,9.0185
1937-01-01,8.9884
1937-02-01,9.1087
1937-03-01,9.3191
1937-04-01,9.3191
1937-05-01,9.3492
1937-06-01,9.2289
1937-07-01,9.2891
1937-08-01,9.2289
1937-09-01,8.9283
1937-10-01,8.2670
1937-11-01,7.4553
1937-12-01,6.7939
1938-01-01,6.6436
1938-02-01,6.5835
1938-03-01,6.5835
1938-04-01,6.4633
1938-05-01,6.3130
1938-06-01,6.3731
1938-07-01,6.7338
1938-08-01,7.0946
1938-09-01,7.3050
1938-10-01,7.4854
1938-11-01,7.7860
1938-12-01,7.8762
1939-01-01,7.8762
1939-02-01,7.9363
1939-03-01,7.9663
1939-04-01,7.9363
1939-05-01,7.9062
1939-06-01,8.0866
1939-07-01,8.3271
1939-08-01,8.4473
1939-09-01,8.9584
1939-10-01,9.4093
1939-11-01,9.6498
1939-12-01,9.6498
1940-01-01,9.5296
1940-02-01,9.2289
1940-03-01,9.0185
1940-04-01,9.1989
1940-05-01,9.4694
1940-06-01,9.7700
1940-07-01,9.8903
1940-08-01,9.9504
1940-09-01,10.1609
1940-10-01,10.3112
1940-11-01,10.5516
1940-12-01,10.9124
1941-01-01,11.1829
1941-02-01,11.5136
1941-03-01,11.8744
1941-04-01,11.9044
1941-05-01,12.4455
1941-06-01,12.5357
1941-07-01,12.6860
1941-08-01,12.8363
1941-09-01,12.8363
1941-10-01,12.9566
1941-11-01,13.0167
1941-12-01,13.2271
1942-01-01,13.4977
1942-02-01,13.7382
1942-03-01,13.8885
1942-04-01,13.4977
1942-05-01,13.5278
1942-06-01,13.5578
1942-07-01,13.8885
1942-08-01,14.3094
1942-09-01,14.6400
1942-10-01,15.1210
1942-11-01,15.4818
1942-12-01,15.8425
1943-01-01,15.9928
1943-02-01,16.4137
1943-03-01,16.5339
1943-04-01,16.7444
1943-05-01,16.8646
1943-06-01,16.7744
1943-07-01,17.2855
1943-08-01,17.6462
1943-09-01,18.0971
1943-10-01,18.3677
1943-11-01,18.6082
1943-12-01,18.3677
1944-01-01,18.5781
1944-02-01,18.7284
1944-03-01,18.6984
1944-04-01,18.6984
1944-05-01,18.5781
1944-06-01,18.5180
1944-07-01,18.4879
1944-08-01,18.7284
1944-09-01,18.6082
1944-10-01,18.6683
1944-11-01,18.5180
1944-12-01,18.4579
1945-01-01,18.2775
1945-02-01,18.2174
1945-03-01,18.0971
1945-04-01,17.7665
1945-05-01,17.2855
1945-06-01,16.8947
1945-07-01,16.5039
1945-08-01,14.7903
1945-09-01,13.4676
1945-10-01,12.9265
1945-11-01,13.4075
1945-12-01,13.4676
1946-01-01,12.7161
1946-02-01,12.0848
1946-03-01,13.3474
1946-04-01,13.1069
1946-05-01,12.6259
1946-06-01,13.4075
1946-07-01,13.8584
1946-08-01,14.3695
1946-09-01,14.6400
1946-10-01,14.9106
1946-11-01,15.0008
1946-12-01,15.0910
1947-01-01,15.2713
1947-02-01,15.3615
1947-03-01,15.4517
1947-04-01,15.3315
1947-05-01,15.3916
1947-06-01,15.3916
1947-07-01,15.3014
1947-08-01,15.3916
1947-09-01,15.5118
1947-10-01,15.6621
1947-11-01,15.8726
1947-12-01,15.9327
1948-01-01,16.0229
1948-02-01,16.0530
1948-03-01,15.8726
1948-04-01,15.9026
1948-05-01,16.1732
1948-06-01,16.3836
1948-07-01,16.3836
1948-08-01,16.3235
1948-09-01,16.2032
1948-10-01,16.3235
1948-11-01,16.1131
1948-12-01,15.9628
1949-01-01,15.8124
1949-02-01,15.6621
1949-03-01,15.3615
1949-04-01,15.2713
1949-05-01,15.0609
1949-06-01,15.0308
1949-07-01,15.0008
1949-08-01,15.1511
1949-09-01,15.3014
1949-10-01,14.7302
1949-11-01,15.1210
1949-12-01,15.3916
1950-01-01,15.6621
1950-02-01,15.7223
1950-03-01,16.2333
1950-04-01,16.7744
1950-05-01,17.1652
1950-06-01,17.6763
1950-07-01,18.2474
1950-08-01,18.8186
1950-09-01,18.6984
1950-10-01,18.8186
1950-11-01,18.7886
1950-12-01,19.1192
1951-01-01,19.1793
1951-02-01,19.2996
1951-03-01,19.3898
1951-04-01,19.4198
1951-05-01,19.3597
1951-06-01,19.2695
1951-07-01,18.9689
1951-08-01,18.7886
1951-09-01,18.9088
1951-10-01,18.8787
1951-11-01,19.0290
1951-12-01,19.1493
1952-01-01,19.3597
1952-02-01,19.4800
1952-03-01,19.5401
1952-04-01,19.3597
1952-05-01,19.1794
1952-06-01,18.9990
1952-07-01,18.6984
1952-08-01,19.9008
1952-09-01,20.6223
1952-10-01,20.8328
1952-11-01,21.2536
1952-12-01,21.3738
1953-01-01,21.4340
1953-02-01,21.5542
1953-03-01,21.7346
1953-04-01,21.8248
1953-05-01,21.9450
1953-06-01,21.8548
1953-07-01,22.1254
1953-08-01,22.0051
1953-09-01,21.5542
1953-10-01,21.3739
1953-11-01,20.8628
1953-12-01,20.3518
1954-01-01,20.2014
1954-02-01,20.2616
1954-03-01,20.1413
1954-04-01,20.0211
1954-05-01,20.1413
1954-06-01,20.2014
1954-07-01,20.2315
1954-08-01,20.2014
1954-09-01,20.2315
1954-10-01,20.4720
1954-11-01,20.8027
1954-12-01,21.0732
1955-01-01,21.5542
1955-02-01,21.8248
1955-03-01,22.3358
1955-04-01,22.6064
1955-05-01,22.9671
1955-06-01,22.9972
1955-07-01,23.1776
1955-08-01,23.1475
1955-09-01,23.2978
1955-10-01,23.6886
1955-11-01,23.7487
1955-12-01,23.8389
1956-01-01,23.9892
1956-02-01,23.7788
1956-03-01,23.7788
1956-04-01,23.9592
1956-05-01,23.7487
1956-06-01,23.5383
1956-07-01,22.8168
1956-08-01,23.7487
1956-09-01,24.2898
1956-10-01,24.5003
1956-11-01,24.2898
1956-12-01,24.6506
1957-01-01,24.5604
1957-02-01,24.8009
1957-03-01,24.7708
1957-04-01,24.4402
1957-05-01,24.3500
1957-06-01,24.4101
1957-07-01,24.5604
1957-08-01,24.5604
1957-09-01,24.3500
1957-10-01,23.9892
1957-11-01,23.4181
1957-12-01,22.9671
1958-01-01,22.5463
1958-02-01,22.0653
1958-03-01,21.7947
1958-04-01,21.4340
1958-05-01,21.6444
1958-06-01,22.2156
1958-07-01,22.5463
1958-08-01,22.9972
1958-09-01,23.2076
1958-10-01,23.4782
1958-11-01,24.1696
1958-12-01,24.1997
1959-01-01,24.5604
1959-02-01,25.0414
1959-03-01,25.4021
1959-04-01,25.9432
1959-05-01,26.3340
1959-06-01,26.3641
1959-07-01,25.7328
1959-08-01,24.8610
1959-09-01,24.8310
1959-10-01,24.6506
1959-11-01,24.8009
1959-12-01,26.3340
1960-01-01,27.0254
1960-02-01,26.7850
1960-03-01,26.5445
1960-04-01,26.3340
1960-05-01,26.3040
1960-06-01,25.9733
1960-07-01,25.8831
1960-08-01,25.8530
1960-09-01,25.5825
1960-10-01,25.5524
1960-11-01,25.1917
1960-12-01,24.7107
1961-01-01,24.7408
1961-02-01,24.7107
1961-03-01,24.8610
1961-04-01,25.3721
1961-05-01,25.7629
1961-06-01,26.1236
1961-07-01,26.4242
1961-08-01,26.6647
1961-09-01,26.6347
1961-10-01,27.1457
1961-11-01,27.5666
1961-12-01,27.8071
1962-01-01,27.5666
1962-02-01,28.0175
1962-03-01,28.1678
1962-04-01,28.2279
1962-05-01,28.1978
1962-06-01,28.1377
1962-07-01,28.4083
1962-08-01,28.4384
1962-09-01,28.6187
1962-10-01,28.6488
1962-11-01,28.7690
1962-12-01,28.7690
1963-01-01,28.9795
1963-02-01,29.3102
1963-03-01,29.4905
1963-04-01,29.7611
1963-05-01,30.1218
1963-06-01,30.2120
1963-07-01,30.0918
1963-08-01,30.1519
1963-09-01,30.4525
1963-10-01,30.6629
1963-11-01,30.8132
1963-12-01,30.7531
1964-01-01,31.0237
1964-02-01,31.2341
1964-03-01,31.2341
1964-04-01,31.7451
1964-05-01,31.9255
1964-06-01,32.0157
1964-07-01,32.2261
1964-08-01,32.4366
1964-09-01,32.5568
1964-10-01,32.1059
1964-11-01,33.0979
1964-12-01,33.4887
1965-01-01,33.8494
1965-02-01,34.0599
1965-03-01,34.5108
1965-04-01,34.6611
1965-05-01,34.9317
1965-06-01,35.2022
