observation_date,PCEC96_20111115
1995-01-01,6000.4
1995-02-01,5987.1
1995-03-01,6017.2
1995-04-01,6006.3
1995-05-01,6049.0
1995-06-01,6097.0
1995-07-01,6080.3
1995-08-01,6109.9
1995-09-01,6124.4
1995-10-01,6101.1
1995-11-01,6151.8
1995-12-01,6190.5
1996-01-01,6162.2
1996-02-01,6209.4
1996-03-01,6240.5
1996-04-01,6265.5
1996-05-01,6274.6
1996-06-01,6282.5
1996-07-01,6294.8
1996-08-01,6316.1
1996-09-01,6324.4
1996-10-01,6344.2
1996-11-01,6360.8
1996-12-01,6384.5
1997-01-01,6414.0
1997-02-01,6426.2
1997-03-01,6441.6
1997-04-01,6440.4
1997-05-01,6444.0
1997-06-01,6475.5
1997-07-01,6536.4
1997-08-01,6576.2
1997-09-01,6576.5
1997-10-01,6608.7
1997-11-01,6634.5
1997-12-01,6671.2
1998-01-01,6665.6
1998-02-01,6708.7
1998-03-01,6738.1
1998-04-01,6772.4
1998-05-01,6820.7
1998-06-01,6865.2
1998-07-01,6870.3
1998-08-01,6903.0
1998-09-01,6956.5
1998-10-01,6983.8
1998-11-01,7004.1
1998-12-01,7059.6
1999-01-01,7050.0
1999-02-01,7085.1
1999-03-01,7120.2
1999-04-01,7163.0
1999-05-01,7197.0
1999-06-01,7229.7
1999-07-01,7245.6
1999-08-01,7284.8
1999-09-01,7318.8
1999-10-01,7331.5
1999-11-01,7366.4
1999-12-01,7459.5
2000-01-01,7435.6
2000-02-01,7507.4
2000-03-01,7550.5
2000-04-01,7539.7
2000-05-01,7574.8
2000-06-01,7590.5
2000-07-01,7596.8
2000-08-01,7635.2
2000-09-01,7695.1
2000-10-01,7692.4
2000-11-01,7698.6
2000-12-01,7739.1
2001-01-01,7737.1
2001-02-01,7746.5
2001-03-01,7738.7
2001-04-01,7746.1
2001-05-01,7780.6
2001-06-01,7783.3
2001-07-01,7800.2
2001-08-01,7844.8
2001-09-01,7767.5
2001-10-01,7954.7
2001-11-01,7917.9
2001-12-01,7906.5
2002-01-01,7933.6
2002-02-01,7965.5
2002-03-01,7961.9
2002-04-01,8000.5
2002-05-01,7970.9
2002-06-01,8011.0
2002-07-01,8055.8
2002-08-01,8065.2
2002-09-01,8024.0
2002-10-01,8046.8
2002-11-01,8066.3
2002-12-01,8117.5
2003-01-01,8129.8
2003-02-01,8096.1
2003-03-01,8127.2
2003-04-01,8170.5
2003-05-01,8194.3
2003-06-01,8229.6
2003-07-01,8272.2
2003-08-01,8343.2
2003-09-01,8310.2
2003-10-01,8324.5
2003-11-01,8364.6
2003-12-01,8371.9
2004-01-01,8413.8
2004-02-01,8424.4
2004-03-01,8444.7
2004-04-01,8446.8
2004-05-01,8493.1
2004-06-01,8455.2
2004-07-01,8508.4
2004-08-01,8523.3
2004-09-01,8585.6
2004-10-01,8603.0
2004-11-01,8617.5
2004-12-01,8673.4
2005-01-01,8676.3
2005-02-01,8700.0
2005-03-01,8724.0
2005-04-01,8781.8
2005-05-01,8743.5
2005-06-01,8833.3
2005-07-01,8886.8
2005-08-01,8854.9
2005-09-01,8817.0
2005-10-01,8833.8
2005-11-01,8878.4
2005-12-01,8912.6
2006-01-01,8945.1
2006-02-01,8966.1
2006-03-01,8986.2
2006-04-01,9012.4
2006-05-01,9017.1
2006-06-01,9030.0
2006-07-01,9077.3
2006-08-01,9052.6
2006-09-01,9091.8
2006-10-01,9134.9
2006-11-01,9143.6
2006-12-01,9196.5
2007-01-01,9204.6
2007-02-01,9209.0
2007-03-01,9214.1
2007-04-01,9236.7
2007-05-01,9249.9
2007-06-01,9247.0
2007-07-01,9261.8
2007-08-01,9293.0
2007-09-01,9300.9
2007-10-01,9296.1
2007-11-01,9313.9
2007-12-01,9327.8
2008-01-01,9310.6
2008-02-01,9273.1
2008-03-01,9283.5
2008-04-01,9289.3
2008-05-01,9287.6
2008-06-01,9280.5
2008-07-01,9226.4
2008-08-01,9209.8
2008-09-01,9151.8
2008-10-01,9107.5
2008-11-01,9084.5
2008-12-01,9036.1
2009-01-01,9071.5
2009-02-01,9042.6
2009-03-01,9008.5
2009-04-01,8993.1
2009-05-01,9002.4
2009-06-01,9000.1
2009-07-01,9023.5
2009-08-01,9104.7
2009-09-01,9022.7
2009-10-01,9044.6
2009-11-01,9044.7
2009-12-01,9091.2
2010-01-01,9086.8
2010-02-01,9119.1
2010-03-01,9157.7
2010-04-01,9164.7
2010-05-01,9192.4
2010-06-01,9203.7
2010-07-01,9216.8
2010-08-01,9254.4
2010-09-01,9270.1
2010-10-01,9305.5
2010-11-01,9334.4
2010-12-01,9345.3
2011-01-01,9348.6
2011-02-01,9382.1
2011-03-01,9399.5
2011-04-01,9394.2
2011-05-01,9395.7
2011-06-01,9388.4
2011-07-01,9437.3
2011-08-01,9433.5
2011-09-01,9477.8
