observation_date,PCEC96_20040515
1990-01-01,4768.8
1990-02-01,4743.6
1990-03-01,4758.9
1990-04-01,4769.7
1990-05-01,4766.8
1990-06-01,4782.5
1990-07-01,4791.5
1990-08-01,4793.7
1990-09-01,4792.6
1990-10-01,4767.0
1990-11-01,4763.3
1990-12-01,4744.5
1991-01-01,4699.7
1991-02-01,4728.8
1991-03-01,4785.7
1991-04-01,4771.6
1991-05-01,4783.3
1991-06-01,4783.4
1991-07-01,4804.8
1991-08-01,4796.8
1991-09-01,4798.8
1991-10-01,4780.5
1991-11-01,4801.8
1991-12-01,4805.5
1992-01-01,4871.2
1992-02-01,4873.8
1992-03-01,4879.8
1992-04-01,4883.6
1992-05-01,4907.0
1992-06-01,4918.5
1992-07-01,4933.4
1992-08-01,4945.4
1992-09-01,4976.7
1992-10-01,4993.2
1992-11-01,5001.2
1992-12-01,5033.8
1993-01-01,5026.3
1993-02-01,5034.8
1993-03-01,5020.8
1993-04-01,5054.1
1993-05-01,5071.2
1993-06-01,5090.4
1993-07-01,5114.4
1993-08-01,5119.1
1993-09-01,5148.3
1993-10-01,5157.8
1993-11-01,5171.7
1993-12-01,5189.3
1994-01-01,5203.1
1994-02-01,5244.0
1994-03-01,5243.8
1994-04-01,5264.6
1994-05-01,5254.2
1994-06-01,5285.1
1994-07-01,5281.2
1994-08-01,5314.8
1994-09-01,5321.1
1994-10-01,5353.3
1994-11-01,5355.5
1994-12-01,5367.4
1995-01-01,5365.6
1995-02-01,5354.4
1995-03-01,5381.8
1995-04-01,5372.2
1995-05-01,5410.4
1995-06-01,5452.3
1995-07-01,5436.5
1995-08-01,5463.7
1995-09-01,5476.3
1995-10-01,5455.1
1995-11-01,5498.8
1995-12-01,5534.4
1996-01-01,5507.8
1996-02-01,5549.3
1996-03-01,5576.7
1996-04-01,5598.1
1996-05-01,5604.5
1996-06-01,5612.2
1996-07-01,5624.8
1996-08-01,5644.9
1996-09-01,5652.4
1996-10-01,5670.2
1996-11-01,5686.1
1996-12-01,5706.6
1997-01-01,5728.7
1997-02-01,5751.9
1997-03-01,5766.8
1997-04-01,5764.2
1997-05-01,5768.5
1997-06-01,5794.9
1997-07-01,5852.9
1997-08-01,5881.0
1997-09-01,5878.1
1997-10-01,5905.2
1997-11-01,5931.1
1997-12-01,5957.9
1998-01-01,5959.1
1998-02-01,6001.3
1998-03-01,6030.3
1998-04-01,6048.8
1998-05-01,6096.0
1998-06-01,6131.4
1998-07-01,6133.2
1998-08-01,6166.7
1998-09-01,6197.0
1998-10-01,6220.1
1998-11-01,6242.9
1998-12-01,6283.3
1999-01-01,6276.3
1999-02-01,6311.1
1999-03-01,6346.5
1999-04-01,6379.7
1999-05-01,6416.3
1999-06-01,6432.9
1999-07-01,6451.2
1999-08-01,6482.1
1999-09-01,6496.9
1999-10-01,6508.6
1999-11-01,6539.9
1999-12-01,6621.9
2000-01-01,6606.8
2000-02-01,6668.1
2000-03-01,6708.8
2000-04-01,6688.5
2000-05-01,6708.6
2000-06-01,6713.0
2000-07-01,6735.1
2000-08-01,6761.8
2000-09-01,6807.0
2000-10-01,6810.8
2000-11-01,6813.3
2000-12-01,6850.7
2001-01-01,6841.7
2001-02-01,6830.3
2001-03-01,6829.1
2001-04-01,6859.1
2001-05-01,6885.3
2001-06-01,6872.3
2001-07-01,6900.8
2001-08-01,6940.8
2001-09-01,6871.1
2001-10-01,7015.0
2001-11-01,6999.6
2001-12-01,7010.0
2002-01-01,7044.1
2002-02-01,7092.9
2002-03-01,7100.6
2002-04-01,7128.6
2002-05-01,7107.6
2002-06-01,7137.5
2002-07-01,7176.2
2002-08-01,7168.9
2002-09-01,7132.5
2002-10-01,7158.5
2002-11-01,7195.7
2002-12-01,7242.5
2003-01-01,7246.7
2003-02-01,7229.8
2003-03-01,7255.7
2003-04-01,7261.1
2003-05-01,7308.7
2003-06-01,7342.1
2003-07-01,7397.3
2003-08-01,7449.4
2003-09-01,7433.1
2003-10-01,7438.6
2003-11-01,7489.8
2003-12-01,7530.2
2004-01-01,7541.7
2004-02-01,7557.7
2004-03-01,7567.2
