observation_date,PCEC96_20140215
1999-01-01,7586.8
1999-02-01,7626.4
1999-03-01,7664.2
1999-04-01,7708.6
1999-05-01,7744.4
1999-06-01,7779.3
1999-07-01,7796.6
1999-08-01,7838.8
1999-09-01,7874.9
1999-10-01,7887.5
1999-11-01,7924.7
1999-12-01,8025.5
2000-01-01,7999.7
2000-02-01,8077.7
2000-03-01,8124.0
2000-04-01,8111.6
2000-05-01,8148.8
2000-06-01,8166.0
2000-07-01,8173.7
2000-08-01,8215.4
2000-09-01,8280.1
2000-10-01,8277.4
2000-11-01,8283.8
2000-12-01,8327.0
2001-01-01,8323.6
2001-02-01,8332.0
2001-03-01,8321.3
2001-04-01,8325.5
2001-05-01,8359.9
2001-06-01,8359.5
2001-07-01,8374.4
2001-08-01,8420.0
2001-09-01,8334.6
2001-10-01,8533.1
2001-11-01,8490.0
2001-12-01,8476.3
2002-01-01,8505.4
2002-02-01,8538.9
2002-03-01,8536.7
2002-04-01,8579.6
2002-05-01,8546.9
2002-06-01,8590.2
2002-07-01,8640.1
2002-08-01,8650.8
2002-09-01,8608.2
2002-10-01,8634.2
2002-11-01,8658.1
2002-12-01,8715.2
2003-01-01,8727.8
2003-02-01,8683.9
2003-03-01,8724.9
2003-04-01,8780.4
2003-05-01,8798.5
2003-06-01,8851.2
2003-07-01,8895.0
2003-08-01,8975.4
2003-09-01,8944.1
2003-10-01,8963.2
2003-11-01,9021.1
2003-12-01,9028.6
2004-01-01,9072.3
2004-02-01,9088.6
2004-03-01,9128.1
2004-04-01,9131.3
2004-05-01,9181.8
2004-06-01,9144.1
2004-07-01,9204.5
2004-08-01,9222.2
2004-09-01,9291.2
2004-10-01,9306.5
2004-11-01,9319.3
2004-12-01,9377.9
2005-01-01,9380.6
2005-02-01,9412.4
2005-03-01,9435.6
2005-04-01,9508.4
2005-05-01,9459.1
2005-06-01,9556.0
2005-07-01,9615.4
2005-08-01,9579.8
2005-09-01,9541.6
2005-10-01,9566.7
2005-11-01,9618.5
2005-12-01,9659.4
2006-01-01,9696.0
2006-02-01,9726.3
2006-03-01,9745.8
2006-04-01,9764.2
2006-05-01,9774.8
2006-06-01,9783.7
2006-07-01,9832.0
2006-08-01,9809.4
2006-09-01,9858.8
2006-10-01,9902.6
2006-11-01,9917.8
2006-12-01,9967.2
2007-01-01,9980.3
2007-02-01,9986.8
2007-03-01,9994.3
2007-04-01,10013.1
2007-05-01,10026.1
2007-06-01,10022.0
2007-07-01,10038.6
2007-08-01,10071.5
2007-09-01,10070.2
2007-10-01,10059.8
2007-11-01,10085.1
2007-12-01,10078.6
2008-01-01,10068.1
2008-02-01,10037.3
2008-03-01,10056.7
2008-04-01,10073.5
2008-05-01,10078.8
2008-06-01,10066.7
2008-07-01,10018.5
2008-08-01,10014.3
2008-09-01,9948.4
2008-10-01,9907.0
2008-11-01,9887.2
2008-12-01,9834.3
2009-01-01,9877.1
2009-02-01,9838.9
2009-03-01,9814.9
2009-04-01,9798.7
2009-05-01,9807.1
2009-06-01,9798.8
2009-07-01,9831.1
2009-08-01,9930.7
2009-09-01,9826.2
2009-10-01,9847.9
2009-11-01,9847.0
2009-12-01,9896.8
2010-01-01,9881.2
2010-02-01,9908.4
2010-03-01,9956.8
2010-04-01,9970.1
2010-05-01,9997.3
2010-06-01,10018.5
2010-07-01,10027.9
2010-08-01,10075.7
2010-09-01,10087.6
2010-10-01,10139.7
2010-11-01,10179.3
2010-12-01,10188.0
2011-01-01,10197.8
2011-02-01,10215.1
2011-03-01,10251.0
2011-04-01,10255.0
2011-05-01,10252.7
2011-06-01,10269.1
2011-07-01,10301.9
2011-08-01,10302.0
2011-09-01,10331.9
2011-10-01,10372.1
2011-11-01,10374.9
2011-12-01,10372.1
2012-01-01,10409.5
2012-02-01,10466.6
2012-03-01,10467.3
2012-04-01,10499.0
2012-05-01,10497.9
2012-06-01,10493.6
2012-07-01,10533.2
2012-08-01,10523.2
2012-09-01,10566.6
2012-10-01,10558.6
2012-11-01,10593.4
2012-12-01,10602.4
2013-01-01,10614.3
2013-02-01,10643.5
2013-03-01,10674.2
2013-04-01,10678.7
2013-05-01,10689.4
2013-06-01,10707.7
2013-07-01,10718.9
2013-08-01,10745.4
2013-09-01,10768.2
2013-10-01,10781.4
2013-11-01,10849.2
2013-12-01,10867.9
