observation_date,INDPRO_20030315
1921-01-01,5.068
1921-02-01,4.965
1921-03-01,4.828
1921-04-01,4.828
1921-05-01,4.965
1921-06-01,4.931
1921-07-01,4.897
1921-08-01,5.068
1921-09-01,5.102
1921-10-01,5.411
1921-11-01,5.342
1921-12-01,5.308
1922-01-01,5.513
1922-02-01,5.753
1922-03-01,6.061
1922-04-01,5.856
1922-05-01,6.164
1922-06-01,6.472
1922-07-01,6.472
1922-08-01,6.335
1922-09-01,6.678
1922-10-01,7.054
1922-11-01,7.362
1922-12-01,7.568
1923-01-01,7.397
1923-02-01,7.499
1923-03-01,7.739
1923-04-01,7.910
1923-05-01,8.013
1923-06-01,7.945
1923-07-01,7.876
1923-08-01,7.739
1923-09-01,7.568
1923-10-01,7.534
1923-11-01,7.534
1923-12-01,7.362
1924-01-01,7.534
1924-02-01,7.671
1924-03-01,7.534
1924-04-01,7.294
1924-05-01,6.986
1924-06-01,6.678
1924-07-01,6.575
1924-08-01,6.815
1924-09-01,7.054
1924-10-01,7.225
1924-11-01,7.362
1924-12-01,7.568
1925-01-01,7.808
1925-02-01,7.808
1925-03-01,7.808
1925-04-01,7.876
1925-05-01,7.842
1925-06-01,7.773
1925-07-01,7.979
1925-08-01,7.842
1925-09-01,7.739
1925-10-01,8.047
1925-11-01,8.219
1925-12-01,8.321
1926-01-01,8.184
1926-02-01,8.184
1926-03-01,8.287
1926-04-01,8.287
1926-05-01,8.219
1926-06-01,8.321
1926-07-01,8.356
1926-08-01,8.458
1926-09-01,8.595
1926-10-01,8.595
1926-11-01,8.561
1926-12-01,8.527
1927-01-01,8.493
1927-02-01,8.561
1927-03-01,8.664
1927-04-01,8.458
1927-05-01,8.527
1927-06-01,8.493
1927-07-01,8.390
1927-08-01,8.390
1927-09-01,8.253
1927-10-01,8.082
1927-11-01,8.082
1927-12-01,8.116
1928-01-01,8.287
1928-02-01,8.356
1928-03-01,8.424
1928-04-01,8.390
1928-05-01,8.493
1928-06-01,8.561
1928-07-01,8.664
1928-08-01,8.835
1928-09-01,8.903
1928-10-01,9.075
1928-11-01,9.246
1928-12-01,9.417
1929-01-01,9.554
1929-02-01,9.520
1929-03-01,9.554
1929-04-01,9.725
1929-05-01,9.897
1929-06-01,9.965
1929-07-01,10.102
1929-08-01,9.999
1929-09-01,9.931
1929-10-01,9.760
1929-11-01,9.280
1929-12-01,8.869
1930-01-01,8.869
1930-02-01,8.835
1930-03-01,8.698
1930-04-01,8.629
1930-05-01,8.493
1930-06-01,8.253
1930-07-01,7.876
1930-08-01,7.705
1930-09-01,7.568
1930-10-01,7.362
1930-11-01,7.191
1930-12-01,7.020
1931-01-01,6.986
1931-02-01,7.020
1931-03-01,7.157
1931-04-01,7.191
1931-05-01,7.089
1931-06-01,6.917
1931-07-01,6.815
1931-08-01,6.575
1931-09-01,6.267
1931-10-01,6.027
1931-11-01,5.958
1931-12-01,5.924
1932-01-01,5.753
1932-02-01,5.616
1932-03-01,5.548
1932-04-01,5.171
1932-05-01,5.000
1932-06-01,4.828
1932-07-01,4.691
1932-08-01,4.828
1932-09-01,5.137
1932-10-01,5.308
1932-11-01,5.308
1932-12-01,5.205
1933-01-01,5.102
1933-02-01,5.137
1933-03-01,4.828
1933-04-01,5.171
1933-05-01,6.027
1933-06-01,6.952
1933-07-01,7.602
1933-08-01,7.294
1933-09-01,6.883
1933-10-01,6.541
1933-11-01,6.164
1933-12-01,6.198
1934-01-01,6.404
1934-02-01,6.712
1934-03-01,7.020
1934-04-01,7.020
1934-05-01,7.157
1934-06-01,7.020
1934-07-01,6.541
1934-08-01,6.472
1934-09-01,6.095
1934-10-01,6.369
1934-11-01,6.438
1934-12-01,6.849
1935-01-01,7.397
1935-02-01,7.534
1935-03-01,7.499
1935-04-01,7.362
1935-05-01,7.362
1935-06-01,7.465
1935-07-01,7.465
1935-08-01,7.739
1935-09-01,7.945
1935-10-01,8.184
1935-11-01,8.356
1935-12-01,8.458
