observation_date,BOGZ1FL153064486Q_20220715
1945-10-01,22.5179794373
1946-01-01,
1946-04-01,
1946-07-01,
1946-10-01,19.8818536207
1947-01-01,
1947-04-01,
1947-07-01,
1947-10-01,18.3447163302
1948-01-01,
1948-04-01,
1948-07-01,
1948-10-01,17.5622604131
1949-01-01,
1949-04-01,
1949-07-01,
1949-10-01,18.0910772598
1950-01-01,
1950-04-01,
1950-07-01,
1950-10-01,19.4659593066
1951-01-01,
1951-04-01,
1951-07-01,
1951-10-01,20.0949831469
1952-01-01,20.0202092020
1952-04-01,20.3604156883
1952-07-01,20.0869122071
1952-10-01,19.0100058126
1953-01-01,18.5981501624
1953-04-01,17.6855320122
1953-07-01,17.0923940826
1953-10-01,18.0948322911
1954-01-01,18.8954906974
1954-04-01,19.9828763828
1954-07-01,21.1521891626
1954-10-01,21.0698990500
1955-01-01,21.3425074203
1955-04-01,22.6848286882
1955-07-01,23.3185225536
1955-10-01,23.1703851927
1956-01-01,23.9412651633
1956-04-01,23.1183549392
1956-07-01,22.4839240048
1956-10-01,23.5251829314
1957-01-01,22.3981610532
1957-04-01,23.1772243200
1957-07-01,21.2650300660
1957-10-01,21.0971276610
1958-01-01,21.7052531669
1958-04-01,22.4462787810
1958-07-01,23.8394510468
1958-10-01,24.2145656237
1959-01-01,24.3942803254
1959-04-01,24.8796164984
1959-07-01,24.3129565516
1959-10-01,25.1388533888
1960-01-01,23.8346474527
1960-04-01,23.9967623225
1960-07-01,22.4866527807
1960-10-01,24.2534192755
1961-01-01,26.0088125321
1961-04-01,25.7820797898
1961-07-01,25.9660045021
1961-10-01,27.0604655101
1962-01-01,26.4040520451
1962-04-01,21.2911584174
1962-07-01,21.9467945097
1962-10-01,25.4789265480
1963-01-01,25.8819896311
1963-04-01,26.5992836293
1963-07-01,27.1890278574
1963-10-01,25.8104987582
1964-01-01,26.8058198799
1964-04-01,27.1130369512
1964-07-01,27.4434632478
1964-10-01,27.5156117676
1965-01-01,27.7387057407
1965-04-01,26.6384232126
1965-07-01,27.9623901283
1965-10-01,28.7471998258
1966-01-01,27.8072013939
1966-04-01,26.5237793484
1966-07-01,24.0979459635
1966-10-01,24.9961868558
1967-01-01,27.0598595882
1967-04-01,26.9945011695
1967-07-01,27.7985861625
1967-10-01,28.0507059489
1968-01-01,26.1315736546
1968-04-01,28.3321451358
1968-07-01,28.2088754022
1968-10-01,30.0278217396
1969-01-01,28.4718554094
1969-04-01,27.1343253268
1969-07-01,26.2465937281
1969-10-01,24.6143438240
1970-01-01,23.7831631355
1970-04-01,19.3996440293
1970-07-01,21.5731643334
1970-10-01,22.8129088380
1971-01-01,24.0893328912
1971-04-01,23.5821194372
1971-07-01,22.8421671685
1971-10-01,23.7072926724
1972-01-01,24.2514966046
1972-04-01,23.7501706457
1972-07-01,23.6811777113
1972-10-01,25.7103980394
1973-01-01,23.6741486114
1973-04-01,21.6899694128
1973-07-01,22.1974045055
1973-10-01,18.7479322245
