observation_date,TDSP_20080515
1980-01-01,11.13
1980-04-01,11.16
1980-07-01,10.88
1980-10-01,10.58
1981-01-01,10.62
1981-04-01,10.73
1981-07-01,10.60
1981-10-01,10.64
1982-01-01,10.71
1982-04-01,10.75
1982-07-01,10.66
1982-10-01,10.61
1983-01-01,10.57
1983-04-01,10.57
1983-07-01,10.57
1983-10-01,10.62
1984-01-01,10.64
1984-04-01,10.76
1984-07-01,10.85
1984-10-01,10.98
1985-01-01,11.29
1985-04-01,11.38
1985-07-01,11.74
1985-10-01,11.85
1986-01-01,11.87
1986-04-01,11.97
1986-07-01,12.12
1986-10-01,12.29
1987-01-01,12.12
1987-04-01,12.29
1987-07-01,12.16
1987-10-01,12.00
1988-01-01,11.94
1988-04-01,11.93
1988-07-01,11.90
1988-10-01,11.77
1989-01-01,11.73
1989-04-01,11.92
1989-07-01,12.01
1989-10-01,12.05
1990-01-01,11.99
1990-04-01,11.97
1990-07-01,11.96
1990-10-01,11.98
1991-01-01,11.95
1991-04-01,11.81
1991-07-01,11.71
1991-10-01,11.53
1992-01-01,11.28
1992-04-01,11.13
1992-07-01,10.99
1992-10-01,10.80
1993-01-01,11.02
1993-04-01,10.84
1993-07-01,10.91
1993-10-01,10.80
1994-01-01,10.98
1994-04-01,10.97
1994-07-01,11.07
1994-10-01,11.17
1995-01-01,11.38
1995-04-01,11.62
1995-07-01,11.76
1995-10-01,11.85
1996-01-01,11.87
1996-04-01,11.95
1996-07-01,12.03
1996-10-01,12.12
1997-01-01,12.08
1997-04-01,12.12
1997-07-01,12.14
1997-10-01,12.12
1998-01-01,12.01
1998-04-01,12.04
1998-07-01,12.03
1998-10-01,12.08
1999-01-01,12.15
1999-04-01,12.29
1999-07-01,12.43
1999-10-01,12.41
2000-01-01,12.31
2000-04-01,12.50
2000-07-01,12.63
2000-10-01,12.89
2001-01-01,13.00
2001-04-01,13.19
2001-07-01,13.01
2001-10-01,13.42
2002-01-01,13.25
2002-04-01,13.34
2002-07-01,13.52
2002-10-01,13.62
2003-01-01,13.63
2003-04-01,13.58
2003-07-01,13.49
2003-10-01,13.55
2004-01-01,13.50
2004-04-01,13.49
2004-07-01,13.66
2004-10-01,13.58
2005-01-01,13.89
2005-04-01,13.99
2005-07-01,14.14
2005-10-01,14.11
2006-01-01,14.14
2006-04-01,14.32
2006-07-01,14.46
2006-10-01,14.49
2007-01-01,14.30
2007-04-01,14.32
2007-07-01,14.30
2007-10-01,14.32
