observation_date,TDSP_20010115
1980-01-01,13.02
1980-04-01,13.04
1980-07-01,12.70
1980-10-01,12.41
1981-01-01,12.35
1981-04-01,12.49
1981-07-01,12.29
1981-10-01,12.34
1982-01-01,12.44
1982-04-01,12.47
1982-07-01,12.37
1982-10-01,12.32
1983-01-01,12.31
1983-04-01,12.29
1983-07-01,12.27
1983-10-01,12.33
1984-01-01,12.40
1984-04-01,12.54
1984-07-01,12.64
1984-10-01,12.83
1985-01-01,13.19
1985-04-01,13.30
1985-07-01,13.65
1985-10-01,13.74
1986-01-01,13.76
1986-04-01,13.87
1986-07-01,14.01
1986-10-01,14.18
1987-01-01,13.93
1987-04-01,14.04
1987-07-01,13.86
1987-10-01,13.71
1988-01-01,13.62
1988-04-01,13.59
1988-07-01,13.50
1988-10-01,13.35
1989-01-01,13.22
1989-04-01,13.37
1989-07-01,13.49
1989-10-01,13.51
1990-01-01,13.33
1990-04-01,13.27
1990-07-01,13.23
1990-10-01,13.25
1991-01-01,13.12
1991-04-01,12.89
1991-07-01,12.75
1991-10-01,12.57
1992-01-01,12.32
1992-04-01,12.10
1992-07-01,11.99
1992-10-01,11.70
1993-01-01,11.89
1993-04-01,11.67
1993-07-01,11.71
1993-10-01,11.60
1994-01-01,11.78
1994-04-01,11.72
1994-07-01,11.85
1994-10-01,12.01
1995-01-01,12.14
1995-04-01,12.44
1995-07-01,12.59
1995-10-01,12.70
1996-01-01,12.84
1996-04-01,13.00
1996-07-01,13.04
1996-10-01,13.09
1997-01-01,13.12
1997-04-01,13.21
1997-07-01,13.21
1997-10-01,13.17
1998-01-01,13.24
1998-04-01,13.32
1998-07-01,13.31
1998-10-01,13.29
1999-01-01,13.34
1999-04-01,13.39
1999-07-01,13.45
1999-10-01,13.51
2000-01-01,13.61
2000-04-01,13.70
