observation_date,TDSP_20090315
1980-01-01,11.13
1980-04-01,11.16
1980-07-01,10.88
1980-10-01,10.58
1981-01-01,10.62
1981-04-01,10.73
1981-07-01,10.60
1981-10-01,10.64
1982-01-01,10.71
1982-04-01,10.75
1982-07-01,10.66
1982-10-01,10.61
1983-01-01,10.57
1983-04-01,10.57
1983-07-01,10.57
1983-10-01,10.62
1984-01-01,10.64
1984-04-01,10.76
1984-07-01,10.85
1984-10-01,10.98
1985-01-01,11.29
1985-04-01,11.38
1985-07-01,11.74
1985-10-01,11.85
1986-01-01,11.87
1986-04-01,11.97
1986-07-01,12.12
1986-10-01,12.29
1987-01-01,12.13
1987-04-01,12.29
1987-07-01,12.16
1987-10-01,12.01
1988-01-01,11.95
1988-04-01,11.94
1988-07-01,11.90
1988-10-01,11.77
1989-01-01,11.73
1989-04-01,11.92
1989-07-01,12.02
1989-10-01,12.05
1990-01-01,11.99
1990-04-01,11.98
1990-07-01,11.97
1990-10-01,11.99
1991-01-01,11.96
1991-04-01,11.82
1991-07-01,11.72
1991-10-01,11.53
1992-01-01,11.29
1992-04-01,11.14
1992-07-01,10.99
1992-10-01,10.80
1993-01-01,11.02
1993-04-01,10.84
1993-07-01,10.90
1993-10-01,10.79
1994-01-01,10.96
1994-04-01,10.95
1994-07-01,11.04
1994-10-01,11.14
1995-01-01,11.35
1995-04-01,11.58
1995-07-01,11.73
1995-10-01,11.82
1996-01-01,11.83
1996-04-01,11.90
1996-07-01,11.98
1996-10-01,12.06
1997-01-01,12.02
1997-04-01,12.05
1997-07-01,12.07
1997-10-01,12.05
1998-01-01,11.94
1998-04-01,11.98
1998-07-01,11.97
1998-10-01,12.01
1999-01-01,12.09
1999-04-01,12.23
1999-07-01,12.37
1999-10-01,12.36
2000-01-01,12.26
2000-04-01,12.46
2000-07-01,12.60
2000-10-01,12.86
2001-01-01,12.97
2001-04-01,13.17
2001-07-01,12.99
2001-10-01,13.40
2002-01-01,13.24
2002-04-01,13.33
2002-07-01,13.50
2002-10-01,13.61
2003-01-01,13.62
2003-04-01,13.58
2003-07-01,13.47
2003-10-01,13.54
2004-01-01,13.50
2004-04-01,13.49
2004-07-01,13.65
2004-10-01,13.56
2005-01-01,13.92
2005-04-01,14.04
2005-07-01,14.17
2005-10-01,14.10
2006-01-01,14.13
2006-04-01,14.30
2006-07-01,14.39
2006-10-01,14.42
2007-01-01,14.32
2007-04-01,14.39
2007-07-01,14.39
2007-10-01,14.38
2008-01-01,14.34
2008-04-01,13.84
2008-07-01,14.01
