observation_date,GDPC1_19960115
1947-01-01,1239.5
1947-04-01,1247.2
1947-07-01,1255.0
1947-10-01,1269.5
1948-01-01,1284.0
1948-04-01,1295.7
1948-07-01,1303.8
1948-10-01,1316.4
1949-01-01,1305.3
1949-04-01,1302.0
1949-07-01,1312.6
1949-10-01,1301.9
1950-01-01,1350.9
1950-04-01,1393.5
1950-07-01,1445.2
1950-10-01,1484.5
1951-01-01,1504.1
1951-04-01,1548.3
1951-07-01,1585.4
1951-10-01,1596.0
1952-01-01,1607.7
1952-04-01,1612.1
1952-07-01,1621.9
1952-10-01,1657.8
1953-01-01,1687.3
1953-04-01,1695.3
1953-07-01,1687.9
1953-10-01,1671.2
1954-01-01,1660.8
1954-04-01,1658.4
1954-07-01,1677.7
1954-10-01,1698.3
1955-01-01,1742.5
1955-04-01,1758.6
1955-07-01,1778.2
1955-10-01,1793.9
1956-01-01,1787.0
1956-04-01,1798.5
1956-07-01,1802.2
1956-10-01,1826.6
1957-01-01,1836.4
1957-04-01,1834.8
1957-07-01,1851.2
1957-10-01,1830.5
1958-01-01,1790.1
1958-04-01,1804.4
1958-07-01,1840.9
1958-10-01,1880.9
1959-01-01,1904.9
1959-04-01,1937.5
1959-07-01,1930.8
1959-10-01,1941.9
1960-01-01,1976.9
1960-04-01,1971.7
1960-07-01,1973.7
1960-10-01,1961.1
1961-01-01,1977.4
1961-04-01,2006.0
1961-07-01,2035.2
1961-10-01,2076.5
1962-01-01,2103.8
1962-04-01,2125.7
1962-07-01,2142.6
1962-10-01,2140.2
1963-01-01,2170.9
1963-04-01,2199.5
1963-07-01,2237.6
1963-10-01,2254.5
1964-01-01,2311.1
1964-04-01,2329.9
1964-07-01,2357.4
1964-10-01,2364.0
1965-01-01,2410.1
1965-04-01,2442.8
1965-07-01,2485.5
1965-10-01,2543.8
1966-01-01,2596.8
1966-04-01,2601.4
1966-07-01,2626.1
1966-10-01,2640.5
1967-01-01,2657.2
1967-04-01,2669.0
1967-07-01,2699.5
1967-10-01,2715.1
1968-01-01,2752.1
1968-04-01,2796.9
1968-07-01,2816.8
1968-10-01,2821.7
1969-01-01,2864.6
1969-04-01,2867.8
1969-07-01,2884.5
1969-10-01,2875.1
1970-01-01,2867.8
1970-04-01,2859.5
1970-07-01,2895.0
1970-10-01,2873.3
1971-01-01,2939.9
1971-04-01,2944.2
1971-07-01,2962.3
1971-10-01,2977.3
1972-01-01,3037.3
1972-04-01,3089.7
1972-07-01,3125.8
1972-10-01,3175.5
1973-01-01,3253.3
1973-04-01,3267.6
1973-07-01,3264.3
1973-10-01,3289.1
1974-01-01,3259.4
1974-04-01,3267.6
1974-07-01,3239.1
1974-10-01,3226.4
1975-01-01,3154.0
1975-04-01,3190.4
1975-07-01,3249.9
1975-10-01,3292.5
1976-01-01,3356.7
1976-04-01,3369.2
1976-07-01,3381.0
1976-10-01,3416.3
1977-01-01,3466.4
1977-04-01,3525.0
1977-07-01,3574.4
1977-10-01,3567.2
1978-01-01,3591.8
1978-04-01,3707.0
1978-07-01,3735.6
1978-10-01,3779.6
1979-01-01,3780.8
1979-04-01,3784.3
1979-07-01,3807.5
1979-10-01,3814.6
1980-01-01,3830.8
1980-04-01,3732.6
1980-07-01,3733.5
1980-10-01,3808.5
1981-01-01,3860.5
1981-04-01,3844.4
1981-07-01,3864.5
1981-10-01,3803.1
1982-01-01,3756.1
1982-04-01,3771.1
1982-07-01,3754.4
1982-10-01,3759.6
1983-01-01,3783.5
1983-04-01,3886.5
1983-07-01,3944.4
1983-10-01,4012.1
1984-01-01,4089.5
1984-04-01,4144.0
1984-07-01,4166.4
1984-10-01,4194.2
1985-01-01,4221.8
1985-04-01,4254.8
1985-07-01,4309.0
1985-10-01,4333.5
1986-01-01,4390.5
1986-04-01,4387.7
1986-07-01,4412.6
1986-10-01,4427.1
1987-01-01,4460.0
1987-04-01,4515.3
1987-07-01,4559.3
1987-10-01,4625.5
1988-01-01,4655.3
1988-04-01,4704.8
1988-07-01,4734.5
1988-10-01,4779.7
1989-01-01,4817.6
1989-04-01,4839.0
1989-07-01,4839.0
1989-10-01,4856.7
1990-01-01,4898.3
1990-04-01,4917.1
1990-07-01,4906.5
1990-10-01,4867.2
1991-01-01,4842.0
1991-04-01,4867.9
1991-07-01,4879.9
1991-10-01,4880.8
1992-01-01,4918.5
1992-04-01,4947.5
1992-07-01,4990.5
1992-10-01,5060.7
1993-01-01,5075.3
1993-04-01,5105.4
1993-07-01,5139.4
1993-10-01,5218.0
1994-01-01,5261.1
1994-04-01,5314.1
1994-07-01,5367.0
1994-10-01,5433.8
1995-01-01,5470.1
1995-04-01,5487.8
1995-07-01,5544.6
