observation_date,TDSP_20010815
1980-01-01,13.12
1980-04-01,13.14
1980-07-01,12.82
1980-10-01,12.53
1981-01-01,12.47
1981-04-01,12.64
1981-07-01,12.44
1981-10-01,12.49
1982-01-01,12.59
1982-04-01,12.63
1982-07-01,12.54
1982-10-01,12.49
1983-01-01,12.48
1983-04-01,12.46
1983-07-01,12.44
1983-10-01,12.51
1984-01-01,12.56
1984-04-01,12.71
1984-07-01,12.79
1984-10-01,12.99
1985-01-01,13.36
1985-04-01,13.45
1985-07-01,13.82
1985-10-01,13.94
1986-01-01,13.96
1986-04-01,14.07
1986-07-01,14.20
1986-10-01,14.38
1987-01-01,14.10
1987-04-01,14.23
1987-07-01,14.06
1987-10-01,13.89
1988-01-01,13.81
1988-04-01,13.78
1988-07-01,13.67
1988-10-01,13.52
1989-01-01,13.39
1989-04-01,13.54
1989-07-01,13.67
1989-10-01,13.70
1990-01-01,13.51
1990-04-01,13.45
1990-07-01,13.40
1990-10-01,13.41
1991-01-01,13.32
1991-04-01,13.09
1991-07-01,12.96
1991-10-01,12.77
1992-01-01,12.46
1992-04-01,12.25
1992-07-01,12.13
1992-10-01,11.85
1993-01-01,12.05
1993-04-01,11.83
1993-07-01,11.88
1993-10-01,11.76
1994-01-01,11.94
1994-04-01,11.89
1994-07-01,12.02
1994-10-01,12.17
1995-01-01,12.35
1995-04-01,12.65
1995-07-01,12.81
1995-10-01,12.89
1996-01-01,13.03
1996-04-01,13.19
1996-07-01,13.21
1996-10-01,13.26
1997-01-01,13.32
1997-04-01,13.43
1997-07-01,13.42
1997-10-01,13.35
1998-01-01,13.34
1998-04-01,13.39
1998-07-01,13.40
1998-10-01,13.40
1999-01-01,13.46
1999-04-01,13.52
1999-07-01,13.59
1999-10-01,13.65
2000-01-01,13.79
2000-04-01,13.91
2000-07-01,14.06
2000-10-01,14.26
2001-01-01,14.35
