observation_date,INDPRO_20060115
1921-01-01,4.449
1921-02-01,4.359
1921-03-01,4.239
1921-04-01,4.239
1921-05-01,4.359
1921-06-01,4.329
1921-07-01,4.299
1921-08-01,4.449
1921-09-01,4.479
1921-10-01,4.750
1921-11-01,4.690
1921-12-01,4.660
1922-01-01,4.840
1922-02-01,5.051
1922-03-01,5.321
1922-04-01,5.141
1922-05-01,5.411
1922-06-01,5.682
1922-07-01,5.682
1922-08-01,5.562
1922-09-01,5.862
1922-10-01,6.193
1922-11-01,6.463
1922-12-01,6.644
1923-01-01,6.494
1923-02-01,6.584
1923-03-01,6.794
1923-04-01,6.944
1923-05-01,7.035
1923-06-01,6.975
1923-07-01,6.914
1923-08-01,6.794
1923-09-01,6.644
1923-10-01,6.614
1923-11-01,6.614
1923-12-01,6.463
1924-01-01,6.614
1924-02-01,6.734
1924-03-01,6.614
1924-04-01,6.403
1924-05-01,6.133
1924-06-01,5.862
1924-07-01,5.772
1924-08-01,5.982
1924-09-01,6.193
1924-10-01,6.343
1924-11-01,6.464
1924-12-01,6.644
1925-01-01,6.854
1925-02-01,6.854
1925-03-01,6.854
1925-04-01,6.914
1925-05-01,6.884
1925-06-01,6.824
1925-07-01,7.005
1925-08-01,6.884
1925-09-01,6.794
1925-10-01,7.065
1925-11-01,7.215
1925-12-01,7.305
1926-01-01,7.185
1926-02-01,7.185
1926-03-01,7.275
1926-04-01,7.275
1926-05-01,7.215
1926-06-01,7.305
1926-07-01,7.335
1926-08-01,7.426
1926-09-01,7.546
1926-10-01,7.546
1926-11-01,7.516
1926-12-01,7.486
1927-01-01,7.456
1927-02-01,7.516
1927-03-01,7.606
1927-04-01,7.426
1927-05-01,7.486
1927-06-01,7.456
1927-07-01,7.365
1927-08-01,7.365
1927-09-01,7.245
1927-10-01,7.095
1927-11-01,7.095
1927-12-01,7.125
1928-01-01,7.275
1928-02-01,7.335
1928-03-01,7.395
1928-04-01,7.365
1928-05-01,7.456
1928-06-01,7.516
1928-07-01,7.606
1928-08-01,7.756
1928-09-01,7.816
1928-10-01,7.967
1928-11-01,8.117
1928-12-01,8.267
1929-01-01,8.388
1929-02-01,8.357
1929-03-01,8.388
1929-04-01,8.538
1929-05-01,8.688
1929-06-01,8.748
1929-07-01,8.869
1929-08-01,8.778
1929-09-01,8.718
1929-10-01,8.568
1929-11-01,8.147
1929-12-01,7.786
1930-01-01,7.786
1930-02-01,7.756
1930-03-01,7.636
1930-04-01,7.576
1930-05-01,7.456
1930-06-01,7.245
1930-07-01,6.914
1930-08-01,6.764
1930-09-01,6.644
1930-10-01,6.463
1930-11-01,6.313
1930-12-01,6.163
1931-01-01,6.133
1931-02-01,6.163
1931-03-01,6.283
1931-04-01,6.313
1931-05-01,6.223
1931-06-01,6.073
1931-07-01,5.982
1931-08-01,5.772
1931-09-01,5.501
1931-10-01,5.291
1931-11-01,5.231
1931-12-01,5.201
1932-01-01,5.051
1932-02-01,4.930
1932-03-01,4.870
1932-04-01,4.539
1932-05-01,4.389
1932-06-01,4.239
1932-07-01,4.119
1932-08-01,4.239
1932-09-01,4.509
1932-10-01,4.660
1932-11-01,4.660
1932-12-01,4.570
1933-01-01,4.479
1933-02-01,4.509
1933-03-01,4.239
1933-04-01,4.539
1933-05-01,5.291
1933-06-01,6.103
1933-07-01,6.674
1933-08-01,6.403
1933-09-01,6.043
1933-10-01,5.742
1933-11-01,5.411
1933-12-01,5.441
1934-01-01,5.622
1934-02-01,5.892
1934-03-01,6.163
1934-04-01,6.163
1934-05-01,6.283
1934-06-01,6.163
1934-07-01,5.742
1934-08-01,5.682
1934-09-01,5.351
1934-10-01,5.592
1934-11-01,5.652
1934-12-01,6.013
1935-01-01,6.494
1935-02-01,6.614
1935-03-01,6.584
1935-04-01,6.463
1935-05-01,6.463
1935-06-01,6.554
1935-07-01,6.554
1935-08-01,6.794
1935-09-01,6.975
1935-10-01,7.185
1935-11-01,7.335
1935-12-01,7.426
1936-01-01,7.305
1936-02-01,7.125
1936-03-01,7.215
1936-04-01,7.666
1936-05-01,7.816
1936-06-01,7.967
1936-07-01,8.117
1936-08-01,8.237
1936-09-01,8.388
1936-10-01,8.508
1936-11-01,8.748
1936-12-01,9.019
1937-01-01,8.989
1937-02-01,9.109
1937-03-01,9.319
1937-04-01,9.319
1937-05-01,9.350
1937-06-01,9.229
1937-07-01,9.289
1937-08-01,9.229
1937-09-01,8.929
1937-10-01,8.267
1937-11-01,7.456
1937-12-01,6.794
1938-01-01,6.644
1938-02-01,6.584
1938-03-01,6.584
1938-04-01,6.463
1938-05-01,6.313
1938-06-01,6.373
1938-07-01,6.734
1938-08-01,7.095
1938-09-01,7.305
1938-10-01,7.486
1938-11-01,7.786
1938-12-01,7.876
1939-01-01,7.876
1939-02-01,7.937
1939-03-01,7.967
1939-04-01,7.937
1939-05-01,7.907
1939-06-01,8.087
1939-07-01,8.327
1939-08-01,8.448
1939-09-01,8.959
1939-10-01,9.410
1939-11-01,9.650
1939-12-01,9.650
1940-01-01,9.530
1940-02-01,9.229
1940-03-01,9.019
1940-04-01,9.199
1940-05-01,9.470
1940-06-01,9.770
1940-07-01,9.891
1940-08-01,9.951
1940-09-01,10.161
1940-10-01,10.312
1940-11-01,10.552
1940-12-01,10.913
1941-01-01,11.183
1941-02-01,11.514
1941-03-01,11.875
1941-04-01,11.905
1941-05-01,12.446
1941-06-01,12.536
1941-07-01,12.686
1941-08-01,12.837
1941-09-01,12.837
1941-10-01,12.957
1941-11-01,13.017
1941-12-01,13.228
1942-01-01,13.498
1942-02-01,13.739
1942-03-01,13.889
1942-04-01,13.498
1942-05-01,13.528
1942-06-01,13.558
1942-07-01,13.889
1942-08-01,14.310
1942-09-01,14.641
1942-10-01,15.122
1942-11-01,15.482
1942-12-01,15.843
1943-01-01,15.993
1943-02-01,16.414
1943-03-01,16.535
1943-04-01,16.745
1943-05-01,16.865
1943-06-01,16.775
1943-07-01,17.286
1943-08-01,17.647
1943-09-01,18.098
1943-10-01,18.368
1943-11-01,18.609
1943-12-01,18.368
1944-01-01,18.579
1944-02-01,18.729
1944-03-01,18.699
1944-04-01,18.699
1944-05-01,18.579
1944-06-01,18.519
1944-07-01,18.489
1944-08-01,18.729
1944-09-01,18.609
1944-10-01,18.669
1944-11-01,18.519
1944-12-01,18.459
1945-01-01,18.278
1945-02-01,18.218
1945-03-01,18.098
1945-04-01,17.767
1945-05-01,17.286
1945-06-01,16.895
1945-07-01,16.504
1945-08-01,14.791
1945-09-01,13.468
1945-10-01,12.927
1945-11-01,13.408
1945-12-01,13.468
1946-01-01,12.717
1946-02-01,12.085
1946-03-01,13.348
1946-04-01,13.107
1946-05-01,12.626
1946-06-01,13.408
1946-07-01,13.859
1946-08-01,14.370
1946-09-01,14.641
1946-10-01,14.911
1946-11-01,15.001
1946-12-01,15.092
1947-01-01,15.272
1947-02-01,15.362
1947-03-01,15.452
1947-04-01,15.332
1947-05-01,15.392
1947-06-01,15.392
1947-07-01,15.302
1947-08-01,15.392
1947-09-01,15.512
1947-10-01,15.663
1947-11-01,15.873
1947-12-01,15.933
1948-01-01,16.023
1948-02-01,16.054
1948-03-01,15.873
1948-04-01,15.903
1948-05-01,16.174
1948-06-01,16.384
1948-07-01,16.384
1948-08-01,16.324
1948-09-01,16.204
1948-10-01,16.324
1948-11-01,16.114
1948-12-01,15.963
1949-01-01,15.813
1949-02-01,15.663
1949-03-01,15.362
1949-04-01,15.272
1949-05-01,15.061
1949-06-01,15.031
1949-07-01,15.001
1949-08-01,15.152
1949-09-01,15.302
1949-10-01,14.731
1949-11-01,15.122
1949-12-01,15.392
1950-01-01,15.663
1950-02-01,15.723
1950-03-01,16.234
1950-04-01,16.775
1950-05-01,17.166
1950-06-01,17.677
1950-07-01,18.248
1950-08-01,18.819
1950-09-01,18.699
1950-10-01,18.819
1950-11-01,18.789
1950-12-01,19.120
1951-01-01,19.180
1951-02-01,19.300
1951-03-01,19.390
1951-04-01,19.421
1951-05-01,19.360
1951-06-01,19.270
1951-07-01,18.970
1951-08-01,18.789
1951-09-01,18.909
1951-10-01,18.879
1951-11-01,19.030
1951-12-01,19.150
1952-01-01,19.360
1952-02-01,19.481
1952-03-01,19.541
1952-04-01,19.360
1952-05-01,19.180
1952-06-01,19.000
1952-07-01,18.699
1952-08-01,19.902
1952-09-01,20.623
1952-10-01,20.834
1952-11-01,21.254
1952-12-01,21.375
1953-01-01,21.435
1953-02-01,21.555
1953-03-01,21.735
1953-04-01,21.826
1953-05-01,21.946
1953-06-01,21.856
1953-07-01,22.126
1953-08-01,22.006
1953-09-01,21.555
1953-10-01,21.375
1953-11-01,20.864
1953-12-01,20.353
1954-01-01,20.202
1954-02-01,20.262
1954-03-01,20.142
1954-04-01,20.022
1954-05-01,20.142
1954-06-01,20.202
1954-07-01,20.232
1954-08-01,20.202
1954-09-01,20.232
1954-10-01,20.473
1954-11-01,20.803
1954-12-01,21.074
1955-01-01,21.555
1955-02-01,21.826
1955-03-01,22.337
1955-04-01,22.607
1955-05-01,22.968
1955-06-01,22.998
1955-07-01,23.178
1955-08-01,23.148
1955-09-01,23.299
1955-10-01,23.689
1955-11-01,23.750
1955-12-01,23.840
1956-01-01,23.990
1956-02-01,23.780
1956-03-01,23.780
1956-04-01,23.960
1956-05-01,23.750
1956-06-01,23.539
1956-07-01,22.818
1956-08-01,23.750
1956-09-01,24.291
1956-10-01,24.501
1956-11-01,24.291
1956-12-01,24.651
1957-01-01,24.561
1957-02-01,24.802
1957-03-01,24.772
1957-04-01,24.441
1957-05-01,24.351
1957-06-01,24.411
1957-07-01,24.561
1957-08-01,24.561
1957-09-01,24.351
1957-10-01,23.990
1957-11-01,23.419
1957-12-01,22.968
1958-01-01,22.547
1958-02-01,22.066
1958-03-01,21.796
1958-04-01,21.435
1958-05-01,21.645
1958-06-01,22.216
1958-07-01,22.547
1958-08-01,22.998
1958-09-01,23.208
1958-10-01,23.479
1958-11-01,24.170
1958-12-01,24.201
1959-01-01,24.561
1959-02-01,25.042
1959-03-01,25.403
1959-04-01,25.944
1959-05-01,26.335
1959-06-01,26.365
1959-07-01,25.734
1959-08-01,24.862
1959-09-01,24.832
1959-10-01,24.652
1959-11-01,24.802
1959-12-01,26.335
1960-01-01,27.026
1960-02-01,26.786
1960-03-01,26.545
1960-04-01,26.335
1960-05-01,26.305
1960-06-01,25.974
1960-07-01,25.884
1960-08-01,25.854
1960-09-01,25.583
1960-10-01,25.553
1960-11-01,25.193
1960-12-01,24.712
1961-01-01,24.742
1961-02-01,24.712
1961-03-01,24.862
1961-04-01,25.373
1961-05-01,25.764
1961-06-01,26.125
1961-07-01,26.425
1961-08-01,26.666
1961-09-01,26.636
1961-10-01,27.147
1961-11-01,27.568
1961-12-01,27.808
1962-01-01,27.568
1962-02-01,28.019
1962-03-01,28.169
1962-04-01,28.229
1962-05-01,28.199
1962-06-01,28.139
1962-07-01,28.409
1962-08-01,28.439
1962-09-01,28.620
1962-10-01,28.650
1962-11-01,28.770
1962-12-01,28.770
1963-01-01,28.981
1963-02-01,29.311
1963-03-01,29.492
1963-04-01,29.762
1963-05-01,30.123
1963-06-01,30.213
1963-07-01,30.093
1963-08-01,30.153
1963-09-01,30.454
1963-10-01,30.664
1963-11-01,30.814
1963-12-01,30.754
1964-01-01,31.025
1964-02-01,31.235
1964-03-01,31.235
1964-04-01,31.746
1964-05-01,31.927
1964-06-01,32.017
1964-07-01,32.227
1964-08-01,32.438
1964-09-01,32.558
1964-10-01,32.107
1964-11-01,33.099
1964-12-01,33.490
1965-01-01,33.851
1965-02-01,34.061
1965-03-01,34.512
1965-04-01,34.662
1965-05-01,34.933
1965-06-01,35.204
1965-07-01,35.534
1965-08-01,35.685
1965-09-01,35.775
1965-10-01,36.136
1965-11-01,36.286
1965-12-01,36.737
1966-01-01,37.097
1966-02-01,37.338
1966-03-01,37.849
1966-04-01,37.909
1966-05-01,38.270
1966-06-01,38.450
1966-07-01,38.661
1966-08-01,38.691
1966-09-01,39.052
1966-10-01,39.322
1966-11-01,39.052
1966-12-01,39.142
1967-01-01,39.326
1967-02-01,38.880
1967-03-01,38.661
1967-04-01,39.026
1967-05-01,38.685
1967-06-01,38.681
1967-07-01,38.592
1967-08-01,39.332
1967-09-01,39.268
1967-10-01,39.588
1967-11-01,40.154
1967-12-01,40.586
1968-01-01,40.543
1968-02-01,40.688
1968-03-01,40.815
1968-04-01,40.874
1968-05-01,41.333
1968-06-01,41.484
1968-07-01,41.421
1968-08-01,41.536
1968-09-01,41.694
1968-10-01,41.776
1968-11-01,42.317
1968-12-01,42.451
1969-01-01,42.707
1969-02-01,42.981
1969-03-01,43.318
1969-04-01,43.158
1969-05-01,42.995
1969-06-01,43.415
1969-07-01,43.644
1969-08-01,43.745
1969-09-01,43.735
1969-10-01,43.748
1969-11-01,43.335
1969-12-01,43.219
1970-01-01,42.419
1970-02-01,42.391
1970-03-01,42.336
1970-04-01,42.227
1970-05-01,42.178
1970-06-01,42.041
1970-07-01,42.144
1970-08-01,42.069
1970-09-01,41.779
1970-10-01,40.944
1970-11-01,40.696
1970-12-01,41.630
1971-01-01,41.950
1971-02-01,41.870
1971-03-01,41.825
1971-04-01,42.060
1971-05-01,42.273
1971-06-01,42.451
1971-07-01,42.327
1971-08-01,42.082
1971-09-01,42.766
1971-10-01,43.086
1971-11-01,43.269
1971-12-01,43.768
1972-01-01,44.807
1972-02-01,45.213
1972-03-01,45.555
1972-04-01,46.012
1972-05-01,46.021
1972-06-01,46.162
1972-07-01,46.171
1972-08-01,46.766
1972-09-01,47.114
1972-10-01,47.755
1972-11-01,48.318
1972-12-01,48.853
1973-01-01,49.156
1973-02-01,49.904
1973-03-01,49.909
1973-04-01,49.818
1973-05-01,50.165
1973-06-01,50.203
1973-07-01,50.427
1973-08-01,50.336
1973-09-01,50.778
1973-10-01,51.116
1973-11-01,51.357
1973-12-01,51.233
1974-01-01,50.866
1974-02-01,50.714
1974-03-01,50.714
1974-04-01,50.648
1974-05-01,50.953
1974-06-01,50.886
1974-07-01,50.890
1974-08-01,50.428
1974-09-01,50.458
1974-10-01,50.266
1974-11-01,48.618
1974-12-01,46.897
1975-01-01,46.268
1975-02-01,45.151
1975-03-01,44.676
1975-04-01,44.702
1975-05-01,44.624
1975-06-01,44.925
1975-07-01,45.398
1975-08-01,45.832
1975-09-01,46.426
1975-10-01,46.597
1975-11-01,46.717
1975-12-01,47.301
1976-01-01,47.994
1976-02-01,48.409
1976-03-01,48.448
1976-04-01,48.771
1976-05-01,48.964
1976-06-01,48.963
1976-07-01,49.234
1976-08-01,49.589
1976-09-01,49.711
1976-10-01,49.782
1976-11-01,50.524
1976-12-01,51.045
1977-01-01,50.758
1977-02-01,51.517
1977-03-01,52.162
1977-04-01,52.638
1977-05-01,53.048
1977-06-01,53.416
1977-07-01,53.553
1977-08-01,53.611
1977-09-01,53.855
1977-10-01,54.012
1977-11-01,54.025
1977-12-01,54.116
1978-01-01,53.396
1978-02-01,53.627
1978-03-01,54.614
1978-04-01,55.740
1978-05-01,55.920
1978-06-01,56.316
1978-07-01,56.297
1978-08-01,56.493
1978-09-01,56.617
1978-10-01,57.122
1978-11-01,57.551
1978-12-01,57.890
1979-01-01,57.494
1979-02-01,57.843
1979-03-01,58.031
1979-04-01,57.463
1979-05-01,57.848
1979-06-01,57.846
1979-07-01,57.743
1979-08-01,57.349
1979-09-01,57.398
1979-10-01,57.700
1979-11-01,57.651
1979-12-01,57.715
1980-01-01,57.963
1980-02-01,57.990
1980-03-01,57.801
1980-04-01,56.659
1980-05-01,55.226
1980-06-01,54.519
1980-07-01,54.161
1980-08-01,54.349
1980-09-01,55.221
1980-10-01,55.897
1980-11-01,56.858
1980-12-01,57.190
1981-01-01,56.875
1981-02-01,56.564
1981-03-01,56.887
1981-04-01,56.614
1981-05-01,57.013
1981-06-01,57.300
1981-07-01,57.681
1981-08-01,57.684
1981-09-01,57.325
1981-10-01,56.894
1981-11-01,56.287
1981-12-01,55.674
1982-01-01,54.613
1982-02-01,55.662
1982-03-01,55.267
1982-04-01,54.778
1982-05-01,54.421
1982-06-01,54.211
1982-07-01,54.021
1982-08-01,53.561
1982-09-01,53.343
1982-10-01,52.907
1982-11-01,52.678
1982-12-01,52.244
1983-01-01,53.227
1983-02-01,52.902
1983-03-01,53.374
1983-04-01,54.003
1983-05-01,54.413
1983-06-01,54.716
1983-07-01,55.587
1983-08-01,56.192
1983-09-01,57.044
1983-10-01,57.540
1983-11-01,57.709
1983-12-01,57.984
1984-01-01,59.173
1984-02-01,59.448
1984-03-01,59.740
1984-04-01,60.111
1984-05-01,60.405
1984-06-01,60.616
1984-07-01,60.793
1984-08-01,60.856
1984-09-01,60.762
1984-10-01,60.697
1984-11-01,60.928
1984-12-01,60.990
1985-01-01,60.829
1985-02-01,61.091
1985-03-01,61.190
1985-04-01,61.095
1985-05-01,61.141
1985-06-01,61.166
1985-07-01,60.776
1985-08-01,61.057
1985-09-01,61.312
1985-10-01,61.078
1985-11-01,61.287
1985-12-01,61.913
1986-01-01,62.227
1986-02-01,61.737
1986-03-01,61.359
1986-04-01,61.388
1986-05-01,61.500
1986-06-01,61.297
1986-07-01,61.669
1986-08-01,61.576
1986-09-01,61.695
1986-10-01,61.948
1986-11-01,62.239
1986-12-01,62.795
1987-01-01,62.600
1987-02-01,63.383
1987-03-01,63.489
1987-04-01,63.844
1987-05-01,64.274
1987-06-01,64.591
1987-07-01,64.985
1987-08-01,65.433
1987-09-01,65.605
1987-10-01,66.563
1987-11-01,66.907
1987-12-01,67.213
1988-01-01,67.248
1988-02-01,67.466
1988-03-01,67.635
1988-04-01,67.950
1988-05-01,67.923
1988-06-01,68.080
1988-07-01,68.199
1988-08-01,68.519
1988-09-01,68.307
1988-10-01,68.725
1988-11-01,68.845
1988-12-01,69.132
1989-01-01,69.309
1989-02-01,68.977
1989-03-01,69.176
1989-04-01,69.131
1989-05-01,68.667
1989-06-01,68.669
1989-07-01,68.036
1989-08-01,68.681
1989-09-01,68.454
1989-10-01,68.395
1989-11-01,68.598
1989-12-01,69.076
1990-01-01,68.677
1990-02-01,69.266
1990-03-01,69.595
1990-04-01,69.573
1990-05-01,69.621
1990-06-01,69.816
1990-07-01,69.715
1990-08-01,69.912
1990-09-01,70.040
1990-10-01,69.536
1990-11-01,68.715
1990-12-01,68.230
1991-01-01,67.891
1991-02-01,67.422
1991-03-01,67.103
1991-04-01,67.235
1991-05-01,67.926
1991-06-01,68.593
