observation_date,INDPRO_19600215
1919-01-01,24.5
1919-02-01,23.5
1919-03-01,22.7
1919-04-01,23.2
1919-05-01,23.3
1919-06-01,24.8
1919-07-01,26.1
1919-08-01,26.7
1919-09-01,26.1
1919-10-01,25.8
1919-11-01,25.4
1919-12-01,25.8
1920-01-01,28.2
1920-02-01,28.2
1920-03-01,27.8
1920-04-01,26.2
1920-05-01,26.9
1920-06-01,27.1
1920-07-01,26.4
1920-08-01,26.6
1920-09-01,25.6
1920-10-01,24.7
1920-11-01,22.7
1920-12-01,21.3
1921-01-01,20.0
1921-02-01,19.7
1921-03-01,19.1
1921-04-01,19.1
1921-05-01,19.6
1921-06-01,19.5
1921-07-01,19.3
1921-08-01,20.0
1921-09-01,20.2
1921-10-01,21.3
1921-11-01,21.2
1921-12-01,21.0
1922-01-01,21.9
1922-02-01,22.7
1922-03-01,23.9
1922-04-01,23.1
1922-05-01,24.3
1922-06-01,25.5
1922-07-01,25.6
1922-08-01,25.0
1922-09-01,26.3
1922-10-01,27.9
1922-11-01,29.0
1922-12-01,29.8
1923-01-01,29.3
1923-02-01,29.6
1923-03-01,30.6
1923-04-01,31.3
1923-05-01,31.7
1923-06-01,31.4
1923-07-01,31.1
1923-08-01,30.5
1923-09-01,29.9
1923-10-01,29.7
1923-11-01,29.7
1923-12-01,29.1
1924-01-01,29.7
1924-02-01,30.3
1924-03-01,29.8
1924-04-01,28.8
1924-05-01,27.6
1924-06-01,26.4
1924-07-01,26.0
1924-08-01,26.6
1924-09-01,27.9
1924-10-01,28.5
1924-11-01,29.0
1924-12-01,29.9
1925-01-01,30.8
1925-02-01,30.9
1925-03-01,30.8
1925-04-01,31.0
1925-05-01,31.0
1925-06-01,30.8
1925-07-01,31.4
1925-08-01,31.0
1925-09-01,30.6
1925-10-01,31.7
1925-11-01,32.5
1925-12-01,32.9
1926-01-01,32.3
1926-02-01,32.4
1926-03-01,32.8
1926-04-01,32.7
1926-05-01,32.5
1926-06-01,32.9
1926-07-01,33.0
1926-08-01,33.4
1926-09-01,34.0
1926-10-01,33.9
1926-11-01,33.8
1926-12-01,33.7
1927-01-01,33.5
1927-02-01,33.8
1927-03-01,34.3
1927-04-01,33.4
1927-05-01,33.7
1927-06-01,33.5
1927-07-01,33.1
1927-08-01,33.2
1927-09-01,32.6
1927-10-01,32.0
1927-11-01,31.9
1927-12-01,32.2
1928-01-01,32.7
1928-02-01,33.0
1928-03-01,33.2
1928-04-01,33.1
1928-05-01,33.6
1928-06-01,33.8
1928-07-01,34.2
1928-08-01,34.9
1928-09-01,35.2
1928-10-01,35.9
1928-11-01,36.8
1928-12-01,37.3
1929-01-01,37.7
1929-02-01,37.6
1929-03-01,37.7
1929-04-01,38.4
1929-05-01,39.0
1929-06-01,39.5
1929-07-01,39.9
1929-08-01,39.6
1929-09-01,39.2
1929-10-01,38.6
1929-11-01,36.7
1929-12-01,35.0
1930-01-01,35.1
1930-02-01,34.9
1930-03-01,34.3
1930-04-01,34.2
1930-05-01,33.6
1930-06-01,32.6
1930-07-01,31.2
1930-08-01,30.3
1930-09-01,29.9
1930-10-01,29.1
1930-11-01,28.4
1930-12-01,27.7
1931-01-01,27.6
1931-02-01,27.8
1931-03-01,28.3
1931-04-01,28.3
1931-05-01,28.0
1931-06-01,27.3
1931-07-01,26.9
1931-08-01,25.9
1931-09-01,24.7
1931-10-01,23.9
1931-11-01,23.6
1931-12-01,23.4
1932-01-01,22.7
1932-02-01,22.2
1932-03-01,21.8
1932-04-01,20.5
1932-05-01,19.8
1932-06-01,19.1
1932-07-01,18.6
1932-08-01,19.1
1932-09-01,20.4
1932-10-01,21.0
1932-11-01,21.0
1932-12-01,20.5
1933-01-01,20.3
1933-02-01,20.2
1933-03-01,19.1
1933-04-01,20.5
1933-05-01,23.9
1933-06-01,27.5
1933-07-01,30.0
1933-08-01,28.6
1933-09-01,27.2
1933-10-01,25.7
1933-11-01,24.3
1933-12-01,24.5
1934-01-01,25.2
1934-02-01,26.4
1934-03-01,27.7
1934-04-01,27.8
1934-05-01,28.2
1934-06-01,27.6
1934-07-01,25.8
1934-08-01,25.5
1934-09-01,24.5
1934-10-01,25.1
1934-11-01,25.3
1934-12-01,27.0
1935-01-01,29.2
1935-02-01,29.7
1935-03-01,29.6
1935-04-01,29.0
1935-05-01,29.0
1935-06-01,29.4
1935-07-01,29.5
1935-08-01,30.5
1935-09-01,31.4
1935-10-01,32.4
1935-11-01,33.0
1935-12-01,33.5
