observation_date,PCEC96_19800815
1959-01-01,431.0
1959-02-01,434.9
1959-03-01,439.6
1959-04-01,437.5
1959-05-01,441.9
1959-06-01,442.8
1959-07-01,441.4
1959-08-01,443.8
1959-09-01,448.1
1959-10-01,445.5
1959-11-01,445.6
1959-12-01,445.7
1960-01-01,446.6
1960-02-01,447.7
1960-03-01,453.2
1960-04-01,460.4
1960-05-01,452.2
1960-06-01,452.7
1960-07-01,453.5
1960-08-01,452.8
1960-09-01,454.5
1960-10-01,456.4
1960-11-01,455.4
1960-12-01,450.4
1961-01-01,451.9
1961-02-01,453.8
1961-03-01,458.8
1961-04-01,458.8
1961-05-01,461.4
1961-06-01,462.1
1961-07-01,460.3
1961-08-01,462.0
1961-09-01,464.3
1961-10-01,467.3
1961-11-01,471.8
1961-12-01,474.3
1962-01-01,474.3
1962-02-01,474.1
1962-03-01,477.6
1962-04-01,479.1
1962-05-01,482.7
1962-06-01,480.3
1962-07-01,482.1
1962-08-01,483.3
1962-09-01,488.2
1962-10-01,486.1
1962-11-01,492.2
1962-12-01,494.2
1963-01-01,494.3
1963-02-01,492.5
1963-03-01,494.9
1963-04-01,496.5
1963-05-01,496.8
1963-06-01,501.6
1963-07-01,504.2
1963-08-01,506.0
1963-09-01,504.3
1963-10-01,504.5
1963-11-01,507.7
1963-12-01,513.1
1964-01-01,514.2
1964-02-01,518.2
1964-03-01,519.9
1964-04-01,520.8
1964-05-01,527.8
1964-06-01,530.5
1964-07-01,533.8
1964-08-01,536.9
1964-09-01,534.3
1964-10-01,537.4
1964-11-01,532.5
1964-12-01,537.9
1965-01-01,541.5
1965-02-01,549.1
1965-03-01,549.5
1965-04-01,553.4
1965-05-01,552.7
1965-06-01,548.1
1965-07-01,554.6
1965-08-01,558.2
1965-09-01,566.7
1965-10-01,574.4
1965-11-01,573.9
1965-12-01,575.1
1966-01-01,578.2
1966-02-01,581.6
1966-03-01,585.5
1966-04-01,585.8
1966-05-01,580.3
1966-06-01,582.2
1966-07-01,587.2
1966-08-01,587.4
1966-09-01,592.4
1966-10-01,589.8
1966-11-01,590.7
1966-12-01,591.8
1967-01-01,594.9
1967-02-01,593.9
1967-03-01,596.5
1967-04-01,602.1
1967-05-01,601.7
1967-06-01,604.9
1967-07-01,602.8
1967-08-01,604.8
1967-09-01,609.9
1967-10-01,604.0
1967-11-01,607.9
1967-12-01,614.6
1968-01-01,616.2
1968-02-01,618.4
1968-03-01,628.0
1968-04-01,624.2
1968-05-01,627.7
1968-06-01,632.1
1968-07-01,638.8
1968-08-01,642.8
1968-09-01,640.8
1968-10-01,643.3
1968-11-01,645.9
1968-12-01,642.8
1969-01-01,649.0
1969-02-01,652.1
1969-03-01,648.8
1969-04-01,653.2
1969-05-01,654.4
1969-06-01,651.5
1969-07-01,653.7
1969-08-01,657.9
1969-09-01,658.7
1969-10-01,661.0
1969-11-01,663.0
1969-12-01,661.7
1970-01-01,664.6
1970-02-01,667.1
1970-03-01,664.5
1970-04-01,666.5
1970-05-01,669.4
1970-06-01,670.1
1970-07-01,671.3
1970-08-01,674.1
1970-09-01,675.2
1970-10-01,670.0
1970-11-01,663.1
1970-12-01,670.9
1971-01-01,681.0
1971-02-01,682.8
1971-03-01,683.1
1971-04-01,688.0
1971-05-01,687.3
1971-06-01,693.4
1971-07-01,688.9
1971-08-01,693.3
1971-09-01,698.7
1971-10-01,699.7
1971-11-01,702.3
1971-12-01,704.8
1972-01-01,708.4
1972-02-01,711.7
1972-03-01,721.1
1972-04-01,725.6
1972-05-01,729.1
1972-06-01,729.5
1972-07-01,736.0
1972-08-01,737.1
1972-09-01,739.3
1972-10-01,749.7
1972-11-01,752.0
1972-12-01,756.7
1973-01-01,762.8
1973-02-01,769.7
1973-03-01,770.5
1973-04-01,766.8
1973-05-01,768.4
1973-06-01,765.2
1973-07-01,772.8
1973-08-01,763.5
1973-09-01,775.0
1973-10-01,767.3
1973-11-01,766.0
1973-12-01,764.2
