observation_date,TDSP_20020515
1980-01-01,13.12
1980-04-01,13.14
1980-07-01,12.82
1980-10-01,12.53
1981-01-01,12.47
1981-04-01,12.64
1981-07-01,12.44
1981-10-01,12.49
1982-01-01,12.59
1982-04-01,12.63
1982-07-01,12.54
1982-10-01,12.49
1983-01-01,12.48
1983-04-01,12.46
1983-07-01,12.44
1983-10-01,12.51
1984-01-01,12.56
1984-04-01,12.71
1984-07-01,12.79
1984-10-01,12.99
1985-01-01,13.36
1985-04-01,13.45
1985-07-01,13.82
1985-10-01,13.93
1986-01-01,13.96
1986-04-01,14.07
1986-07-01,14.20
1986-10-01,14.38
1987-01-01,14.09
1987-04-01,14.19
1987-07-01,13.98
1987-10-01,13.79
1988-01-01,13.70
1988-04-01,13.68
1988-07-01,13.60
1988-10-01,13.47
1989-01-01,13.35
1989-04-01,13.53
1989-07-01,13.67
1989-10-01,13.71
1990-01-01,13.52
1990-04-01,13.46
1990-07-01,13.41
1990-10-01,13.41
1991-01-01,13.31
1991-04-01,13.09
1991-07-01,12.96
1991-10-01,12.77
1992-01-01,12.47
1992-04-01,12.27
1992-07-01,12.17
1992-10-01,11.89
1993-01-01,12.10
1993-04-01,11.89
1993-07-01,11.95
1993-10-01,11.84
1994-01-01,12.02
1994-04-01,11.97
1994-07-01,12.10
1994-10-01,12.25
1995-01-01,12.42
1995-04-01,12.71
1995-07-01,12.86
1995-10-01,12.92
1996-01-01,13.05
1996-04-01,13.21
1996-07-01,13.23
1996-10-01,13.28
1997-01-01,13.34
1997-04-01,13.45
1997-07-01,13.46
1997-10-01,13.39
1998-01-01,13.32
1998-04-01,13.36
1998-07-01,13.38
1998-10-01,13.42
1999-01-01,13.51
1999-04-01,13.60
1999-07-01,13.70
1999-10-01,13.80
2000-01-01,13.85
2000-04-01,13.90
2000-07-01,14.05
2000-10-01,14.13
2001-01-01,14.17
2001-04-01,14.19
2001-07-01,13.88
2001-10-01,14.30
