observation_date,INDPRO_20090415
1919-01-01,5.4404
1919-02-01,5.2000
1919-03-01,5.0497
1919-04-01,5.1399
1919-05-01,5.1699
1919-06-01,5.5006
1919-07-01,5.8312
1919-08-01,5.9214
1919-09-01,5.8011
1919-10-01,5.7410
1919-11-01,5.6508
1919-12-01,5.7410
1920-01-01,6.2820
1920-02-01,6.2821
1920-03-01,6.1618
1920-04-01,5.8312
1920-05-01,5.9815
1920-06-01,6.0416
1920-07-01,5.8913
1920-08-01,5.9214
1920-09-01,5.7110
1920-10-01,5.4705
1920-11-01,5.0196
1920-12-01,4.7191
1921-01-01,4.4485
1921-02-01,4.3584
1921-03-01,4.2381
1921-04-01,4.2381
1921-05-01,4.3584
1921-06-01,4.3283
1921-07-01,4.2982
1921-08-01,4.4485
1921-09-01,4.4786
1921-10-01,4.7491
1921-11-01,4.6890
1921-12-01,4.6589
1922-01-01,4.8393
1922-02-01,5.0497
1922-03-01,5.3202
1922-04-01,5.1399
1922-05-01,5.4104
1922-06-01,5.6809
1922-07-01,5.6809
1922-08-01,5.5607
1922-09-01,5.8612
1922-10-01,6.1919
1922-11-01,6.4624
1922-12-01,6.6427
1923-01-01,6.4925
1923-02-01,6.5826
1923-03-01,6.7930
1923-04-01,6.9433
1923-05-01,7.0335
1923-06-01,6.9734
1923-07-01,6.9133
1923-08-01,6.7930
1923-09-01,6.6427
1923-10-01,6.6127
1923-11-01,6.6127
1923-12-01,6.4624
1924-01-01,6.6127
1924-02-01,6.7329
1924-03-01,6.6127
1924-04-01,6.4023
1924-05-01,6.1318
1924-06-01,5.8612
1924-07-01,5.7711
1924-08-01,5.9815
1924-09-01,6.1919
1924-10-01,6.3422
1924-11-01,6.4624
1924-12-01,6.6427
1925-01-01,6.8531
1925-02-01,6.8531
1925-03-01,6.8532
1925-04-01,6.9133
1925-05-01,6.8832
1925-06-01,6.8231
1925-07-01,7.0034
1925-08-01,6.8832
1925-09-01,6.7930
1925-10-01,7.0635
1925-11-01,7.2138
1925-12-01,7.3040
1926-01-01,7.1838
1926-02-01,7.1838
1926-03-01,7.2740
1926-04-01,7.2740
1926-05-01,7.2138
1926-06-01,7.3040
1926-07-01,7.3341
1926-08-01,7.4242
1926-09-01,7.5445
1926-10-01,7.5445
1926-11-01,7.5144
1926-12-01,7.4844
1927-01-01,7.4543
1927-02-01,7.5144
1927-03-01,7.6046
1927-04-01,7.4242
1927-05-01,7.4844
1927-06-01,7.4543
1927-07-01,7.3641
1927-08-01,7.3641
1927-09-01,7.2439
1927-10-01,7.0936
