observation_date,BOGZ1FL153064486Q_20240815
1945-10-01,22.5179794373
1946-01-01,
1946-04-01,
1946-07-01,
1946-10-01,19.8818536207
1947-01-01,
1947-04-01,
1947-07-01,
1947-10-01,18.3447407947
1948-01-01,
1948-04-01,
1948-07-01,
1948-10-01,17.5622829739
1949-01-01,
1949-04-01,
1949-07-01,
1949-10-01,18.0910321682
1950-01-01,
1950-04-01,
1950-07-01,
1950-10-01,19.4660773251
1951-01-01,
1951-04-01,
1951-07-01,
1951-10-01,20.0951120769
1952-01-01,20.0200273979
1952-04-01,20.3584576660
1952-07-01,20.0877714395
1952-10-01,19.0178491819
1953-01-01,18.6051351382
1953-04-01,17.6926816676
1953-07-01,17.0996386757
1953-10-01,18.1020942544
1954-01-01,18.9029587701
1954-04-01,19.9891409056
1954-07-01,21.1584335247
1954-10-01,21.0777442791
1955-01-01,21.3498032670
1955-04-01,22.6970709499
1955-07-01,23.3358985157
1955-10-01,23.1908312838
1956-01-01,23.9576358254
1956-04-01,23.1287472087
1956-07-01,22.4937517550
1956-10-01,23.5425759443
1957-01-01,22.4094424248
1957-04-01,23.1925888682
1957-07-01,21.2807536300
1957-10-01,21.1114100852
1958-01-01,21.7207744140
1958-04-01,22.4625358812
1958-07-01,23.8575495809
1958-10-01,24.2372683610
1959-01-01,24.4124764795
1959-04-01,24.8991467682
1959-07-01,24.3332202362
1959-10-01,25.1618409757
1960-01-01,23.8568564270
1960-04-01,24.0190951188
1960-07-01,22.5044391920
1960-10-01,24.2720978777
1961-01-01,26.0305426062
1961-04-01,25.8033251007
1961-07-01,25.9879209252
1961-10-01,27.0838968783
1962-01-01,26.4244101898
1962-04-01,21.3003590668
1962-07-01,21.9578326283
1962-10-01,25.4951171779
1963-01-01,25.8947386896
1963-04-01,26.6113956999
1963-07-01,27.2036384951
1963-10-01,25.8301894627
1964-01-01,26.8225211649
1964-04-01,27.1279081487
1964-07-01,27.4598003674
1964-10-01,27.5357965515
1965-01-01,27.7512325107
1965-04-01,26.6468487393
1965-07-01,27.9758473824
1965-10-01,28.7681341584
1966-01-01,27.8201458226
1966-04-01,26.5333145452
1966-07-01,24.1063642066
1966-10-01,25.0105018614
1967-01-01,27.0734795799
1967-04-01,27.0066854509
1967-07-01,27.8137566541
1967-10-01,28.0681562136
1968-01-01,26.1367932892
1968-04-01,28.3345378696
1968-07-01,28.2121012025
1968-10-01,30.0387235947
1969-01-01,28.4715568675
1969-04-01,27.1320083975
1969-07-01,26.2477677485
1969-10-01,24.6232344506
1970-01-01,23.7875215311
1970-04-01,19.3959696790
1970-07-01,21.5757069813
1970-10-01,22.8206851874
1971-01-01,24.0943561655
1971-04-01,23.5837197917
1971-07-01,22.8459393864
1971-10-01,23.7167915670
1972-01-01,24.2575210142
1972-04-01,23.7539077870
1972-07-01,23.6871113143
1972-10-01,25.7221565944
1973-01-01,23.6785945724
1973-04-01,21.6893015012
1973-07-01,22.2028075545
1973-10-01,18.7533177377
