observation_date,INDPRO_20011115
1921-01-01,6.237
1921-02-01,6.111
1921-03-01,5.942
1921-04-01,5.942
1921-05-01,6.111
1921-06-01,6.069
1921-07-01,6.026
1921-08-01,6.237
1921-09-01,6.279
1921-10-01,6.659
1921-11-01,6.574
1921-12-01,6.532
1922-01-01,6.785
1922-02-01,7.080
1922-03-01,7.459
1922-04-01,7.206
1922-05-01,7.586
1922-06-01,7.965
1922-07-01,7.965
1922-08-01,7.796
1922-09-01,8.218
1922-10-01,8.682
1922-11-01,9.061
1922-12-01,9.314
1923-01-01,9.103
1923-02-01,9.229
1923-03-01,9.524
1923-04-01,9.735
1923-05-01,9.862
1923-06-01,9.777
1923-07-01,9.693
1923-08-01,9.524
1923-09-01,9.314
1923-10-01,9.272
1923-11-01,9.271
1923-12-01,9.061
1924-01-01,9.271
1924-02-01,9.440
1924-03-01,9.272
1924-04-01,8.977
1924-05-01,8.597
1924-06-01,8.218
1924-07-01,8.091
1924-08-01,8.386
1924-09-01,8.681
1924-10-01,8.892
1924-11-01,9.061
1924-12-01,9.314
1925-01-01,9.609
1925-02-01,9.609
1925-03-01,9.609
1925-04-01,9.693
1925-05-01,9.651
1925-06-01,9.567
1925-07-01,9.819
1925-08-01,9.651
1925-09-01,9.524
1925-10-01,9.904
1925-11-01,10.114
1925-12-01,10.241
1926-01-01,10.072
1926-02-01,10.072
1926-03-01,10.199
1926-04-01,10.199
1926-05-01,10.114
1926-06-01,10.241
1926-07-01,10.283
1926-08-01,10.409
1926-09-01,10.578
1926-10-01,10.578
1926-11-01,10.536
1926-12-01,10.494
1927-01-01,10.452
1927-02-01,10.536
1927-03-01,10.662
1927-04-01,10.409
1927-05-01,10.494
1927-06-01,10.452
1927-07-01,10.325
1927-08-01,10.325
1927-09-01,10.157
1927-10-01,9.946
1927-11-01,9.946
1927-12-01,9.988
1928-01-01,10.199
1928-02-01,10.283
1928-03-01,10.367
1928-04-01,10.325
1928-05-01,10.452
1928-06-01,10.536
1928-07-01,10.662
1928-08-01,10.873
1928-09-01,10.957
1928-10-01,11.168
1928-11-01,11.379
1928-12-01,11.589
1929-01-01,11.758
1929-02-01,11.716
1929-03-01,11.758
1929-04-01,11.969
1929-05-01,12.179
1929-06-01,12.264
1929-07-01,12.432
1929-08-01,12.306
1929-09-01,12.222
1929-10-01,12.011
1929-11-01,11.421
1929-12-01,10.915
1930-01-01,10.915
1930-02-01,10.873
1930-03-01,10.704
1930-04-01,10.620
1930-05-01,10.452
1930-06-01,10.157
1930-07-01,9.693
1930-08-01,9.482
1930-09-01,9.314
1930-10-01,9.061
1930-11-01,8.850
1930-12-01,8.639
1931-01-01,8.597
1931-02-01,8.639
1931-03-01,8.808
1931-04-01,8.850
1931-05-01,8.724
1931-06-01,8.513
1931-07-01,8.386
1931-08-01,8.091
1931-09-01,7.712
1931-10-01,7.417
1931-11-01,7.333
1931-12-01,7.291
1932-01-01,7.080
1932-02-01,6.911
1932-03-01,6.827
1932-04-01,6.364
1932-05-01,6.153
1932-06-01,5.942
1932-07-01,5.774
1932-08-01,5.942
1932-09-01,6.321
1932-10-01,6.532
1932-11-01,6.532
1932-12-01,6.406
1933-01-01,6.279
1933-02-01,6.321
1933-03-01,5.942
1933-04-01,6.364
1933-05-01,7.417
1933-06-01,8.555
1933-07-01,9.356
1933-08-01,8.977
1933-09-01,8.471
1933-10-01,8.049
1933-11-01,7.586
1933-12-01,7.628
1934-01-01,7.881
1934-02-01,8.260
1934-03-01,8.639
1934-04-01,8.639
1934-05-01,8.808
1934-06-01,8.639
1934-07-01,8.049
1934-08-01,7.965
1934-09-01,7.501
1934-10-01,7.839
1934-11-01,7.923
1934-12-01,8.429
1935-01-01,9.103
1935-02-01,9.271
1935-03-01,9.229
1935-04-01,9.061
1935-05-01,9.061
1935-06-01,9.187
1935-07-01,9.187
1935-08-01,9.524
1935-09-01,9.777
1935-10-01,10.072
1935-11-01,10.283
1935-12-01,10.409
1936-01-01,10.241
1936-02-01,9.988
1936-03-01,10.114
1936-04-01,10.747
1936-05-01,10.957
1936-06-01,11.168
1936-07-01,11.379
1936-08-01,11.547
1936-09-01,11.758
1936-10-01,11.927
1936-11-01,12.264
1936-12-01,12.643
1937-01-01,12.601
1937-02-01,12.769
1937-03-01,13.064
1937-04-01,13.064
1937-05-01,13.107
1937-06-01,12.938
1937-07-01,13.022
1937-08-01,12.938
1937-09-01,12.517
1937-10-01,11.589
1937-11-01,10.452
1937-12-01,9.524
1938-01-01,9.314
1938-02-01,9.229
1938-03-01,9.229
1938-04-01,9.061
1938-05-01,8.850
1938-06-01,8.934
1938-07-01,9.440
1938-08-01,9.946
1938-09-01,10.241
1938-10-01,10.494
1938-11-01,10.915
1938-12-01,11.042
1939-01-01,11.042
1939-02-01,11.126
1939-03-01,11.168
1939-04-01,11.126
1939-05-01,11.084
1939-06-01,11.337
1939-07-01,11.674
1939-08-01,11.842
1939-09-01,12.559
1939-10-01,13.191
1939-11-01,13.528
1939-12-01,13.528
1940-01-01,13.359
1940-02-01,12.938
1940-03-01,12.643
1940-04-01,12.896
1940-05-01,13.275
1940-06-01,13.697
1940-07-01,13.865
1940-08-01,13.949
1940-09-01,14.244
1940-10-01,14.455
1940-11-01,14.792
1940-12-01,15.298
1941-01-01,15.677
1941-02-01,16.141
1941-03-01,16.647
1941-04-01,16.689
1941-05-01,17.447
1941-06-01,17.574
1941-07-01,17.784
1941-08-01,17.995
1941-09-01,17.995
1941-10-01,18.164
1941-11-01,18.248
1941-12-01,18.543
1942-01-01,18.922
1942-02-01,19.259
1942-03-01,19.470
1942-04-01,18.922
1942-05-01,18.964
1942-06-01,19.007
1942-07-01,19.470
1942-08-01,20.060
1942-09-01,20.524
1942-10-01,21.198
1942-11-01,21.704
1942-12-01,22.209
1943-01-01,22.420
1943-02-01,23.010
1943-03-01,23.179
1943-04-01,23.474
1943-05-01,23.642
1943-06-01,23.516
1943-07-01,24.232
1943-08-01,24.738
1943-09-01,25.370
1943-10-01,25.749
1943-11-01,26.087
1943-12-01,25.749
1944-01-01,26.044
1944-02-01,26.255
1944-03-01,26.213
1944-04-01,26.213
1944-05-01,26.045
1944-06-01,25.960
1944-07-01,25.918
1944-08-01,26.255
1944-09-01,26.087
1944-10-01,26.171
1944-11-01,25.960
1944-12-01,25.876
1945-01-01,25.623
1945-02-01,25.539
1945-03-01,25.370
1945-04-01,24.907
1945-05-01,24.232
1945-06-01,23.684
1945-07-01,23.137
1945-08-01,20.734
1945-09-01,18.880
1945-10-01,18.122
1945-11-01,18.796
1945-12-01,18.880
1946-01-01,17.827
1946-02-01,16.942
1946-03-01,18.712
1946-04-01,18.374
1946-05-01,17.700
1946-06-01,18.796
1946-07-01,19.428
1946-08-01,20.144
1946-09-01,20.524
1946-10-01,20.903
1946-11-01,21.029
1946-12-01,21.156
1947-01-01,21.409
1947-02-01,21.535
1947-03-01,21.662
1947-04-01,21.493
1947-05-01,21.577
1947-06-01,21.577
