observation_date,TDSP_20131215
1980-01-01,10.62174
1980-04-01,10.70524
1980-07-01,10.46391
1980-10-01,10.25096
1981-01-01,10.31090
1981-04-01,10.45616
1981-07-01,10.35764
1981-10-01,10.42253
1982-01-01,10.50338
1982-04-01,10.56394
1982-07-01,10.46380
1982-10-01,10.41905
1983-01-01,10.39211
1983-04-01,10.41708
1983-07-01,10.42077
1983-10-01,10.47198
1984-01-01,10.52119
1984-04-01,10.64994
1984-07-01,10.75527
1984-10-01,10.91354
1985-01-01,11.25193
1985-04-01,11.34104
1985-07-01,11.62778
1985-10-01,11.74853
1986-01-01,11.77018
1986-04-01,11.83887
1986-07-01,11.93830
1986-10-01,12.08082
1987-01-01,11.94575
1987-04-01,12.08720
1987-07-01,11.95716
1987-10-01,11.82346
1988-01-01,11.77239
1988-04-01,11.75641
1988-07-01,11.71174
1988-10-01,11.58815
1989-01-01,11.57720
1989-04-01,11.74492
1989-07-01,11.80786
1989-10-01,11.76526
1990-01-01,11.66295
1990-04-01,11.62683
1990-07-01,11.60271
1990-10-01,11.61834
1991-01-01,11.59962
1991-04-01,11.46177
1991-07-01,11.35131
1991-10-01,11.14776
1992-01-01,10.87223
1992-04-01,10.69183
1992-07-01,10.55375
1992-10-01,10.47988
1993-01-01,10.42446
1993-04-01,10.37324
1993-07-01,10.42695
1993-10-01,10.39407
1994-01-01,10.41022
1994-04-01,10.46902
1994-07-01,10.60291
1994-10-01,10.72039
1995-01-01,10.89992
1995-04-01,11.10029
1995-07-01,11.20866
1995-10-01,11.24708
1996-01-01,11.26420
1996-04-01,11.28853
1996-07-01,11.33524
1996-10-01,11.39299
1997-01-01,11.34482
1997-04-01,11.34884
1997-07-01,11.35720
1997-10-01,11.31218
1998-01-01,11.16636
1998-04-01,11.18659
1998-07-01,11.17198
1998-10-01,11.23340
1999-01-01,11.29892
1999-04-01,11.45041
1999-07-01,11.57669
1999-10-01,11.56704
2000-01-01,11.51835
2000-04-01,11.68227
2000-07-01,11.85828
2000-10-01,12.08785
2001-01-01,12.19347
2001-04-01,12.40523
2001-07-01,12.33603
2001-10-01,12.63181
2002-01-01,12.40447
2002-04-01,12.34376
2002-07-01,12.38790
2002-10-01,12.37216
2003-01-01,12.36450
2003-04-01,12.26995
2003-07-01,12.12775
2003-10-01,12.19200
2004-01-01,12.16035
2004-04-01,12.09688
2004-07-01,12.21214
2004-10-01,12.21935
2005-01-01,12.52803
2005-04-01,12.53287
2005-07-01,12.55908
2005-10-01,12.58402
2006-01-01,12.56366
2006-04-01,12.67104
2006-07-01,12.77386
2006-10-01,12.85631
2007-01-01,12.87622
2007-04-01,12.95806
2007-07-01,13.05901
2007-10-01,13.18099
2008-01-01,13.04459
2008-04-01,12.67477
2008-07-01,12.77708
2008-10-01,12.74022
2009-01-01,12.65857
2009-04-01,12.30541
2009-07-01,12.14026
2009-10-01,11.87188
2010-01-01,11.64353
2010-04-01,11.34063
2010-07-01,11.13899
2010-10-01,10.96920
2011-01-01,10.74195
2011-04-01,10.64559
2011-07-01,10.53313
2011-10-01,10.46095
2012-01-01,10.28206
2012-04-01,10.19832
2012-07-01,10.17951
2012-10-01,9.93814
2013-01-01,10.09965
2013-04-01,9.99631
2013-07-01,9.92477
