observation_date,INDPRO_20101015
1919-01-01,4.8404
1919-02-01,4.6265
1919-03-01,4.4928
1919-04-01,4.5730
1919-05-01,4.5997
1919-06-01,4.8939
1919-07-01,5.1881
1919-08-01,5.2683
1919-09-01,5.1613
1919-10-01,5.1078
1919-11-01,5.0276
1919-12-01,5.1078
1920-01-01,5.5892
1920-02-01,5.5892
1920-03-01,5.4822
1920-04-01,5.1881
1920-05-01,5.3218
1920-06-01,5.3753
1920-07-01,5.2415
1920-08-01,5.2683
1920-09-01,5.0811
1920-10-01,4.8671
1920-11-01,4.4660
1920-12-01,4.1986
1921-01-01,3.9579
1921-02-01,3.8777
1921-03-01,3.7707
1921-04-01,3.7707
1921-05-01,3.8777
1921-06-01,3.8509
1921-07-01,3.8242
1921-08-01,3.9579
1921-09-01,3.9846
1921-10-01,4.2253
1921-11-01,4.1718
1921-12-01,4.1451
1922-01-01,4.3056
1922-02-01,4.4928
1922-03-01,4.7334
1922-04-01,4.5730
1922-05-01,4.8137
1922-06-01,5.0543
1922-07-01,5.0543
1922-08-01,4.9474
1922-09-01,5.2148
1922-10-01,5.5090
1922-11-01,5.7497
1922-12-01,5.9101
1923-01-01,5.7764
1923-02-01,5.8566
1923-03-01,6.0438
1923-04-01,6.1775
1923-05-01,6.2578
1923-06-01,6.2043
1923-07-01,6.1508
1923-08-01,6.0438
1923-09-01,5.9101
1923-10-01,5.8834
1923-11-01,5.8834
1923-12-01,5.7497
1924-01-01,5.8834
1924-02-01,5.9903
1924-03-01,5.8834
1924-04-01,5.6962
1924-05-01,5.4555
1924-06-01,5.2148
1924-07-01,5.1346
1924-08-01,5.3218
1924-09-01,5.5090
1924-10-01,5.6427
1924-11-01,5.7497
1924-12-01,5.9101
1925-01-01,6.0973
1925-02-01,6.0973
1925-03-01,6.0973
1925-04-01,6.1508
1925-05-01,6.1241
1925-06-01,6.0706
1925-07-01,6.2310
1925-08-01,6.1241
1925-09-01,6.0438
1925-10-01,6.2845
1925-11-01,6.4182
1925-12-01,6.4985
1926-01-01,6.3915
1926-02-01,6.3915
1926-03-01,6.4717
1926-04-01,6.4717
1926-05-01,6.4182
1926-06-01,6.4984
1926-07-01,6.5252
1926-08-01,6.6054
1926-09-01,6.7124
1926-10-01,6.7124
1926-11-01,6.6856
1926-12-01,6.6589
1927-01-01,6.6322
1927-02-01,6.6856
1927-03-01,6.7659
1927-04-01,6.6054
1927-05-01,6.6589
1927-06-01,6.6322
1927-07-01,6.5519
1927-08-01,6.5519
1927-09-01,6.4450
1927-10-01,6.3112
1927-11-01,6.3113
1927-12-01,6.3380
1928-01-01,6.4717
1928-02-01,6.5252
1928-03-01,6.5787
1928-04-01,6.5519
1928-05-01,6.6322
1928-06-01,6.6857
