observation_date,TDSP_20110215
1980-01-01,11.21
1980-04-01,11.19
1980-07-01,10.91
1980-10-01,10.61
1981-01-01,10.65
1981-04-01,10.78
1981-07-01,10.65
1981-10-01,10.70
1982-01-01,10.76
1982-04-01,10.80
1982-07-01,10.70
1982-10-01,10.64
1983-01-01,10.60
1983-04-01,10.61
1983-07-01,10.61
1983-10-01,10.67
1984-01-01,10.70
1984-04-01,10.84
1984-07-01,10.94
1984-10-01,11.07
1985-01-01,11.41
1985-04-01,11.50
1985-07-01,11.86
1985-10-01,11.97
1986-01-01,11.99
1986-04-01,12.08
1986-07-01,12.22
1986-10-01,12.38
1987-01-01,12.22
1987-04-01,12.38
1987-07-01,12.25
1987-10-01,12.08
1988-01-01,12.03
1988-04-01,12.01
1988-07-01,11.98
1988-10-01,11.85
1989-01-01,11.83
1989-04-01,12.02
1989-07-01,12.11
1989-10-01,12.12
1990-01-01,12.05
1990-04-01,12.02
1990-07-01,12.02
1990-10-01,12.03
1991-01-01,11.99
1991-04-01,11.83
1991-07-01,11.73
1991-10-01,11.53
1992-01-01,11.30
1992-04-01,11.14
1992-07-01,10.99
1992-10-01,10.81
1993-01-01,10.99
1993-04-01,10.80
1993-07-01,10.85
1993-10-01,10.73
1994-01-01,10.86
1994-04-01,10.86
1994-07-01,10.96
1994-10-01,11.06
1995-01-01,11.25
1995-04-01,11.47
1995-07-01,11.59
1995-10-01,11.67
1996-01-01,11.69
1996-04-01,11.73
1996-07-01,11.80
1996-10-01,11.87
1997-01-01,11.83
1997-04-01,11.86
1997-07-01,11.89
1997-10-01,11.85
1998-01-01,11.73
1998-04-01,11.76
1998-07-01,11.76
1998-10-01,11.81
1999-01-01,11.88
1999-04-01,12.03
1999-07-01,12.16
1999-10-01,12.13
2000-01-01,12.03
2000-04-01,12.20
2000-07-01,12.36
2000-10-01,12.59
2001-01-01,12.66
2001-04-01,12.86
2001-07-01,12.73
2001-10-01,13.10
2002-01-01,12.95
2002-04-01,13.01
2002-07-01,13.18
2002-10-01,13.24
2003-01-01,13.26
2003-04-01,13.21
2003-07-01,13.15
2003-10-01,13.21
2004-01-01,13.23
2004-04-01,13.20
2004-07-01,13.35
2004-10-01,13.31
2005-01-01,13.67
2005-04-01,13.79
2005-07-01,13.68
2005-10-01,13.77
2006-01-01,13.73
2006-04-01,13.79
2006-07-01,13.87
2006-10-01,13.88
2007-01-01,13.85
2007-04-01,13.89
2007-07-01,13.96
2007-10-01,13.90
2008-01-01,13.80
2008-04-01,13.35
2008-07-01,13.49
2008-10-01,13.52
2009-01-01,13.43
2009-04-01,13.02
2009-07-01,12.93
2009-10-01,12.68
2010-01-01,12.40
2010-04-01,12.09
2010-07-01,11.89
