observation_date,BOGZ1FL153064486Q_20240515
1945-10-01,22.5179794373
1946-01-01,
1946-04-01,
1946-07-01,
1946-10-01,19.8818536207
1947-01-01,
1947-04-01,
1947-07-01,
1947-10-01,18.3447407947
1948-01-01,
1948-04-01,
1948-07-01,
1948-10-01,17.5622829739
1949-01-01,
1949-04-01,
1949-07-01,
1949-10-01,18.0910321682
1950-01-01,
1950-04-01,
1950-07-01,
1950-10-01,19.4660773251
1951-01-01,
1951-04-01,
1951-07-01,
1951-10-01,20.0951120769
1952-01-01,20.0111577293
1952-04-01,20.3495794736
1952-07-01,20.0791121265
1952-10-01,19.0096328542
1953-01-01,18.5971088926
1953-04-01,17.6850310080
1953-07-01,17.0923250974
1953-10-01,18.0945355703
1954-01-01,18.8952399892
1954-04-01,19.9811538945
1954-07-01,21.1501778542
1954-10-01,21.0696145605
1955-01-01,21.3417224591
1955-04-01,22.6887033274
1955-07-01,23.3274978659
1955-10-01,23.1826142787
1956-01-01,23.9493977520
1956-04-01,23.1208060228
1956-07-01,22.4861128106
1956-10-01,23.5347979951
1957-01-01,22.4020406786
1957-04-01,23.1851098362
1957-07-01,21.2738685592
1957-10-01,21.1046444107
1958-01-01,21.7139799067
1958-04-01,22.4556392333
1958-07-01,23.8504879184
1958-10-01,24.2302248375
1959-01-01,24.4054922491
1959-04-01,24.8921315309
1959-07-01,24.3263708927
1959-10-01,25.1549233535
1960-01-01,23.8502743177
1960-04-01,24.0125640060
1960-07-01,22.4982882845
1960-10-01,24.2656840279
1961-01-01,26.0238869874
1961-04-01,25.7968102695
1961-07-01,25.9814740972
1961-10-01,27.0773686542
1962-01-01,26.4180577748
1962-04-01,21.2949289149
1962-07-01,21.9523763447
1962-10-01,25.4891753909
1963-01-01,25.8888107082
1963-04-01,26.6054134422
1963-07-01,27.1976546762
1963-10-01,25.8244800469
1964-01-01,26.8167345102
1964-04-01,27.1221541756
1964-07-01,27.4541177695
1964-10-01,27.5302043834
1965-01-01,27.7456826100
1965-04-01,26.6415278783
1965-07-01,27.9704576977
1965-10-01,28.7627684216
1966-01-01,27.8149694705
1966-04-01,26.5283918452
1966-07-01,24.1018132560
1966-10-01,25.0059344435
1967-01-01,27.0687410680
1967-04-01,27.0020130158
1967-07-01,27.8090989507
1967-10-01,28.0635711490
1968-01-01,26.1324967798
1968-04-01,28.3300901176
1968-07-01,28.2077610675
1968-10-01,30.0343308374
1969-01-01,28.4673604035
1969-04-01,27.1280089985
1969-07-01,26.2439011252
1969-10-01,24.6196138199
1970-01-01,23.7840373401
1970-04-01,19.3930294391
1970-07-01,21.5725833639
1970-10-01,22.8174973167
1971-01-01,24.0911318110
1971-04-01,23.5806253605
1971-07-01,22.8429822378
1971-10-01,23.7138311363
1972-01-01,24.2545935589
1972-04-01,23.7510798491
1972-07-01,23.6843704591
1972-10-01,25.7193388356
1973-01-01,23.6759959971
1973-04-01,21.6869143582
1973-07-01,22.2004454201
1973-10-01,18.7512848044
