observation_date,CSCICP03USM665S_20140215
1960-01-01,101.6232822900050
1960-02-01,101.3614289728220
1960-03-01,101.1352103095910
1960-04-01,101.0104247897200
1960-05-01,101.0419292644250
1960-06-01,101.1311003309250
1960-07-01,101.1499364444060
1960-08-01,101.0074934381980
1960-09-01,100.7866549969610
1960-10-01,100.6032918765050
1960-11-01,100.5438165598300
1960-12-01,100.5652625911880
1961-01-01,100.6146085799400
1961-02-01,100.6671808563800
1961-03-01,100.7371561701650
1961-04-01,100.8608986261850
1961-05-01,101.0628935830850
1961-06-01,101.2679144095550
1961-07-01,101.3663516631100
1961-08-01,101.2765164004960
1961-09-01,101.1135270598160
1961-10-01,101.0317701490570
1961-11-01,101.1405150138890
1961-12-01,101.3382961743340
1962-01-01,101.4794724209760
1962-02-01,101.4517496155480
1962-03-01,101.3103084053280
1962-04-01,101.1259809670210
1962-05-01,100.9471461554340
1962-06-01,100.8045108802350
1962-07-01,100.7383282429520
1962-08-01,100.7894161387730
1962-09-01,100.9137232192350
1962-10-01,101.0668980202860
1962-11-01,101.2156389069000
1962-12-01,101.3201762959010
1963-01-01,101.3211887932360
1963-02-01,101.1709228300430
1963-03-01,100.9678371892010
1963-04-01,100.8395448328370
1963-05-01,100.8785744063020
1963-06-01,101.0033384588440
1963-07-01,101.1066297570540
1963-08-01,101.1183831180240
1963-09-01,101.0899099980400
1963-10-01,101.1023468816390
1963-11-01,101.2153301528130
1963-12-01,101.3747609614360
1964-01-01,101.5033074885060
1964-02-01,101.5444596739430
1964-03-01,101.5374682259370
1964-04-01,101.5362933111180
1964-05-01,101.5766968769820
1964-06-01,101.6375184423180
1964-07-01,101.6840596933980
1964-08-01,101.6910510806970
1964-09-01,101.6798987298660
1964-10-01,101.6837636710720
1964-11-01,101.7307847944960
1964-12-01,101.8122845257690
1965-01-01,101.9195358646010
1965-02-01,102.0460508155620
1965-03-01,102.1641172113040
1965-04-01,102.2339407818920
1965-05-01,102.2212357913140
1965-06-01,102.1630584871890
1965-07-01,102.1007138377730
1965-08-01,102.0581345944940
1965-09-01,102.0244276877980
1965-10-01,101.9765039040450
1965-11-01,101.8928352377940
1965-12-01,101.7814291091680
