observation_date,PCEC96_20030915
1967-01-01,2038.9
1967-02-01,2031.4
1967-03-01,2041.7
1967-04-01,2060.7
1967-05-01,2060.6
1967-06-01,2072.4
1967-07-01,2065.2
1967-08-01,2071.5
1967-09-01,2088.9
1967-10-01,2069.4
1967-11-01,2083.2
1967-12-01,2110.9
1968-01-01,2122.9
1968-02-01,2124.9
1968-03-01,2160.7
1968-04-01,2153.3
1968-05-01,2168.3
1968-06-01,2187.3
1968-07-01,2207.4
1968-08-01,2213.9
1968-09-01,2210.8
1968-10-01,2214.3
1968-11-01,2226.3
1968-12-01,2220.6
1969-01-01,2238.7
1969-02-01,2252.8
1969-03-01,2243.0
1969-04-01,2252.0
1969-05-01,2266.5
1969-06-01,2258.0
1969-07-01,2254.4
1969-08-01,2275.2
1969-09-01,2277.4
1969-10-01,2288.9
1969-11-01,2286.2
1969-12-01,2284.4
1970-01-01,2298.1
1970-02-01,2308.0
1970-03-01,2296.5
1970-04-01,2298.6
1970-05-01,2314.7
1970-06-01,2322.7
1970-07-01,2322.0
1970-08-01,2331.7
1970-09-01,2342.8
1970-10-01,2328.4
1970-11-01,2312.6
1970-12-01,2333.6
1971-01-01,2366.4
1971-02-01,2371.0
1971-03-01,2372.1
1971-04-01,2386.0
1971-05-01,2384.7
1971-06-01,2403.4
1971-07-01,2392.6
1971-08-01,2406.2
1971-09-01,2430.7
1971-10-01,2436.4
1971-11-01,2449.0
1971-12-01,2464.2
1972-01-01,2465.5
1972-02-01,2470.7
1972-03-01,2510.3
1972-04-01,2516.7
1972-05-01,2528.9
1972-06-01,2536.9
1972-07-01,2555.4
1972-08-01,2568.9
1972-09-01,2573.3
1972-10-01,2616.1
1972-11-01,2626.6
1972-12-01,2636.5
1973-01-01,2662.2
1973-02-01,2678.9
1973-03-01,2681.4
1973-04-01,2669.8
1973-05-01,2675.6
1973-06-01,2669.0
1973-07-01,2691.2
1973-08-01,2658.2
1973-09-01,2698.2
1973-10-01,2679.7
1973-11-01,2684.8
1973-12-01,2662.2
1974-01-01,2661.7
1974-02-01,2645.8
1974-03-01,2649.7
1974-04-01,2658.8
1974-05-01,2666.9
1974-06-01,2660.2
1974-07-01,2669.1
1974-08-01,2687.8
1974-09-01,2659.6
1974-10-01,2649.9
1974-11-01,2620.7
1974-12-01,2614.7
1975-01-01,2634.4
1975-02-01,2658.0
1975-03-01,2653.8
1975-04-01,2657.4
1975-05-01,2712.1
1975-06-01,2716.7
1975-07-01,2727.4
1975-08-01,2734.8
1975-09-01,2741.7
1975-10-01,2741.2
1975-11-01,2763.1
1975-12-01,2789.6
1976-01-01,2820.7
1976-02-01,2819.0
1976-03-01,2834.3
1976-04-01,2854.0
1976-05-01,2833.3
1976-06-01,2865.4
1976-07-01,2873.3
1976-08-01,2878.1
1976-09-01,2889.5
1976-10-01,2895.2
1976-11-01,2912.5
1976-12-01,2951.1
1977-01-01,2943.3
1977-02-01,2959.3
1977-03-01,2961.5
1977-04-01,2965.5
1977-05-01,2973.6
1977-06-01,2972.4
1977-07-01,2995.7
1977-08-01,2995.8
1977-09-01,3005.9
1977-10-01,3029.9
1977-11-01,3047.9
1977-12-01,3054.1
1978-01-01,3020.9
1978-02-01,3065.5
1978-03-01,3095.9
1978-04-01,3114.2
1978-05-01,3127.6
1978-06-01,3139.4
1978-07-01,3125.4
1978-08-01,3154.5
1978-09-01,3149.5
1978-10-01,3154.1
1978-11-01,3165.0
1978-12-01,3184.3
1979-01-01,3176.0
1979-02-01,3193.3
1979-03-01,3196.6
1979-04-01,3177.7
1979-05-01,3184.2
1979-06-01,3191.0
1979-07-01,3187.3
1979-08-01,3222.7
