observation_date,TDSP_20150115
1980-01-01,10.62197
1980-04-01,10.70545
1980-07-01,10.46409
1980-10-01,10.25113
1981-01-01,10.31109
1981-04-01,10.45638
1981-07-01,10.35784
1981-10-01,10.42270
1982-01-01,10.50355
1982-04-01,10.56408
1982-07-01,10.46394
1982-10-01,10.41918
1983-01-01,10.39225
1983-04-01,10.41720
1983-07-01,10.42104
1983-10-01,10.47253
1984-01-01,10.52199
1984-04-01,10.65104
1984-07-01,10.75671
1984-10-01,10.91530
1985-01-01,11.25398
1985-04-01,11.34335
1985-07-01,11.63049
1985-10-01,11.75130
1986-01-01,11.77287
1986-04-01,11.84141
1986-07-01,11.94053
1986-10-01,12.08309
1987-01-01,11.94830
1987-04-01,12.08986
1987-07-01,11.95965
1987-10-01,11.82585
1988-01-01,11.77472
1988-04-01,11.75857
1988-07-01,11.71374
1988-10-01,11.59007
1989-01-01,11.57909
1989-04-01,11.74679
1989-07-01,11.80972
1989-10-01,11.76705
1990-01-01,11.66461
1990-04-01,11.62835
1990-07-01,11.60410
1990-10-01,11.61963
1991-01-01,11.60082
1991-04-01,11.46288
1991-07-01,11.35232
1991-10-01,11.14867
1992-01-01,10.87306
1992-04-01,10.69259
1992-07-01,10.55447
1992-10-01,10.48055
1993-01-01,10.42512
1993-04-01,10.37389
1993-07-01,10.42757
1993-10-01,10.39466
1994-01-01,10.41078
1994-04-01,10.46956
1994-07-01,10.60344
1994-10-01,10.72090
1995-01-01,10.90043
1995-04-01,11.10079
1995-07-01,11.20915
1995-10-01,11.24757
1996-01-01,11.26469
1996-04-01,11.28903
1996-07-01,11.33575
1996-10-01,11.39351
1997-01-01,11.34535
1997-04-01,11.34937
1997-07-01,11.35772
1997-10-01,11.31271
1998-01-01,11.16688
1998-04-01,11.18712
1998-07-01,11.17252
1998-10-01,11.23395
1999-01-01,11.29949
1999-04-01,11.45098
1999-07-01,11.57728
1999-10-01,11.56763
2000-01-01,11.51895
2000-04-01,11.68289
2000-07-01,11.85891
2000-10-01,12.08849
2001-01-01,12.19412
2001-04-01,12.40589
2001-07-01,12.33667
2001-10-01,12.63242
2002-01-01,12.40500
2002-04-01,12.34422
2002-07-01,12.38845
2002-10-01,12.37279
2003-01-01,12.36663
2003-04-01,12.27209
2003-07-01,12.12985
2003-10-01,12.19420
2004-01-01,12.16466
2004-04-01,12.10494
2004-07-01,12.22316
2004-10-01,12.22627
2005-01-01,12.53044
2005-04-01,12.53555
2005-07-01,12.56171
2005-10-01,12.58614
2006-01-01,12.56995
2006-04-01,12.67516
2006-07-01,12.77340
2006-10-01,12.85110
2007-01-01,12.87579
2007-04-01,12.95520
2007-07-01,13.05231
2007-10-01,13.17567
2008-01-01,13.04292
2008-04-01,12.66978
2008-07-01,12.77383
2008-10-01,12.73767
2009-01-01,12.63876
2009-04-01,12.28953
2009-07-01,12.13721
2009-10-01,11.88233
2010-01-01,11.65237
2010-04-01,11.35110
2010-07-01,11.14924
2010-10-01,10.97371
2011-01-01,10.75041
2011-04-01,10.65218
2011-07-01,10.53180
2011-10-01,10.43916
2012-01-01,10.22375
2012-04-01,10.13333
2012-07-01,10.13726
2012-10-01,9.83464
2013-01-01,10.12053
2013-04-01,10.01939
2013-07-01,9.98163
2013-10-01,10.02731
2014-01-01,9.95766
2014-04-01,9.93428
2014-07-01,9.91768
