observation_date,CSCICP03USM665S_20150515
1960-01-01,101.6099627181860
1960-02-01,101.3503583453820
1960-03-01,101.1260825759690
1960-04-01,101.0023687847140
1960-05-01,101.0336026811730
1960-06-01,101.1220078961230
1960-07-01,101.1406822344100
1960-08-01,100.9994626092970
1960-09-01,100.7805208534880
1960-10-01,100.5987325592120
1960-11-01,100.5397680501930
1960-12-01,100.5610298909050
1961-01-01,100.6099520683980
1961-02-01,100.6620728243950
1961-03-01,100.7314471506110
1961-04-01,100.8541268364370
1961-05-01,101.0543869464090
1961-06-01,101.2576469380710
1961-07-01,101.3552387568220
1961-08-01,101.2661750502500
1961-09-01,101.1045855542050
1961-10-01,101.0235308180340
1961-11-01,101.1313417204660
1961-12-01,101.3274242244500
1962-01-01,101.4673879696440
1962-02-01,101.4399032633480
1962-03-01,101.2996768302330
1962-04-01,101.1169325002130
1962-05-01,100.9396336231270
1962-06-01,100.7982233803390
1962-07-01,100.7326091569740
1962-08-01,100.7832582810530
1962-09-01,100.9064977420060
1962-10-01,101.0583569912380
1962-11-01,101.2058204069970
1962-12-01,101.3094599697810
1963-01-01,101.3104637712170
1963-02-01,101.1614883770980
1963-03-01,100.9601469505940
1963-04-01,100.8329564415420
1963-05-01,100.8716508069570
1963-06-01,100.9953433152560
1963-07-01,101.0977474893800
1963-08-01,101.1093999058390
1963-09-01,101.0811713291130
1963-10-01,101.0935013977220
1963-11-01,101.2055143046660
1963-12-01,101.3635758313380
1964-01-01,101.4910183281340
1964-02-01,101.5318170753290
1964-03-01,101.5248856738320
1964-04-01,101.5237208498460
1964-05-01,101.5637774070370
1964-06-01,101.6240766023720
1964-07-01,101.6702181308670
1964-08-01,101.6771494721780
1964-09-01,101.6660929040430
1964-10-01,101.6699246509470
1964-11-01,101.7165419303710
1964-12-01,101.7973416958600
1965-01-01,101.9036718995380
1965-02-01,102.0291002685500
1965-03-01,102.1461526433130
1965-04-01,102.2153765295880
1965-05-01,102.2027806566550
1965-06-01,102.1451030121190
1965-07-01,102.0832938138120
1965-08-01,102.0410802651540
1965-09-01,102.0076628524360
1965-10-01,101.9601506652410
1965-11-01,101.8772005928140
1965-12-01,101.7667512830270
1966-01-01,101.6342595100840
1966-02-01,101.4784357914630
1966-03-01,101.3090224561310
1966-04-01,101.1325246348450
1966-05-01,100.9515308659780
1966-06-01,100.7711181884750
1966-07-01,100.6018418923000
1966-08-01,100.4621441775060
1966-09-01,100.3696264319880
1966-10-01,100.3660332451150
1966-11-01,100.4950564532750
1966-12-01,100.6912146255900
1967-01-01,100.8802572568860
1967-02-01,101.0124339977000
1967-03-01,101.1028794241150
1967-04-01,101.1706379043150
1967-05-01,101.2194197795450
1967-06-01,101.2410444912750
1967-07-01,101.2101707997660
1967-08-01,101.1061841649370
1967-09-01,100.9875825316650
1967-10-01,100.9337815252080
1967-11-01,101.0015346462540
1967-12-01,101.1165528379740
1968-01-01,101.1758440932980
1968-02-01,101.1027879927090
1968-03-01,100.9579371772360
1968-04-01,100.8222024960570
1968-05-01,100.7518328689840
1968-06-01,100.7242790146560
1968-07-01,100.7085630776070
1968-08-01,100.6928324825980
1968-09-01,100.7000758716610
1968-10-01,100.7761641855330
1968-11-01,100.9549177598200
1968-12-01,101.1543284975450
1969-01-01,101.2549232107620
1969-02-01,101.1574697975410
1969-03-01,100.9394994446600
1969-04-01,100.6877318359970
1969-05-01,100.4510172994180
1969-06-01,100.2270762106150
1969-07-01,99.9974756421384
1969-08-01,99.7498325646502
1969-09-01,99.5056765278474
1969-10-01,99.3030645331343
1969-11-01,99.1757088644209
1969-12-01,99.0905608780184
1970-01-01,99.0118763540852
1970-02-01,98.9230731645758
1970-03-01,98.8421254799065
1970-04-01,98.8035645474090
1970-05-01,98.8326239649432
1970-06-01,98.8769982023390
1970-07-01,98.8648073702532
1970-08-01,98.7472471703507
1970-09-01,98.5978039137813
1970-10-01,98.5241211890740
1970-11-01,98.6117495855103
1970-12-01,98.7921358858233
1971-01-01,98.9804664264356
1971-02-01,99.1207525538194
1971-03-01,99.2229718405584
1971-04-01,99.3058504998963
1971-05-01,99.3777126409303
1971-06-01,99.4366701512060
1971-07-01,99.4739178075119
1971-08-01,99.4899330186196
1971-09-01,99.5323854208071
1971-10-01,99.6761660222926
1971-11-01,99.9769791554022
1971-12-01,100.3236062306260
1972-01-01,100.5643022477310
1972-02-01,100.5873783647650
1972-03-01,100.5077155251730
1972-04-01,100.4775512568990
1972-05-01,100.6000054281130
1972-06-01,100.7931074316180
1972-07-01,100.9284145740000
1972-08-01,100.8989826324760
1972-09-01,100.7451312728790
1972-10-01,100.5058719727460
1972-11-01,100.1947553624960
1972-12-01,99.8611265071314
1973-01-01,99.5531447697401
1973-02-01,99.3033159189235
1973-03-01,99.0883771194375
1973-04-01,98.8852991855624
1973-05-01,98.6923987819553
1973-06-01,98.5385897600781
1973-07-01,98.4785013187133
1973-08-01,98.5485047839355
1973-09-01,98.6290198073842
1973-10-01,98.5525149194691
1973-11-01,98.2009965243471
1973-12-01,97.7605178062648
1974-01-01,97.4912173311531
1974-02-01,97.5863179711820
1974-03-01,97.8599475863456
1974-04-01,98.0594698039916
1974-05-01,97.9992858244036
1974-06-01,97.7687436227140
1974-07-01,97.4877372743438
1974-08-01,97.2326645037311
1974-09-01,97.0128483785533
1974-10-01,96.8317834828935
1974-11-01,96.7131254437840
1974-12-01,96.6879292294197
1975-01-01,96.8381499364385
1975-02-01,97.2466817512696
1975-03-01,97.7719799912864
1975-04-01,98.2407873081668
1975-05-01,98.5240934648830
1975-06-01,98.6695860370128
1975-07-01,98.7330579571833
1975-08-01,98.7476286429138
1975-09-01,98.7749857776042
1975-10-01,98.8868589803469
1975-11-01,99.1337070255910
1975-12-01,99.4288889959412
1976-01-01,99.6578242737671
1976-02-01,99.7388186077066
1976-03-01,99.7501368716932
1976-04-01,99.7975853483108
1976-05-01,99.9517700809154
1976-06-01,100.1492250143110
1976-07-01,100.2913885324030
1976-08-01,100.3003097962420
1976-09-01,100.2296464961890
1976-10-01,100.1489411770210
1976-11-01,100.1074821269260
1976-12-01,100.1082062856180
1977-01-01,100.1531139388900
1977-02-01,100.2465002055610
1977-03-01,100.3540030286730
1977-04-01,100.4318418988870
1977-05-01,100.4419400226380
1977-06-01,100.3967104419940
1977-07-01,100.3014901726630
1977-08-01,100.1523020463840
1977-09-01,99.9836072420171
1977-10-01,99.8355337489310
1977-11-01,99.7406115073031
1977-12-01,99.6898862383186
1978-01-01,99.6566400784279
1978-02-01,99.5759152409609
1978-03-01,99.4370948488261
1978-04-01,99.4358293793482
1978-05-01,99.4601756555059
1978-06-01,99.4241364831385
1978-07-01,99.3975845240920
1978-08-01,99.2981603662946
1978-09-01,99.2026309122863
1978-10-01,98.9716361545444
1978-11-01,98.5825573207285
1978-12-01,98.2299753512416
1979-01-01,98.2044715468905
1979-02-01,98.1890523623736
1979-03-01,97.9966692843392
1979-04-01,97.7992428380144
1979-05-01,97.6673642643413
1979-06-01,97.4829155368193
1979-07-01,97.3201535609755
1979-08-01,97.3572194069659
1979-09-01,97.3980858190831
1979-10-01,97.3220356867989
1979-11-01,97.3038681930060
1979-12-01,97.3440699564605
1980-01-01,97.4293857403161
1980-02-01,97.2196771937488
1980-03-01,96.6746231418081
1980-04-01,96.2515611974223
1980-05-01,96.2163806189142
1980-06-01,96.6156407410395
1980-07-01,97.1930822078768
1980-08-01,97.8210522700270
1980-09-01,98.3502729620000
1980-10-01,98.5752177681538
1980-11-01,98.4643747426749
1980-12-01,98.0895718527276
1981-01-01,97.9385578914839
1981-02-01,97.8420393515329
1981-03-01,97.9435128708876
1981-04-01,98.2617717176557
1981-05-01,98.5419645324381
1981-06-01,98.6374856207053
