observation_date,CORCACBS_20160215
1985-01-01,0.92
1985-04-01,1.08
1985-07-01,1.23
1985-10-01,1.33
1986-01-01,1.44
1986-04-01,1.52
1986-07-01,1.57
1986-10-01,1.57
1987-01-01,1.55
1987-04-01,1.56
1987-07-01,1.51
1987-10-01,1.55
1988-01-01,1.51
1988-04-01,1.53
1988-07-01,1.59
1988-10-01,1.50
1989-01-01,1.60
1989-04-01,1.59
1989-07-01,1.58
1989-10-01,1.68
1990-01-01,1.67
1990-04-01,1.75
1990-07-01,1.85
1990-10-01,2.02
1991-01-01,2.21
1991-04-01,2.33
1991-07-01,2.39
1991-10-01,2.35
1992-01-01,2.39
1992-04-01,2.29
1992-07-01,2.11
1992-10-01,2.13
1993-01-01,1.85
1993-04-01,1.77
1993-07-01,1.72
1993-10-01,1.56
1994-01-01,1.51
1994-04-01,1.44
1994-07-01,1.42
1994-10-01,1.44
1995-01-01,1.47
1995-04-01,1.66
1995-07-01,1.83
1995-10-01,2.02
1996-01-01,2.17
1996-04-01,2.28
1996-07-01,2.34
1996-10-01,2.43
1997-01-01,2.57
1997-04-01,2.77
1997-07-01,2.75
1997-10-01,2.68
1998-01-01,2.64
1998-04-01,2.67
1998-07-01,2.60
1998-10-01,2.54
1999-01-01,2.47
1999-04-01,2.19
1999-07-01,2.27
1999-10-01,2.14
2000-01-01,2.29
2000-04-01,2.18
2000-07-01,2.24
2000-10-01,2.70
2001-01-01,2.43
2001-04-01,2.62
2001-07-01,2.77
2001-10-01,3.08
2002-01-01,3.71
2002-04-01,3.07
2002-07-01,3.11
2002-10-01,2.75
2003-01-01,2.92
2003-04-01,2.98
2003-07-01,2.81
2003-10-01,2.82
2004-01-01,2.78
2004-04-01,2.72
2004-07-01,2.56
2004-10-01,2.61
2005-01-01,2.51
2005-04-01,2.38
2005-07-01,3.06
2005-10-01,3.03
2006-01-01,1.76
2006-04-01,1.93
2006-07-01,2.26
2006-10-01,2.08
2007-01-01,2.33
2007-04-01,2.34
2007-07-01,2.50
2007-10-01,2.75
2008-01-01,2.94
2008-04-01,3.30
2008-07-01,3.69
2008-10-01,4.22
2009-01-01,4.80
2009-04-01,5.68
2009-07-01,5.80
2009-10-01,5.69
2010-01-01,6.68
2010-04-01,6.70
2010-07-01,5.33
2010-10-01,4.86
2011-01-01,4.45
2011-04-01,3.50
2011-07-01,3.57
2011-10-01,2.95
2012-01-01,2.66
2012-04-01,2.57
2012-07-01,2.47
2012-10-01,2.44
2013-01-01,2.33
2013-04-01,2.17
2013-07-01,2.09
2013-10-01,2.08
2014-01-01,2.03
2014-04-01,2.01
2014-07-01,1.85
2014-10-01,1.80
2015-01-01,1.79
2015-04-01,1.75
2015-07-01,1.73
