observation_date,DGORDER_20040715
1992-02-01,115081
1992-03-01,120175
1992-04-01,125560
1992-05-01,124985
1992-06-01,122041
1992-07-01,123931
1992-08-01,119276
1992-09-01,120971
1992-10-01,127775
1992-11-01,121631
1992-12-01,126079
1993-01-01,122016
1993-02-01,128705
1993-03-01,127343
1993-04-01,128299
1993-05-01,126217
1993-06-01,129044
1993-07-01,128911
1993-08-01,129206
1993-09-01,127478
1993-10-01,132390
1993-11-01,130838
1993-12-01,133054
1994-01-01,139006
1994-02-01,137018
1994-03-01,137524
1994-04-01,140243
1994-05-01,142871
1994-06-01,144491
1994-07-01,144602
1994-08-01,146235
1994-09-01,145357
1994-10-01,148875
1994-11-01,150186
1994-12-01,151532
1995-01-01,152191
1995-02-01,154111
1995-03-01,153596
1995-04-01,150999
1995-05-01,153492
1995-06-01,149914
1995-07-01,148768
1995-08-01,155221
1995-09-01,158633
1995-10-01,155057
1995-11-01,156818
1995-12-01,161678
1996-01-01,158038
1996-02-01,152611
1996-03-01,164087
1996-04-01,157872
1996-05-01,164853
1996-06-01,163205
1996-07-01,164462
1996-08-01,157475
1996-09-01,164104
1996-10-01,165472
1996-11-01,169902
1996-12-01,162114
1997-01-01,163951
1997-02-01,170463
1997-03-01,167251
1997-04-01,174084
1997-05-01,168341
1997-06-01,174387
1997-07-01,180414
1997-08-01,175680
1997-09-01,177114
1997-10-01,178496
1997-11-01,189517
1997-12-01,174572
1998-01-01,175533
1998-02-01,181301
1998-03-01,177706
1998-04-01,181984
1998-05-01,178569
1998-06-01,173206
1998-07-01,170913
1998-08-01,178330
1998-09-01,179626
1998-10-01,178351
1998-11-01,181223
1998-12-01,180945
1999-01-01,185650
1999-02-01,186007
1999-03-01,186112
1999-04-01,183700
1999-05-01,184944
1999-06-01,182663
1999-07-01,189253
1999-08-01,189316
1999-09-01,188157
1999-10-01,192335
1999-11-01,186599
1999-12-01,198001
2000-01-01,201862
2000-02-01,186830
2000-03-01,193090
2000-04-01,194215
2000-05-01,188583
2000-06-01,220175
2000-07-01,189473
2000-08-01,189206
2000-09-01,197211
2000-10-01,186312
2000-11-01,188989
2000-12-01,188054
2001-01-01,177105
2001-02-01,180388
2001-03-01,183044
2001-04-01,173262
2001-05-01,176587
2001-06-01,174810
2001-07-01,172708
2001-08-01,171781
2001-09-01,161722
2001-10-01,174635
2001-11-01,165871
2001-12-01,169102
2002-01-01,166413
2002-02-01,174609
2002-03-01,169405
2002-04-01,172360
2002-05-01,172196
2002-06-01,164332
2002-07-01,177587
2002-08-01,176668
2002-09-01,165983
2002-10-01,170587
2002-11-01,168825
2002-12-01,166476
2003-01-01,169823
2003-02-01,169065
2003-03-01,170325
2003-04-01,167999
2003-05-01,168007
2003-06-01,172237
2003-07-01,175064
2003-08-01,174912
2003-09-01,178738
2003-10-01,185771
2003-11-01,181346
2003-12-01,184361
2004-01-01,179506
2004-02-01,186419
2004-03-01,197360
2004-04-01,192067
2004-05-01,188561
