observation_date,BOGZ1FL153064486Q_20241115
1945-10-01,22.5179794373
1946-01-01,
1946-04-01,
1946-07-01,
1946-10-01,19.8818536207
1947-01-01,
1947-04-01,
1947-07-01,
1947-10-01,18.3447407947
1948-01-01,
1948-04-01,
1948-07-01,
1948-10-01,17.5622829739
1949-01-01,
1949-04-01,
1949-07-01,
1949-10-01,18.0910321682
1950-01-01,
1950-04-01,
1950-07-01,
1950-10-01,19.4660773251
1951-01-01,
1951-04-01,
1951-07-01,
1951-10-01,20.0951120769
1952-01-01,20.0114954774
1952-04-01,20.3498964185
1952-07-01,20.0794212591
1952-10-01,19.0099261722
1953-01-01,18.5973947444
1953-04-01,17.6852853178
1953-07-01,17.0925693641
1953-10-01,18.0947880259
1954-01-01,18.8954620243
1954-04-01,19.9813836473
1954-07-01,21.1504338999
1954-10-01,21.0698667009
1955-01-01,21.3419543587
1955-04-01,22.6889634716
1955-07-01,23.3277584156
1955-10-01,23.1828697437
1956-01-01,23.9496544888
1956-04-01,23.1210529154
1956-07-01,22.4863508768
1956-10-01,23.5350403955
1957-01-01,22.4022531007
1957-04-01,23.1853065910
1957-07-01,21.2740666284
1957-10-01,21.1048547611
1958-01-01,21.7142074051
1958-04-01,22.4558536585
1958-07-01,23.8507080030
1958-10-01,24.2304443580
1959-01-01,24.4056936613
1959-04-01,24.8923506973
1959-07-01,24.3265838525
1959-10-01,25.1551389534
1960-01-01,23.8504636802
1960-04-01,24.0127523538
1960-07-01,22.4984656674
1960-10-01,24.2658839289
1961-01-01,26.0240944253
1961-04-01,25.7969981512
1961-07-01,25.9816600186
1961-10-01,27.0775564727
1962-01-01,26.4182405354
1962-04-01,21.2950847658
1962-07-01,21.9525333221
1962-10-01,25.4893471628
1963-01-01,25.8889824956
1963-04-01,26.6055863854
1963-07-01,27.1978280832
1963-10-01,25.8246313482
1964-01-01,26.8168878592
1964-04-01,27.1223062925
1964-07-01,27.4542683622
1964-10-01,27.5303525802
1965-01-01,27.7458426722
1965-04-01,26.6416688857
1965-07-01,27.9705875452
1965-10-01,28.7629106202
1966-01-01,27.8150817083
1966-04-01,26.5285223029
1966-07-01,24.1019226337
1966-10-01,25.0060554861
1967-01-01,27.0688552295
1967-04-01,27.0021253150
1967-07-01,27.8092111662
1967-10-01,28.0636926615
1968-01-01,26.1326106450
1968-04-01,28.3301970183
1968-07-01,28.2078656333
1968-10-01,30.0344369275
1969-01-01,28.4674513980
1969-04-01,27.1280766114
1969-07-01,26.2439849676
1969-10-01,24.6196925179
1970-01-01,23.7841130725
1970-04-01,19.3930933478
1970-07-01,21.5726512590
1970-10-01,22.8175666087
1971-01-01,24.0912018965
1971-04-01,23.5806852934
1971-07-01,22.8430466712
1971-10-01,23.7138957980
1972-01-01,24.2546575006
1972-04-01,23.7511483142
1972-07-01,23.6844303253
1972-10-01,25.7194003820
1973-01-01,23.6760527560
1973-04-01,21.6869721521
1973-07-01,22.2004968898
1973-10-01,18.7513291009
