observation_date,INDPRO_20040715
1921-01-01,4.960
1921-02-01,4.859
1921-03-01,4.725
1921-04-01,4.725
1921-05-01,4.859
1921-06-01,4.825
1921-07-01,4.792
1921-08-01,4.960
1921-09-01,4.993
1921-10-01,5.295
1921-11-01,5.228
1921-12-01,5.194
1922-01-01,5.395
1922-02-01,5.630
1922-03-01,5.931
1922-04-01,5.730
1922-05-01,6.032
1922-06-01,6.333
1922-07-01,6.333
1922-08-01,6.199
1922-09-01,6.535
1922-10-01,6.903
1922-11-01,7.205
1922-12-01,7.406
1923-01-01,7.238
1923-02-01,7.339
1923-03-01,7.573
1923-04-01,7.741
1923-05-01,7.841
1923-06-01,7.774
1923-07-01,7.707
1923-08-01,7.573
1923-09-01,7.406
1923-10-01,7.372
1923-11-01,7.372
1923-12-01,7.205
1924-01-01,7.372
1924-02-01,7.506
1924-03-01,7.372
1924-04-01,7.138
1924-05-01,6.836
1924-06-01,6.535
1924-07-01,6.434
1924-08-01,6.669
1924-09-01,6.903
1924-10-01,7.071
1924-11-01,7.205
1924-12-01,7.406
1925-01-01,7.640
1925-02-01,7.640
1925-03-01,7.640
1925-04-01,7.707
1925-05-01,7.674
1925-06-01,7.607
1925-07-01,7.808
1925-08-01,7.674
1925-09-01,7.573
1925-10-01,7.875
1925-11-01,8.042
1925-12-01,8.143
1926-01-01,8.009
1926-02-01,8.009
1926-03-01,8.110
1926-04-01,8.110
1926-05-01,8.042
1926-06-01,8.143
1926-07-01,8.177
1926-08-01,8.277
1926-09-01,8.411
1926-10-01,8.411
1926-11-01,8.378
1926-12-01,8.344
1927-01-01,8.311
1927-02-01,8.378
1927-03-01,8.478
1927-04-01,8.277
1927-05-01,8.344
1927-06-01,8.311
1927-07-01,8.210
1927-08-01,8.210
1927-09-01,8.076
1927-10-01,7.908
1927-11-01,7.908
1927-12-01,7.942
1928-01-01,8.110
1928-02-01,8.177
1928-03-01,8.244
1928-04-01,8.210
1928-05-01,8.311
1928-06-01,8.378
1928-07-01,8.478
1928-08-01,8.646
1928-09-01,8.713
1928-10-01,8.880
1928-11-01,9.048
1928-12-01,9.215
1929-01-01,9.349
1929-02-01,9.316
1929-03-01,9.349
1929-04-01,9.517
1929-05-01,9.685
1929-06-01,9.752
1929-07-01,9.886
1929-08-01,9.785
1929-09-01,9.718
1929-10-01,9.550
1929-11-01,9.081
1929-12-01,8.679
1930-01-01,8.679
1930-02-01,8.646
1930-03-01,8.512
1930-04-01,8.445
1930-05-01,8.311
1930-06-01,8.076
1930-07-01,7.707
1930-08-01,7.540
1930-09-01,7.406
1930-10-01,7.205
1930-11-01,7.037
1930-12-01,6.870
1931-01-01,6.836
1931-02-01,6.870
1931-03-01,7.004
1931-04-01,7.037
1931-05-01,6.937
1931-06-01,6.769
1931-07-01,6.669
1931-08-01,6.434
1931-09-01,6.132
1931-10-01,5.898
1931-11-01,5.831
1931-12-01,5.797
1932-01-01,5.630
1932-02-01,5.496
1932-03-01,5.429
1932-04-01,5.060
1932-05-01,4.893
1932-06-01,4.725
1932-07-01,4.591
1932-08-01,4.725
1932-09-01,5.027
1932-10-01,5.194
1932-11-01,5.194
1932-12-01,5.094
1933-01-01,4.993
1933-02-01,5.027
1933-03-01,4.725
1933-04-01,5.060
1933-05-01,5.898
1933-06-01,6.803
1933-07-01,7.439
1933-08-01,7.138
1933-09-01,6.736
1933-10-01,6.400
1933-11-01,6.032
1933-12-01,6.065
1934-01-01,6.266
1934-02-01,6.568
1934-03-01,6.870
