observation_date,TDSP_20051015
1980-01-01,11.12
1980-04-01,11.15
1980-07-01,10.87
1980-10-01,10.58
1981-01-01,10.62
1981-04-01,10.72
1981-07-01,10.59
1981-10-01,10.64
1982-01-01,10.72
1982-04-01,10.75
1982-07-01,10.65
1982-10-01,10.62
1983-01-01,10.58
1983-04-01,10.57
1983-07-01,10.57
1983-10-01,10.62
1984-01-01,10.65
1984-04-01,10.76
1984-07-01,10.84
1984-10-01,10.98
1985-01-01,11.30
1985-04-01,11.38
1985-07-01,11.73
1985-10-01,11.84
1986-01-01,11.86
1986-04-01,11.95
1986-07-01,12.09
1986-10-01,12.26
1987-01-01,12.11
1987-04-01,12.27
1987-07-01,12.13
1987-10-01,11.98
1988-01-01,11.93
1988-04-01,11.91
1988-07-01,11.87
1988-10-01,11.75
1989-01-01,11.72
1989-04-01,11.91
1989-07-01,11.99
1989-10-01,12.04
1990-01-01,11.98
1990-04-01,11.97
1990-07-01,11.96
1990-10-01,11.98
1991-01-01,11.96
1991-04-01,11.81
1991-07-01,11.71
1991-10-01,11.52
1992-01-01,11.28
1992-04-01,11.13
1992-07-01,10.98
1992-10-01,10.79
1993-01-01,11.01
1993-04-01,10.83
1993-07-01,10.89
1993-10-01,10.78
1994-01-01,10.97
1994-04-01,10.95
1994-07-01,11.05
1994-10-01,11.16
1995-01-01,11.38
1995-04-01,11.62
1995-07-01,11.77
1995-10-01,11.86
1996-01-01,11.88
1996-04-01,11.96
1996-07-01,12.04
1996-10-01,12.09
1997-01-01,12.09
1997-04-01,12.14
1997-07-01,12.16
1997-10-01,12.13
1998-01-01,12.03
1998-04-01,12.05
1998-07-01,12.05
1998-10-01,12.09
1999-01-01,12.16
1999-04-01,12.30
1999-07-01,12.43
1999-10-01,12.42
2000-01-01,12.32
2000-04-01,12.51
2000-07-01,12.62
2000-10-01,12.84
2001-01-01,12.94
2001-04-01,13.10
2001-07-01,12.89
2001-10-01,13.28
2002-01-01,13.11
2002-04-01,13.17
2002-07-01,13.32
2002-10-01,13.37
2003-01-01,13.33
2003-04-01,13.29
2003-07-01,13.14
2003-10-01,13.18
2004-01-01,13.12
2004-04-01,13.14
2004-07-01,13.31
2004-10-01,13.19
2005-01-01,13.46
2005-04-01,13.55
