observation_date,BOGZ1FL153064486Q_20200215
1945-10-01,22.5155814764
1946-01-01,
1946-04-01,
1946-07-01,
1946-10-01,19.8796729053
1947-01-01,
1947-04-01,
1947-07-01,
1947-10-01,18.3426370843
1948-01-01,
1948-04-01,
1948-07-01,
1948-10-01,17.5602076217
1949-01-01,
1949-04-01,
1949-07-01,
1949-10-01,18.0888004138
1950-01-01,
1950-04-01,
1950-07-01,
1950-10-01,19.4632013080
1951-01-01,
1951-04-01,
1951-07-01,
1951-10-01,20.0919537679
1952-01-01,20.0172306126
1952-04-01,20.3572857286
1952-07-01,20.0878402926
1952-10-01,19.0151110384
1953-01-01,18.6055857114
1953-04-01,17.6928737271
1953-07-01,17.0983280495
1953-10-01,18.0996483243
1954-01-01,18.8996734326
1954-04-01,19.9872814897
1954-07-01,21.1573710360
1954-10-01,21.0757387513
1955-01-01,21.3489067658
1955-04-01,22.6918146858
1955-07-01,23.3256783718
1955-10-01,23.1775378181
1956-01-01,23.9485752935
1956-04-01,23.1255203851
1956-07-01,22.4909976110
1956-10-01,23.5325111227
1957-01-01,22.4062016296
1957-04-01,23.1863141088
1957-07-01,21.2743079418
1957-10-01,21.1071619451
1958-01-01,21.7155573157
1958-04-01,22.4570356592
1958-07-01,23.8508306506
1958-10-01,24.2262683051
1959-01-01,24.4063364621
1959-04-01,24.8921814674
1959-07-01,24.3256226077
1959-10-01,25.1521058870
1960-01-01,23.8475713377
1960-04-01,24.0098681554
1960-07-01,22.4992189969
1960-10-01,24.2667231479
1961-01-01,26.0228729673
1961-04-01,25.7961106939
1961-07-01,25.9801209401
1961-10-01,27.0749766028
1962-01-01,26.4184487089
1962-04-01,21.3036600827
1962-07-01,21.9596210286
1962-10-01,25.4932594810
1963-01-01,25.8966582931
1963-04-01,26.6144274421
1963-07-01,27.2046003537
1963-10-01,25.8257012921
1964-01-01,26.8216512614
1964-04-01,27.1291724098
1964-07-01,27.4598325474
1964-10-01,27.5321335088
1965-01-01,27.7554860480
1965-04-01,26.6549768456
1965-07-01,27.9795436662
1965-10-01,28.7646176525
1966-01-01,27.8243123442
1966-04-01,26.5403271898
1966-07-01,24.1134024793
1966-10-01,25.0118951876
1967-01-01,27.0761262174
1967-04-01,27.0106163518
1967-07-01,27.8148889377
1967-10-01,28.0669714480
1968-01-01,26.1471262024
1968-04-01,28.3485636217
1968-07-01,28.2243146798
1968-10-01,30.0435293941
1969-01-01,28.4878482049
1969-04-01,27.1508740191
1969-07-01,26.2621579659
1969-10-01,24.6298373176
1970-01-01,23.7998135818
1970-04-01,19.4134081440
1970-07-01,21.5890964134
1970-10-01,22.8287083760
1971-01-01,24.1060604245
1971-04-01,23.5986805538
1971-07-01,22.8583921188
1971-10-01,23.7236099158
1972-01-01,24.2679149783
1972-04-01,23.7662068269
1972-07-01,23.6972740436
1972-10-01,25.7263516617
1973-01-01,23.6960191713
1973-04-01,21.7095075125
1973-07-01,22.2248826560
1973-10-01,18.7716082534
1974-01-01,17.6691652925
1974-04-01,15.6137473359
1974-07-01,11.6844489897
1974-10-01,11.4298721400
1975-01-01,13.5985140479
1975-04-01,15.0023446128
1975-07-01,13.0911727948
1975-10-01,13.6928862059
1976-01-01,15.3540519094
1976-04-01,15.3728968782
1976-07-01,15.2891049581
1976-10-01,15.4180352426
1977-01-01,14.0255375882
1977-04-01,14.0558767981
1977-07-01,13.1666815426
1977-10-01,12.3046928914
1978-01-01,11.3768300288
1978-04-01,11.7726092470
1978-07-01,12.1878612631
1978-10-01,11.4034717944
1979-01-01,11.7655384344
1979-04-01,11.6603151241
1979-07-01,11.9861245574
1979-10-01,12.0975586687
1980-01-01,10.9497793066
1980-04-01,12.0354333981
1980-07-01,13.0008214705
1980-10-01,13.8578699567
1981-01-01,13.6443757418
1981-04-01,13.1465187452
1981-07-01,11.0787456687
1981-10-01,11.5777875396
1982-01-01,9.9706952468
1982-04-01,9.4814708583
1982-07-01,9.9427318853
1982-10-01,11.5406197653
1983-01-01,12.3331431044
1983-04-01,13.4102240674
1983-07-01,12.8355711545
1983-10-01,12.0959300319
1984-01-01,11.3615363228
1984-04-01,10.4841298575
1984-07-01,10.7903965615
1984-10-01,10.6394420942
1985-01-01,11.1428693405
1985-04-01,11.4662020336
1985-07-01,10.6444564116
1985-10-01,12.1444010694
1986-01-01,13.2416028893
1986-04-01,13.4480439355
1986-07-01,12.0981818326
1986-10-01,13.0853764117
1987-01-01,14.9575291926
1987-04-01,14.7869786455
1987-07-01,15.1512166490
1987-10-01,12.3737985309
1988-01-01,13.0197127835
