observation_date,GDPC1_19920215
1959-01-01,1909.7
1959-04-01,1941.2
1959-07-01,1931.7
1959-10-01,1942.7
1960-01-01,1977.8
1960-04-01,1973.5
1960-07-01,1976.2
1960-10-01,1965.1
1961-01-01,1979.7
1961-04-01,2008.8
1961-07-01,2036.5
1961-10-01,2077.4
1962-01-01,2105.8
1962-04-01,2127.5
1962-07-01,2143.9
1962-10-01,2142.1
1963-01-01,2173.5
1963-04-01,2203.1
1963-07-01,2239.0
1963-10-01,2256.4
1964-01-01,2315.0
1964-04-01,2333.2
1964-07-01,2359.8
1964-10-01,2365.1
1965-01-01,2410.4
1965-04-01,2443.9
1965-07-01,2488.1
1965-10-01,2551.4
1966-01-01,2601.8
1966-04-01,2606.7
1966-07-01,2634.7
1966-10-01,2646.1
1967-01-01,2662.1
1967-04-01,2673.7
1967-07-01,2704.9
1967-10-01,2720.6
1968-01-01,2758.0
1968-04-01,2802.2
1968-07-01,2819.1
1968-10-01,2824.8
1969-01-01,2867.4
1969-04-01,2872.5
1969-07-01,2887.9
1969-10-01,2880.6
1970-01-01,2872.2
1970-04-01,2859.4
1970-07-01,2896.5
1970-10-01,2875.3
1971-01-01,2947.1
1971-04-01,2953.8
1971-07-01,2972.8
1971-10-01,2986.6
1972-01-01,3040.1
1972-04-01,3090.0
1972-07-01,3124.6
1972-10-01,3173.6
1973-01-01,3252.2
1973-04-01,3267.5
1973-07-01,3264.9
1973-10-01,3289.7
1974-01-01,3259.4
1974-04-01,3267.6
1974-07-01,3239.1
1974-10-01,3226.4
1975-01-01,3154.0
1975-04-01,3190.4
1975-07-01,3249.9
1975-10-01,3292.5
1976-01-01,3356.7
1976-04-01,3369.2
1976-07-01,3381.0
1976-10-01,3416.3
1977-01-01,3466.4
1977-04-01,3525.0
1977-07-01,3574.4
1977-10-01,3567.2
1978-01-01,3591.8
1978-04-01,3707.0
1978-07-01,3735.6
1978-10-01,3779.6
1979-01-01,3780.8
1979-04-01,3784.3
1979-07-01,3807.5
1979-10-01,3814.6
1980-01-01,3830.8
1980-04-01,3732.6
1980-07-01,3733.5
1980-10-01,3808.5
1981-01-01,3860.5
1981-04-01,3844.4
1981-07-01,3864.5
1981-10-01,3803.1
1982-01-01,3756.1
1982-04-01,3771.1
1982-07-01,3754.4
1982-10-01,3759.6
1983-01-01,3783.5
1983-04-01,3886.5
1983-07-01,3944.4
1983-10-01,4012.1
1984-01-01,4089.5
1984-04-01,4144.0
1984-07-01,4166.4
1984-10-01,4194.2
1985-01-01,4221.8
1985-04-01,4254.8
1985-07-01,4309.0
1985-10-01,4333.5
1986-01-01,4390.5
1986-04-01,4387.7
1986-07-01,4412.6
1986-10-01,4427.1
1987-01-01,4460.0
1987-04-01,4515.3
1987-07-01,4559.3
1987-10-01,4625.5
1988-01-01,4655.3
1988-04-01,4704.8
1988-07-01,4734.5
1988-10-01,4779.7
1989-01-01,4809.8
1989-04-01,4832.4
1989-07-01,4845.6
1989-10-01,4859.7
1990-01-01,4880.8
1990-04-01,4900.3
1990-07-01,4903.3
1990-10-01,4855.1
1991-01-01,4824.0
1991-04-01,4840.7
1991-07-01,4862.7
1991-10-01,4866.3
